timestamp,airspeed_timestamp_rel,distance_sensor_timestamp_rel,optical_flow_timestamp_rel,vehicle_air_data_timestamp_rel,vehicle_magnetometer_timestamp_rel,visual_odometry_timestamp_rel
80929069,32767,32767,32767,-34,32767,32767
80934069,32767,32767,32767,32767,32767,32767
80944401,32767,32767,32767,32767,32767,32767
80949196,32767,32767,32767,32767,-41,32767
80954071,32767,32767,32767,32767,32767,32767
80959111,32767,32767,32767,32767,32767,32767
80964302,32767,32767,32767,32767,32767,32767
80969194,32767,32767,32767,32767,32767,32767
80974193,32767,32767,32767,32767,32767,32767
80979069,32767,32767,32767,32767,32767,32767
80984103,32767,32767,32767,32767,32767,32767
80989455,32767,32767,32767,32767,32767,32767
80994193,32767,32767,32767,32767,-3,32767
80999194,32767,32767,32767,32767,32767,32767
81004068,32767,32767,32767,32767,32767,32767
81009284,32767,32767,32767,32767,32767,32767
81014068,32767,32767,32767,32767,32767,32767
81019069,32767,32767,32767,-16,32767,32767
81024080,32767,32767,32767,32767,32767,32767
81029170,32767,32767,32767,-17,32767,32767
81034231,32767,32767,32767,32767,32767,32767
81039069,32767,32767,32767,32767,32767,32767
81044070,32767,32767,32767,32767,32767,32767
81049234,32767,32767,32767,32767,32767,32767
81054461,32767,32767,32767,32767,32767,32767
81059194,32767,32767,32767,32767,32767,32767
81064069,32767,32767,32767,32767,32767,32767
81069091,32767,32767,32767,32767,32767,32767
81074319,32767,32767,32767,32767,32767,32767
81079194,32767,32767,32767,32767,32767,32767
81084195,32767,32767,32767,32767,-29,32767
81089069,32767,32767,32767,32767,32767,32767
81094113,32767,32767,32767,32767,32767,32767
81099482,32767,32767,32767,32767,32767,32767
81104197,32767,32767,32767,32767,32767,32767
81109194,32767,32767,32767,-7,32767,32767
81114069,32767,32767,32767,32767,32767,32767
81119354,32767,32767,32767,32767,32767,32767
81124193,32767,32767,32767,32767,32767,32767
81129194,32767,32767,32767,-5,32767,32767
81134194,32767,32767,32767,32767,-24,32767
81139069,32767,32767,32767,32767,32767,32767
81144494,32767,32767,32767,32767,32767,32767
81149069,32767,32767,32767,32767,32767,32767
81154071,32767,32767,32767,32767,32767,32767
81159069,32767,32767,32767,32767,32767,32767
81164235,32767,32767,32767,32767,32767,32767
81169198,32767,32767,32767,32767,32767,32767
81174100,32767,32767,32767,32767,32767,32767
81179111,32767,32767,32767,32767,32767,32767
81184225,32767,32767,32767,32767,32767,32767
81189477,32767,32767,32767,32767,32767,32767
81194195,32767,32767,32767,32767,32767,32767
81199109,32767,32767,32767,32767,32767,32767
81204068,32767,32767,32767,32767,32767,32767
81209285,32767,32767,32767,32767,32767,32767
81214195,32767,32767,32767,32767,32767,32767
81219194,32767,32767,32767,32767,-2,32767
81224070,32767,32767,32767,-44,32767,32767
81229289,32767,32767,32767,32767,32767,32767
81234542,32767,32767,32767,-49,32767,32767
81239194,32767,32767,32767,32767,32767,32767
81244194,32767,32767,32767,32767,32767,32767
81249068,32767,32767,32767,32767,32767,32767
81254266,32767,32767,32767,32767,32767,32767
81259193,32767,32767,32767,32767,32767,32767
81264193,32767,32767,32767,32767,32767,32767
81269194,32767,32767,32767,32767,-5,32767
81274350,32767,32767,32767,32767,32767,32767
81279593,32767,32767,32767,32767,32767,32767
81284100,32767,32767,32767,32767,32767,32767
81289068,32767,32767,32767,32767,32767,32767
81294068,32767,32767,32767,32767,32767,32767
81299422,32767,32767,32767,32767,32767,32767
81304193,32767,32767,32767,32767,32767,32767
81309069,32767,32767,32767,32767,32767,32767
81314068,32767,32767,32767,-32,32767,32767
81319260,32767,32767,32767,32767,32767,32767
81324194,32767,32767,32767,32767,32767,32767
81329193,32767,32767,32767,32767,32767,32767
81334068,32767,32767,32767,-28,32767,32767
81339068,32767,32767,32767,32767,32767,32767
81344488,32767,32767,32767,32767,32767,32767
81349193,32767,32767,32767,32767,32767,32767
81354195,32767,32767,32767,32767,32767,32767
81359090,32767,32767,32767,32767,-21,32767
81364324,32767,32767,32767,32767,32767,32767
81369194,32767,32767,32767,32767,32767,32767
81374193,32767,32767,32767,32767,32767,32767
81379194,32767,32767,32767,32767,32767,32767
81384123,32767,32767,32767,32767,32767,32767
81389356,32767,32767,32767,32767,32767,32767
81394069,32767,32767,32767,32767,32767,32767
81399068,32767,32767,32767,32767,32767,32767
81404068,32767,32767,32767,32767,32767,32767
81409238,32767,32767,32767,32767,-25,32767
81414193,32767,32767,32767,32767,32767,32767
81419069,32767,32767,32767,32767,32767,32767
81424068,32767,32767,32767,-15,32767,32767
81429220,32767,32767,32767,32767,32767,32767
81434420,32767,32767,32767,-18,32767,32767
81439193,32767,32767,32767,32767,32767,32767
81444068,32767,32767,32767,32767,32767,32767
81449068,32767,32767,32767,32767,32767,32767
81454254,32767,32767,32767,32767,32767,32767
81459198,32767,32767,32767,32767,32767,32767
81464193,32767,32767,32767,32767,32767,32767
81469094,32767,32767,32767,32767,32767,32767
81474110,32767,32767,32767,32767,32767,32767
81479444,32767,32767,32767,32767,32767,32767
81484194,32767,32767,32767,32767,32767,32767
81489193,32767,32767,32767,32767,32767,32767
81494092,32767,32767,32767,32767,-4,32767
81499336,32767,32767,32767,32767,32767,32767
81504068,32767,32767,32767,32767,32767,32767
81509069,32767,32767,32767,32767,32767,32767
81514068,32767,32767,32767,-5,32767,32767
81519165,32767,32767,32767,32767,32767,32767
81524422,32767,32767,32767,32767,32767,32767
81529068,32767,32767,32767,32767,32767,32767
81534068,32767,32767,32767,-1,32767,32767
81539069,32767,32767,32767,32767,32767,32767
81544444,32767,32767,32767,32767,-10,32767
81549194,32767,32767,32767,32767,32767,32767
81554068,32767,32767,32767,32767,32767,32767
81559068,32767,32767,32767,32767,32767,32767
81564217,32767,32767,32767,32767,32767,32767
81569439,32767,32767,32767,32767,32767,32767
81574194,32767,32767,32767,32767,32767,32767
81579068,32767,32767,32767,32767,32767,32767
81584114,32767,32767,32767,32767,32767,32767
81589462,32767,32767,32767,32767,32767,32767
81594194,32767,32767,32767,32767,32767,32767
81599193,32767,32767,32767,32767,32767,32767
81604068,32767,32767,32767,32767,32767,32767
81609286,32767,32767,32767,32767,32767,32767
81614445,32767,32767,32767,32767,32767,32767
81619193,32767,32767,32767,32767,32767,32767
81624193,32767,32767,32767,32767,32767,32767
81629068,32767,32767,32767,-42,32767,32767
81634365,32767,32767,32767,5,-22,32767
81639068,32767,32767,32767,32767,32767,32767
81644069,32767,32767,32767,32767,32767,32767
81649209,32767,32767,32767,32767,32767,32767
81654327,32767,32767,32767,32767,32767,32767
81659194,32767,32767,32767,32767,32767,32767
81664069,32767,32767,32767,32767,32767,32767
81669069,32767,32767,32767,32767,32767,32767
81674221,32767,32767,32767,32767,32767,32767
81679430,32767,32767,32767,32767,22,32767
81684193,32767,32767,32767,32767,32767,32767
81689069,32767,32767,32767,32767,32767,32767
81694068,32767,32767,32767,32767,32767,32767
81699253,32767,32767,32767,32767,32767,32767
81704193,32767,32767,32767,32767,32767,32767
81709193,32767,32767,32767,32767,32767,32767
81714069,32767,32767,32767,32767,32767,32767
81719253,32767,32767,32767,-32,32767,32767
81724486,32767,32767,32767,32767,32767,32767
81729193,32767,32767,32767,32767,32767,32767
81734193,32767,32767,32767,32767,32767,32767
81739068,32767,32767,32767,-25,32767,32767
81744280,32767,32767,32767,32767,32767,32767
81749194,32767,32767,32767,32767,32767,32767
81754216,32767,32767,32767,32767,32767,32767
81759098,32767,32767,32767,32767,32767,32767
81764104,32767,32767,32767,32767,32767,32767
81769570,32767,32767,32767,32767,-7,32767
81774068,32767,32767,32767,32767,32767,32767
81779068,32767,32767,32767,32767,32767,32767
81784226,32767,32767,32767,32767,32767,32767
81789260,32767,32767,32767,32767,32767,32767
81794194,32767,32767,32767,32767,32767,32767
81799068,32767,32767,32767,32767,32767,32767
81804069,32767,32767,32767,32767,32767,32767
81809216,32767,32767,32767,32767,32767,32767
81814460,32767,32767,32767,32767,32767,32767
81819193,32767,32767,32767,32767,-5,32767
81824073,32767,32767,32767,32767,32767,32767
81829068,32767,32767,32767,-12,32767,32767
81834411,32767,32767,32767,34,32767,32767
81839194,32767,32767,32767,32767,32767,32767
81844193,32767,32767,32767,32767,32767,32767
81849107,32767,32767,32767,32767,32767,32767
81854278,32767,32767,32767,32767,32767,32767
81859232,32767,32767,32767,32767,32767,32767
81864222,32767,32767,32767,32767,32767,32767
81869193,32767,32767,32767,32767,32767,32767
81874068,32767,32767,32767,32767,32767,32767
81879315,32767,32767,32767,32767,32767,32767
81884068,32767,32767,32767,32767,32767,32767
81889068,32767,32767,32767,32767,32767,32767
81894068,32767,32767,32767,32767,32767,32767
81899266,32767,32767,32767,32767,32767,32767
81904454,32767,32767,32767,32767,32767,32767
81909069,32767,32767,32767,32767,-23,32767
81914072,32767,32767,32767,32767,32767,32767
81919193,32767,32767,32767,32767,32767,32767
81924353,32767,32767,32767,-49,32767,32767
81929194,32767,32767,32767,32767,32767,32767
81934068,32767,32767,32767,32767,32767,32767
81939068,32767,32767,32767,32767,32767,32767
81944226,32767,32767,32767,-44,32767,32767
81949193,32767,32767,32767,32767,32767,32767
81954194,32767,32767,32767,32767,32767,32767
81959068,32767,32767,32767,32767,-22,32767
81964269,32767,32767,32767,32767,32767,32767
81969448,32767,32767,32767,32767,32767,32767
81974196,32767,32767,32767,32767,32767,32767
81979193,32767,32767,32767,32767,32767,32767
81984068,32767,32767,32767,32767,32767,32767
81989294,32767,32767,32767,32767,32767,32767
81994193,32767,32767,32767,32767,32767,32767
81999194,32767,32767,32767,32767,32767,32767
82004193,32767,32767,32767,32767,32767,32767
82009120,32767,32767,32767,32767,32767,32767
82014509,32767,32767,32767,32767,32767,32767
82019069,32767,32767,32767,32767,32767,32767
82024068,32767,32767,32767,32767,32767,32767
82029068,32767,32767,32767,32767,32767,32767
82034441,32767,32767,32767,-40,32767,32767
82039194,32767,32767,32767,32767,32767,32767
82044068,32767,32767,32767,-36,-3,32767
82049091,32767,32767,32767,32767,32767,32767
82054266,32767,32767,32767,32767,32767,32767
82059193,32767,32767,32767,32767,32767,32767
82064193,32767,32767,32767,32767,32767,32767
82069072,32767,32767,32767,32767,32767,32767
82074107,32767,32767,32767,32767,32767,32767
82079473,32767,32767,32767,32767,32767,32767
82084197,32767,32767,32767,32767,32767,32767
82089193,32767,32767,32767,32767,32767,32767
