timestamp,roll,pitch,yaw,thrust_body[0],thrust_body[1],thrust_body[2],reset_integral
81240036,-0.06629256,-0.0057391236,-0.00072773104,0.0,0.0,-0.001,0
81261187,-0.06386218,-0.0053963345,0.0001611648,0.0,0.0,-0.001,0
81282364,-0.06230511,-0.0033474742,-0.000490819,0.0,0.0,-0.001,0
81298271,-0.06360027,-0.002920062,-0.000878206,0.0,0.0,-0.001,0
81319745,-0.063008636,-0.00254267,0.00015949988,0.0,0.0,-0.001,0
81340714,-0.062458146,-0.0050513917,0.000116552284,0.0,0.0,-0.001,0
81361924,-0.065194964,-0.0053445455,-0.00046262835,0.0,0.0,-0.001,0
81377719,-0.06520489,-0.006200823,0.00059676217,0.0,0.0,-0.001,0
81398922,-0.061114553,-0.0057112575,0.00042420416,0.0,0.0,-0.001,0
81420215,-0.06203908,-0.0077163987,-0.0015820704,0.0,0.0,-0.001,0
81441290,-0.06666176,-0.008334765,0.0009409134,0.0,0.0,-0.001,0
81462436,-0.06548954,-0.0077992193,-0.0010769352,0.0,0.0,-0.001,0
81478458,-0.063093066,-0.010548787,-0.00017185253,0.0,0.0,-0.001,0
81499699,-0.06421536,-0.010432746,0.0010744866,0.0,0.0,-0.001,0
81520839,-0.06608521,-0.008083954,-0.0007477137,0.0,0.0,-0.001,0
81541960,-0.065285906,-0.009063707,0.000719137,0.0,0.0,-0.001,0
81557798,-0.063854,-0.0114926305,0.0005973737,0.0,0.0,-0.001,0
81579018,-0.06634784,-0.010690526,-1.7281287e-05,0.0,0.0,-0.001,0
81600180,-0.06701958,-0.01083608,-0.00012255568,0.0,0.0,-0.001,0
81621378,-0.06551912,-0.008338086,0.00027716698,0.0,0.0,-0.001,0
81642548,-0.06614436,-0.0072268285,-0.00032660604,0.0,0.0,-0.001,0
81658588,-0.06534522,-0.009813726,-0.0010935373,0.0,0.0,-0.001,0
81679740,-0.0658994,-0.0067896354,-0.00028926186,0.0,0.0,-0.001,0
81700896,-0.06556567,-0.00512249,0.00015222085,0.0,0.0,-0.001,0
81722094,-0.06466133,-0.0061116396,-0.0007049513,0.0,0.0,-0.001,0
81737867,-0.06391105,-0.004095511,-1.4105781e-05,0.0,0.0,-0.001,0
81759134,-0.062265348,-0.0044113244,-0.0002767044,0.0,0.0,-0.001,0
81780307,-0.06318916,-0.0050061373,9.838698e-05,0.0,0.0,-0.001,0
81801524,-0.063873425,-0.0053674653,-0.00013912763,0.0,0.0,-0.001,0
81817412,-0.0634993,-0.0034606638,-0.00072332774,0.0,0.0,-0.001,0
81838589,-0.06161961,-0.003890316,0.0011322951,0.0,0.0,-0.001,0
81859882,-0.06105131,-0.0043215104,-0.0020094556,0.0,0.0,-0.001,0
81880958,-0.06289926,-0.004577718,0.0015335932,0.0,0.0,-0.001,0
81902177,-0.061434265,-0.003124326,0.00051827915,0.0,0.0,-0.001,0
81917981,-0.060805153,-0.0042026015,-0.0009936714,0.0,0.0,-0.001,0
81939285,-0.06282329,-0.005074382,0.0010837114,0.0,0.0,-0.001,0
81960433,-0.06351374,-0.0058019375,-0.0015062728,0.0,0.0,-0.001,0
81981556,-0.06451884,-0.0061267195,0.0010732781,0.0,0.0,-0.001,0
81997492,-0.06471716,-0.007270746,0.0021083364,0.0,0.0,-0.001,0
82018636,-0.063352756,-0.0073726573,-0.0020732125,0.0,0.0,-0.001,0
82040217,-0.062570155,-0.007523305,0.0022162523,0.0,0.0,-0.001,0
82061191,-0.064398974,-0.0092869,-0.00034962207,0.0,0.0,-0.001,0
82082364,-0.061933786,-0.01144437,-0.00041455583,0.0,0.0,-0.001,0
82098183,-0.06310829,-0.010549936,0.0006541166,0.0,0.0,-0.001,0
82119381,-0.06289735,-0.0109223,-0.0009379773,0.0,0.0,-0.001,0
82140459,-0.06160882,-0.013260503,0.0011594199,0.0,0.0,-0.001,0
82161724,-0.063263096,-0.013985499,0.00042524099,0.0,0.0,-0.001,0
82182902,-0.065447934,-0.012016389,6.0943297e-05,0.0,0.0,-0.001,0
82198796,-0.06497226,-0.015302118,0.0014436576,0.0,0.0,-0.001,0
82219968,-0.06760607,-0.014416723,-0.00043046757,0.0,0.0,-0.001,0
82241154,-0.06608855,-0.013045058,0.00025813593,0.0,0.0,-0.001,0
82262320,-0.067501575,-0.011932984,0.00084050954,0.0,0.0,-0.001,0
82278289,-0.068806395,-0.01503541,-0.00040985714,0.0,0.0,-0.001,0
82299675,-0.06802297,-0.014827084,0.00029214245,0.0,0.0,-0.001,0
82320619,-0.06716953,-0.0120770205,0.00027898664,0.0,0.0,-0.001,0
82341788,-0.06828157,-0.011141975,-0.0007908273,0.0,0.0,-0.001,0
82357704,-0.06810821,-0.014925205,-0.001042231,0.0,0.0,-0.001,0
82378911,-0.06911953,-0.012872314,0.00045562504,0.0,0.0,-0.001,0
82400077,-0.069809444,-0.012120523,-0.00024030887,0.0,0.0,-0.001,0
82421251,-0.06850045,-0.013788226,-0.00043027388,0.0,0.0,-0.001,0
82442438,-0.06921838,-0.01405956,0.0010349263,0.0,0.0,-0.001,0
82458397,-0.06969778,-0.011627799,-0.00020445287,0.0,0.0,-0.001,0
82479568,-0.06893556,-0.012875938,-0.000113643364,0.0,0.0,-0.001,0
82500791,-0.06804742,-0.014581656,0.00037439953,0.0,0.0,-0.001,0
82521963,-0.06883884,-0.01535286,0.0006535937,0.0,0.0,-0.001,0
82537834,-0.06898306,-0.011900972,0.00058896845,0.0,0.0,-0.001,0
82558978,-0.06860497,-0.013574551,-0.0002571992,0.0,0.0,-0.001,0
82580134,-0.06830877,-0.0147957215,0.00017116834,0.0,0.0,-0.001,0
82601329,-0.06866283,-0.015987314,0.0005061289,0.0,0.0,-0.001,0
82622499,-0.06881378,-0.01538301,-0.00018543504,0.0,0.0,-0.001,0
82638541,-0.06952888,-0.013736206,-0.00031884393,0.0,0.0,-0.001,0
82659728,-0.06787523,-0.014806245,-0.000118152384,0.0,0.0,-0.001,0
82680831,-0.06891422,-0.013636261,0.0003623982,0.0,0.0,-0.001,0
82702060,-0.06871738,-0.012911372,-0.00011202856,0.0,0.0,-0.001,0
82717978,-0.066508904,-0.0138659105,5.9720904e-05,0.0,0.0,-0.001,0
82739075,-0.06393896,-0.016078891,0.00010619803,0.0,0.0,-0.001,0
82760253,-0.06520325,-0.013559752,0.000256105,0.0,0.0,-0.001,0
82781472,-0.066780716,-0.011273257,-0.00022851968,0.0,0.0,-0.001,0
82797423,-0.06554878,-0.0138944145,0.00051763316,0.0,0.0,-0.001,0
82818621,-0.06670018,-0.013605778,0.0003040133,0.0,0.0,-0.001,0
82839802,-0.06687538,-0.011737295,-0.00037453722,0.0,0.0,-0.001,0
82860966,-0.0670307,-0.0099067455,-0.00022808154,0.0,0.0,-0.001,0
82882092,-0.066464536,-0.009314192,3.4847435e-05,0.0,0.0,-0.001,0
82897979,-0.066180095,-0.012332623,-6.6276996e-05,0.0,0.0,-0.001,0
82919254,-0.065958135,-0.010350031,-0.0008520089,0.0,0.0,-0.001,0
82940486,-0.06662067,-0.009958694,0.0008651737,0.0,0.0,-0.001,0
82961593,-0.06622925,-0.009535327,-0.00020494158,0.0,0.0,-0.001,0
82977433,-0.064812146,-0.010847803,-0.00016761346,0.0,0.0,-0.001,0
82998661,-0.06469666,-0.008223789,-0.00011058098,0.0,0.0,-0.001,0
83019834,-0.06513704,-0.0082681775,-0.00028212974,0.0,0.0,-0.001,0
83041124,-0.06621384,-0.0108498875,-0.0003408357,0.0,0.0,-0.001,0
83062167,-0.06612591,-0.011228306,0.0009895277,0.0,0.0,-0.001,0
83078147,-0.06356088,-0.007810188,-8.746632e-05,0.0,0.0,-0.001,0
83099370,-0.06535011,-0.008969918,-0.001292412,0.0,0.0,-0.001,0
83120492,-0.06578308,-0.010636976,0.0012322982,0.0,0.0,-0.001,0
83141720,-0.06626685,-0.0121387495,-0.0006346358,0.0,0.0,-0.001,0
83157587,-0.067193575,-0.008756683,-0.00081037695,0.0,0.0,-0.001,0
83178688,-0.06805892,-0.011151975,0.00085497013,0.0,0.0,-0.001,0
83199873,-0.06622844,-0.011794871,-7.089416e-05,0.0,0.0,-0.001,0
83221139,-0.0663504,-0.0127883,0.0004898562,0.0,0.0,-0.001,0
83242409,-0.06721619,-0.01228984,0.00010813757,0.0,0.0,-0.001,0
83258236,-0.066798255,-0.0116567435,0.00056605437,0.0,0.0,-0.001,0
83279944,-0.06750153,-0.012988858,-0.00035427068,0.0,0.0,-0.001,0
83300542,-0.06845331,-0.0135126375,-7.895973e-05,0.0,0.0,-0.001,0
83321734,-0.06838501,-0.01348977,0.00063639623,0.0,0.0,-0.001,0
83337617,-0.068019144,-0.013566669,0.00018591799,0.0,0.0,-0.001,0
83358917,-0.0680952,-0.014786891,-0.0002975219,0.0,0.0,-0.001,0
83380037,-0.06685444,-0.013701021,0.00035254724,0.0,0.0,-0.001,0
83401214,-0.06723375,-0.013022829,-0.0002192125,0.0,0.0,-0.001,0
83422379,-0.06808673,-0.011538863,-7.153523e-05,0.0,0.0,-0.001,0
83438354,-0.06686311,-0.015136278,-0.00014750983,0.0,0.0,-0.001,0
83459535,-0.065346986,-0.013599411,0.00064281776,0.0,0.0,-0.001,0
83480691,-0.06617792,-0.01126914,0.00047567982,0.0,0.0,-0.001,0
83501955,-0.06570834,-0.01110921,-0.0005855158,0.0,0.0,-0.001,0
83517730,-0.06559755,-0.013401046,0.00028889053,0.0,0.0,-0.001,0
83538951,-0.06519668,-0.011929898,-7.171751e-05,0.0,0.0,-0.001,0
83560215,-0.06540668,-0.009602262,-0.0006931347,0.0,0.0,-0.001,0
83581287,-0.064430036,-0.008787941,0.00061634026,0.0,0.0,-0.001,0
83602477,-0.06225148,-0.008493788,-0.0012293822,0.0,0.0,-0.001,0
83618428,-0.064774066,-0.007205135,-0.0025618607,0.0,0.0,-0.001,0
83639680,-0.06559385,-0.008643274,0.00059904676,0.0,0.0,-0.001,0
83660777,-0.063809745,-0.0073851934,-0.00024547777,0.0,0.0,-0.001,0
83682021,-0.06380295,-0.009646354,-0.002053943,0.0,0.0,-0.001,0
83697868,-0.06496492,-0.008268623,0.0003038592,0.0,0.0,-0.001,0
83718974,-0.06515102,-0.007669388,0.00074071955,0.0,0.0,-0.001,0
83740219,-0.06234759,-0.008387536,-0.00050986296,0.0,0.0,-0.001,0
83761414,-0.06349438,-0.010952299,0.0010286998,0.0,0.0,-0.001,0
83777383,-0.06439652,-0.008247291,0.001798933,0.0,0.0,-0.001,0
83798625,-0.06313524,-0.007416518,0.0008467964,0.0,0.0,-0.001,0
83819760,-0.06493614,-0.01009196,-0.00012351618,0.0,0.0,-0.001,0
83840964,-0.06522702,-0.011060071,-0.0005877724,0.0,0.0,-0.001,0
83862076,-0.06340218,-0.009823328,-0.0006588264,0.0,0.0,-0.001,0
83878043,-0.06491774,-0.008795408,9.966551e-05,0.0,0.0,-0.001,0
83899104,-0.06414126,-0.009049774,5.9722777e-05,0.0,0.0,-0.001,0
83920327,-0.06475816,-0.008813367,0.0002298547,0.0,0.0,-0.001,0
83941553,-0.06263976,-0.008276655,-5.58424e-05,0.0,0.0,-0.001,0
83957416,-0.058830608,-0.009496836,5.061372e-06,0.0,0.0,-0.001,0
83978637,-0.058100153,-0.010452542,-0.00019288201,0.0,0.0,-0.001,0
83999875,-0.05756831,-0.010117814,-0.0007538412,0.0,0.0,-0.001,0
84020948,-0.058832303,-0.009424172,0.00284795,0.0,0.0,-0.001,0
84042180,-0.061273925,-0.008326987,-0.0020626679,0.0,0.0,-0.001,0
84058006,-0.063459784,-0.009096581,-0.0005881422,0.0,0.0,-0.001,0
84079177,-0.06269149,-0.009596661,0.00011180021,0.0,0.0,-0.001,0
84100521,-0.060677767,-0.007880013,-0.0005455101,0.0,0.0,-0.001,0
84121648,-0.057874266,-0.008519439,0.0015804785,0.0,0.0,-0.001,0
84137504,-0.060338747,-0.0083723795,-0.0014800578,0.0,0.0,-0.001,0
84158693,-0.06152564,-0.0102743395,-0.0015329439,0.0,0.0,-0.001,0
84179910,-0.06344725,-0.010252221,0.0023064865,0.0,0.0,-0.001,0
84201076,-0.06389207,-0.0086883735,-0.0017751168,0.0,0.0,-0.001,0
84222355,-0.06383766,-0.010376543,0.001585141,0.0,0.0,-0.001,0
84238195,-0.06427488,-0.010488579,0.00024769903,0.0,0.0,-0.001,0
84259628,-0.06224445,-0.010618241,-5.9208724e-06,0.0,0.0,-0.001,0
84280599,-0.06379602,-0.011164816,-0.00032114092,0.0,0.0,-0.001,0
84301730,-0.06338688,-0.009952133,0.000876224,0.0,0.0,-0.001,0
84317605,-0.06359296,-0.009898605,0.0006935524,0.0,0.0,-0.001,0
84338770,-0.061897136,-0.010770218,-0.0008157134,0.0,0.0,-0.001,0
84359980,-0.06250675,-0.010154014,0.00024071144,0.0,0.0,-0.001,0
84381149,-0.06368175,-0.007919967,0.00045388995,0.0,0.0,-0.001,0
84402387,-0.06408375,-0.006345092,0.0011286413,0.0,0.0,-0.001,0
84418312,-0.06292019,-0.009615674,-0.0004192497,0.0,0.0,-0.001,0
84439556,-0.0632201,-0.0075466316,-0.00079024985,0.0,0.0,-0.001,0
84460693,-0.061165057,-0.0044154087,-4.298736e-05,0.0,0.0,-0.001,0
84481833,-0.057545997,-0.0020494945,-0.0012322911,0.0,0.0,-0.001,0
84497696,-0.062048696,-0.002846809,-0.00385687,0.0,0.0,-0.001,0
84518951,-0.06377478,-0.0026331958,0.00096624426,0.0,0.0,-0.001,0
84540136,-0.05852162,0.00019423108,0.00058817584,0.0,0.0,-0.001,0
84561271,-0.058606602,-0.001289338,-0.0015017312,0.0,0.0,-0.001,0
84582469,-0.060861632,-0.0031700805,0.0011680436,0.0,0.0,-0.001,0
84598407,-0.059667174,-0.00017154179,-0.00026917373,0.0,0.0,-0.001,0
84619582,-0.059849225,-0.002856124,-0.00060456776,0.0,0.0,-0.001,0
84640771,-0.06269726,-0.005265557,0.0017381895,0.0,0.0,-0.001,0
84661989,-0.06314753,-0.0065705557,-0.00025516842,0.0,0.0,-0.001,0
84677820,-0.061477013,-0.004004393,-0.00042665907,0.0,0.0,-0.001,0
84699008,-0.061846353,-0.005149804,0.00041510104,0.0,0.0,-0.001,0
84720198,-0.06397202,-0.0073966114,0.00019733544,0.0,0.0,-0.001,0
84741348,-0.06269865,-0.0076466505,-0.0007424997,0.0,0.0,-0.001,0
84757395,-0.06138994,-0.0053649778,0.00014159121,0.0,0.0,-0.001,0
84778655,-0.06381971,-0.006586013,0.0005098113,0.0,0.0,-0.001,0
84799719,-0.063950084,-0.0070290295,7.381543e-05,0.0,0.0,-0.001,0
84820890,-0.06289036,-0.008277392,-0.0002950714,0.0,0.0,-0.001,0
84842118,-0.06334089,-0.0070995726,-0.0002301476,0.0,0.0,-0.001,0
84857965,-0.0645987,-0.006661744,-0.00010078872,0.0,0.0,-0.001,0
84879149,-0.0633082,-0.0074499385,0.00048310132,0.0,0.0,-0.001,0
84900272,-0.06351834,-0.0074361437,-0.00018786592,0.0,0.0,-0.001,0
84921422,-0.06336601,-0.0054224315,-0.00021350966,0.0,0.0,-0.001,0
84937391,-0.063065134,-0.006745562,8.58274e-05,0.0,0.0,-0.001,0
84958607,-0.062852815,-0.007315696,0.00026878758,0.0,0.0,-0.001,0
84979976,-0.06304981,-0.0070129638,-4.925724e-05,0.0,0.0,-0.001,0
85000984,-0.06428276,-0.0062779584,0.00048827266,0.0,0.0,-0.001,0
85022152,-0.06343974,-0.0049103354,-0.000103784885,0.0,0.0,-0.001,0
85038035,-0.062075138,-0.007879531,-0.0005547048,0.0,0.0,-0.001,0
85059246,-0.061797626,-0.0072507327,0.00049441913,0.0,0.0,-0.001,0
85080361,-0.061691448,-0.0053595416,0.0006069779,0.0,0.0,-0.001,0
85101627,-0.063110575,-0.003945687,-0.0004447101,0.0,0.0,-0.001,0
85117499,-0.06261071,-0.0068892464,-0.00049945526,0.0,0.0,-0.001,0
85138643,-0.061803274,-0.005926592,0.0005387242,0.0,0.0,-0.001,0
85159886,0.035387542,-0.26392087,0.0005159146,0.0,0.0,-0.006844246,0
85181072,0.035293743,-0.19544968,0.0013071913,0.0,0.0,-0.008261866,0
85202199,0.011224202,-0.1855018,0.0014116559,0.0,0.0,-0.010145115,0
85218179,0.068405256,-0.16073054,0.0011771499,0.0,0.0,-0.010642556,0
85239379,0.022352066,-0.1558076,-0.0014261982,0.0,0.0,-0.012327114,0
85260598,-0.074097306,-0.19461739,0.00079558854,0.0,0.0,-0.014504723,0
85281742,-0.040782377,-0.1993649,0.0009909604,0.0,0.0,-0.017329274,0
85297596,-0.013160129,-0.026461946,-0.0020969608,0.0,0.0,-0.015537895,0
85318786,-0.07248966,0.18781331,-0.001953793,0.0,0.0,-0.012628232,0
85340178,-0.10815195,0.26848477,-0.0014864443,0.0,0.0,-0.015056217,0
85361114,0.05538361,0.3364053,-0.0010665044,0.0,0.0,-0.021331346,0
85382391,-0.11740586,0.2692905,-0.0099445935,0.0,0.0,-0.024664324,0
85398302,0.02546214,0.18443422,-0.013281397,0.0,0.0,-0.031785846,0
85419511,-0.002966536,-0.06743592,-0.0069722314,0.0,0.0,-0.03676767,0
85440604,0.004488523,-0.25320172,-0.0039633205,0.0,0.0,-0.042353157,0
85461768,0.11330435,-0.2089897,-0.005293949,0.0,0.0,-0.036324058,0
85477656,0.3258878,-0.060803816,-0.0120090535,0.0,0.0,-0.031390723,0
85498853,0.22362106,-0.060597774,0.0033834102,0.0,0.0,-0.03268448,0
85520060,-0.022217466,-0.107650265,0.007748677,0.0,0.0,-0.03992826,0
85541222,0.006796948,-0.014818861,-0.017163867,0.0,0.0,-0.05022733,0
85562421,-0.12075975,0.021570228,-0.02628829,0.0,0.0,-0.051168423,0
85578369,-0.16513003,-0.032501444,-0.020340838,0.0,0.0,-0.048367806,0
85599685,0.06964993,-0.0074219685,-0.012280728,0.0,0.0,-0.050094046,0
85620707,0.045227233,-0.05396075,-0.015649052,0.0,0.0,-0.05277521,0
85641944,-0.10335693,0.033781476,-0.01934171,0.0,0.0,-0.04995877,0
85657835,-0.20516719,-0.15678993,-0.02051641,0.0,0.0,-0.049194474,0
85678984,-0.1928526,-0.26058885,-0.023675468,0.0,0.0,-0.05320521,0
85700122,-0.060792405,-0.15386958,-0.019879911,0.0,0.0,-0.06185435,0
85721329,0.22598179,-0.2057342,-0.021396935,0.0,0.0,-0.069498695,0
85742532,0.3360313,-0.3763874,-0.023760376,0.0,0.0,-0.07520334,0
85758497,0.24942032,-0.22448774,-0.028497776,0.0,0.0,-0.074439295,0
85779677,-0.16979451,-0.15029907,-0.03078192,0.0,0.0,-0.076237805,0
85800817,-0.41198364,-0.10781586,-0.038541768,0.0,0.0,-0.07543364,0
85822070,-0.4116537,-0.21491557,-0.04440062,0.0,0.0,-0.07700519,0
85837937,-0.18820702,-0.11394651,-0.04552597,0.0,0.0,-0.082449585,0
85859104,-0.11575943,-0.15132685,-0.036081277,0.0,0.0,-0.09151082,0
85880249,0.2929693,-0.10371442,-0.032907084,0.0,0.0,-0.09105654,0
85901413,0.46189994,-0.24527217,-0.027366228,0.0,0.0,-0.08911627,0
85917401,0.25830242,-0.21547294,-0.028071646,0.0,0.0,-0.088589504,0
85938596,-0.20058209,-0.15333603,-0.024994064,0.0,0.0,-0.091199435,0
85959836,-0.36883795,-0.11286601,-0.020273179,0.0,0.0,-0.09674532,0
85981004,-0.6563074,-0.11586146,-0.022274897,0.0,0.0,-0.1040076,0
86002158,-0.26534906,-0.18756415,-0.020905709,0.0,0.0,-0.09807712,0
86018009,0.0948386,-0.049823392,-0.021284942,0.0,0.0,-0.108310744,0
86039106,0.35256973,-0.19917507,-0.026713196,0.0,0.0,-0.11544538,0
86060410,0.5632994,-0.44358975,-0.034394037,0.0,0.0,-0.118305564,0
86081530,0.8625307,-0.2495072,-0.035614036,0.0,0.0,-0.11370059,0
86097417,0.7561985,-0.43111503,-0.037373982,0.0,0.0,-0.10982493,0
86118664,0.40760273,-0.4226817,-0.045297094,0.0,0.0,-0.10777821,0
86139925,-0.29543188,-0.33563343,-0.06914696,0.0,0.0,-0.12715898,0
86161070,-0.33527604,-0.57755446,-0.08363846,0.0,0.0,-0.13945161,0
86182190,-0.6406051,-0.6648423,-0.09514837,0.0,0.0,-0.13529052,0
86198102,-0.4174521,-0.5349794,-0.09339902,0.0,0.0,-0.13557689,0
86219346,0.04461637,-0.6050235,-0.086422876,0.0,0.0,-0.13717605,0
86240471,0.19266236,-0.35669464,-0.082702085,0.0,0.0,-0.15052493,0
86261787,0.5084408,-0.4064563,-0.08098423,0.0,0.0,-0.15268597,0
86277534,0.47705054,-0.2973703,-0.08239884,0.0,0.0,-0.14642848,0
86298737,0.19138105,-0.21430647,-0.08090038,0.0,0.0,-0.14609355,0
86319898,-0.21140753,-0.2467393,-0.08462084,0.0,0.0,-0.14952567,0
86341156,-0.6018052,-0.35092658,-0.09906896,0.0,0.0,-0.14969672,0
86362391,-0.8454766,-0.39478886,-0.12281978,0.0,0.0,-0.14379553,0
86378215,-0.91814435,-0.6669511,-0.13079877,0.0,0.0,-0.13922428,0
86399813,-0.5885301,-0.66929513,-0.12779163,0.0,0.0,-0.1318789,0
86420590,0.1328854,-0.69940096,-0.11962253,0.0,0.0,-0.11685249,0
86441763,0.45436555,-0.77098167,-0.12722138,0.0,0.0,-0.10739362,0
86457613,0.7147637,-0.5789332,-0.13542186,0.0,0.0,-0.11122468,0
86478793,0.73896426,-0.54391414,-0.1363816,0.0,0.0,-0.09737035,0
86499973,0.40575138,-0.5118323,-0.1357279,0.0,0.0,-0.092949174,0
86521215,-0.14817034,-0.36028412,-0.14052933,0.0,0.0,-0.10095236,0
86542405,-0.3342078,-0.45939273,-0.14610001,0.0,0.0,-0.10245419,0
86558303,-0.46425003,-0.42864752,-0.15435746,0.0,0.0,-0.10563936,0
86579532,-0.38970995,-0.46904522,-0.15247738,0.0,0.0,-0.10133242,0
86600705,-0.032038618,-0.18434115,-0.145156,0.0,0.0,-0.10645843,0
86621883,0.23507889,-0.1707713,-0.13327675,0.0,0.0,-0.10614781,0
86637694,0.5539875,-0.21940698,-0.13046399,0.0,0.0,-0.09649445,0
86658925,0.42551464,-0.11724649,-0.13593416,0.0,0.0,-0.09753086,0
86680147,0.2768187,-0.23023097,-0.14492121,0.0,0.0,-0.09334017,0
86701349,-0.25613862,-0.34669697,-0.15964143,0.0,0.0,-0.106561944,0
86722500,-0.43523553,-0.42077214,-0.18459032,0.0,0.0,-0.11184308,0
86738421,-0.6955184,-0.5169002,-0.19977957,0.0,0.0,-0.113829926,0
86759643,-0.79422385,-0.78473914,-0.20755479,0.0,0.0,-0.11405486,0
86780763,-0.22536005,-0.7965969,-0.19634315,0.0,0.0,-0.111505516,0
86801953,0.089419745,-0.6338648,-0.20015025,0.0,0.0,-0.10416855,0
86817802,0.29352477,-0.5718112,-0.21528417,0.0,0.0,-0.09720962,0
86839048,0.53800106,-0.41213724,-0.23658875,0.0,0.0,-0.09147196,0
86860213,0.49227136,-0.11093682,-0.24602664,0.0,0.0,-0.08496531,0
86881411,0.24675158,-0.08235515,-0.24363357,0.0,0.0,-0.07443411,0
86902532,-0.17148393,-0.017311975,-0.2514947,0.0,0.0,-0.07853972,0
86918586,-0.48137727,-0.29813173,-0.26143116,0.0,0.0,-0.08552972,0
86939720,-0.74315625,-0.41234282,-0.27739474,0.0,0.0,-0.09441847,0
86960863,-0.76877165,-0.4618567,-0.28401202,0.0,0.0,-0.0933612,0
86982130,-0.42736796,-0.5932995,-0.26896784,0.0,0.0,-0.09798665,0
86997987,-0.19324288,-0.45667782,-0.2618327,0.0,0.0,-0.10243394,0
87019134,0.176345,-0.5235348,-0.2526008,0.0,0.0,-0.10279351,0
87040282,0.27535853,-0.5210989,-0.26261553,0.0,0.0,-0.09703875,0
87061475,0.36921787,-0.529671,-0.2624597,0.0,0.0,-0.083949395,0
87077394,0.30689788,-0.6557094,-0.25276476,0.0,0.0,-0.06804342,0
87098696,-0.30404162,-0.61750907,-0.25066245,0.0,0.0,-0.07473182,0
87119828,-0.4814978,-0.589269,-0.24112695,0.0,0.0,-0.074189,0
87140957,-0.6153039,-0.73823416,-0.23236552,0.0,0.0,-0.081412576,0
87162164,-0.32269505,-0.6216671,-0.21582523,0.0,0.0,-0.08311645,0
87178105,-0.2287928,-0.4824521,-0.19821373,0.0,0.0,-0.081710786,0
