timestamp,timestamp_sample,device_id,bias,bias_var,innov,innov_var,innov_test_ratio
80869968,80768469,3997730,-32.38419,0.102215454,0.38988876,12.418221,0.0013601271
81379619,81275350,3997730,-32.350826,0.102265045,0.40405273,12.416532,0.001460943
81839770,81731485,3997730,-32.319805,0.102329016,0.33101082,12.417531,0.0009804075
82339675,82237668,3997730,-32.287796,0.102215596,0.49210358,12.419074,0.0021666128
82849623,82745255,3997730,-32.257095,0.10226491,0.57642746,12.417511,0.0029731188
83359651,83252547,3997730,-32.228745,0.102316484,0.25341988,12.416035,0.0005747195
83869676,83760178,3997730,-32.198803,0.10237089,0.24372673,12.418033,0.0005315095
84369643,84266851,3997730,-32.17086,0.10225084,0.41132164,12.416175,0.0015140241
84879648,84773571,3997730,-32.14567,0.10229967,0.23742294,12.418213,0.0005043636
85329709,85228879,3997730,-32.12593,0.102200896,0.42123222,12.419015,0.0015874993
85839629,85735941,3997730,-32.07123,0.10225021,0.7119961,12.417588,0.0045360248
86349937,86242577,3997730,-31.984293,0.10230197,1.5368443,12.418952,0.021131594
86853823,86748982,3997730,-31.882318,0.10219275,1.3338547,12.417842,0.015919462
87363626,87255351,3997730,-31.834187,0.1022432,0.6356983,12.4164505,0.0036162809
87869673,87763014,3997730,-31.78166,0.102295995,0.25379944,12.418518,0.0005763271
88379660,88269350,3997730,-31.756182,0.10235395,0.78669167,12.417223,0.005537862
88883399,88776086,3997730,-31.72646,0.10223713,0.1306858,12.418918,0.00015280255
89339669,89232914,3997730,-31.74034,0.10230053,-0.42666054,12.420214,0.0016285211
89849683,89740259,3997730,-31.756565,0.10235558,-0.43514633,12.418922,0.0016941202
90353818,90246679,3997730,-31.765615,0.10223908,-0.24150085,12.419979,0.0005217638
90863498,90754492,3997730,-31.763504,0.102290556,-0.24493599,12.419603,0.0005367289
91369664,91261114,3997730,-31.7552,0.102342166,0.1997261,12.418535,0.00035690842
91870082,91768114,3997730,-31.739424,0.10222795,0.2775936,12.42037,0.0006893533
92379784,92276087,3997730,-31.710852,0.10227697,1.0435867,12.41919,0.009743642
92789617,92681257,3997730,-31.693848,0.10235345,0.69602966,12.419716,0.004334124
93339768,93238360,3997730,-31.663078,0.10222775,0.21313286,12.422434,0.0004063045
93849993,93745193,3997730,-31.629137,0.102277376,0.6151161,12.421095,0.0033846349
94363503,94251648,3997730,-31.607033,0.10233217,0.34210014,12.419674,0.0010470172
94859673,94758266,3997730,-31.57837,0.102220275,0.7201061,12.4213,0.004638563
95369652,95265461,3997730,-31.544035,0.10227105,0.5754204,12.419843,0.0029621827
95879758,95772486,3997730,-31.519022,0.10232416,0.4944191,12.421874,0.0021865573
96329641,96228522,3997730,-31.476395,0.102224074,0.60177994,12.422651,0.0032390573
96839667,96735719,3997730,-31.4155,0.10227197,1.1724663,12.421145,0.012296926
97350046,97242921,3997730,-31.34439,0.10232276,0.82661057,12.422426,0.0061115725
97863541,97750069,3997730,-31.28436,0.102376066,0.5848732,12.421768,0.0030598314
98359615,98257833,3997730,-31.217127,0.1022575,0.6806259,12.420019,0.0041443096
98869680,98764463,3997730,-31.146639,0.10230528,0.41783333,12.422142,0.0015615905
99379746,99270978,3997730,-31.079502,0.10235606,0.2538185,12.420822,0.0005763068
99879616,99778139,3997730,-31.005129,0.1022411,1.534853,12.422503,0.021070844
100339693,100233267,3997730,-30.945242,0.10230106,0.8957119,12.423776,0.0071753087
100849778,100740213,3997730,-30.87983,0.10235818,1.0509605,12.422467,0.009879215
101349937,101247407,3997730,-30.822008,0.10224354,0.72105217,12.423468,0.0046499474
101859639,101754396,3997730,-30.747007,0.10229671,0.81046486,12.423094,0.0058748405
102369685,102261598,3997730,-30.691874,0.10234946,0.989254,12.421957,0.008753527
102879637,102769221,3997730,-30.633968,0.102402374,0.56656265,12.4242,0.002870681
103379610,103275049,3997730,-30.577763,0.102281444,0.745739,12.422489,0.0049741925
103839643,103731600,3997730,-30.527594,0.102346614,0.62660027,12.423795,0.0035114328
104339613,104237491,3997730,-30.468145,0.102234624,0.53087807,12.425565,0.0025201763
104849665,104744088,3997730,-30.4149,0.10229021,0.747303,12.424334,0.004994337
105359911,105250763,3997730,-30.36759,0.10234803,0.52549934,12.4257145,0.0024693378
105863359,105757966,3997730,-30.324923,0.10223596,0.3649807,12.424888,0.0011912552
106373653,106264428,3997730,-30.261597,0.10228664,0.700613,12.423707,0.0043899817
106879701,106772247,3997730,-30.192863,0.10234247,0.5979538,12.42596,0.0031971487
107333346,107228527,3997730,-30.177698,0.10224215,0.22454643,12.426887,0.00045082445
