timestamp,bias_x[0],bias_x[1],bias_x[2],bias_x[3],bias_y[0],bias_y[1],bias_y[2],bias_y[3],bias_z[0],bias_z[1],bias_z[2],bias_z[3],valid[0],valid[1],valid[2],valid[3],stable[0],stable[1],stable[2],stable[3]
80236377,-1.8890933e-07,-1.0278717e-07,0.0,0.0,0.0003705058,-2.3782343e-06,0.0,0.0,-1.860866e-05,2.425593e-05,0.0,0.0,0,0,0,0,0,0,0,0
107486571,-0.027159989,-0.027039805,0.0,0.0,0.10142723,0.0019066986,0.0,0.0,0.018450554,0.022701826,0.0,0.0,0,0,0,0,0,0,0,0
107506558,-0.03399637,-0.041615114,0.0,0.0,0.12181522,0.016780164,0.0,0.0,0.024700236,0.039021965,0.0,0.0,0,0,0,0,0,0,0,0
107686603,-0.024342366,-0.053324148,0.0,0.0,0.07207741,0.10188103,0.0,0.0,0.0909149,0.08414033,0.0,0.0,0,0,0,0,0,0,0,0
