timestamp,timestamp_sample,lat,lon,alt,alt_ellipsoid,delta_alt,eph,epv,terrain_alt,lat_lon_reset_counter,alt_reset_counter,terrain_alt_valid,dead_reckoning
81379596,81379194,33.644855603097305,-117.84206630624864,24.508076,24.13757,6.2584877e-07,0.33081263,0.25116858,24.408066,2,2,1,0
82389662,82389286,33.644855178027115,-117.84206630348632,24.459942,24.096954,6.2584877e-07,0.33180636,0.25103226,24.360083,2,2,1,0
83389583,83389068,33.644854672527714,-117.84206635395266,24.401878,24.045261,6.2584877e-07,0.3322037,0.25148124,24.297674,2,2,1,0
84389577,84389088,33.64485416000945,-117.84206634130894,24.344664,23.995573,6.2584877e-07,0.33245653,0.25142896,24.247374,2,2,1,0
85389602,85389193,33.64485379060675,-117.84206637042055,24.310953,23.972658,6.2584877e-07,0.33278733,0.25153783,24.212095,2,2,1,0
86389620,86389069,33.64485283109006,-117.84206605681747,24.315327,23.98403,6.2584877e-07,0.33299384,0.25235897,nan,2,2,0,0
87389589,87389070,33.6448505350444,-117.84206539184578,24.349276,24.01805,6.2584877e-07,0.33240253,0.2524617,nan,2,2,0,0
88389555,88389193,33.64485002307824,-117.8420653576107,24.38962,24.056211,6.2584877e-07,0.3317862,0.25281367,nan,2,2,0,0
89379583,89379068,33.64485134524359,-117.84206972067597,28.586704,28.21124,6.2584877e-07,0.33081588,0.25346678,nan,2,2,0,0
90379612,90379193,33.64485295718111,-117.84206880229037,33.01391,32.59898,6.2584877e-07,0.33096966,0.25423327,nan,2,2,0,0
91389858,91389068,33.64485338727075,-117.84206747854006,35.22126,34.790493,6.2584877e-07,0.33099616,0.2558748,nan,2,2,0,0
92389564,92389193,33.64485244321124,-117.84206753110045,35.903904,35.46625,6.2584877e-07,0.32938993,0.25680888,nan,2,2,0,0
93389625,93389069,33.64485118409143,-117.84206723512239,35.18976,34.745136,6.2584877e-07,0.32799205,0.2577246,nan,2,2,0,0
94389621,94389194,33.644852218089454,-117.84206831212062,33.984436,33.536148,6.2584877e-07,0.32417327,0.25857887,nan,2,2,0,0
95389747,95389194,33.64485416217718,-117.84207124558057,32.67047,32.23091,6.2584877e-07,0.32101226,0.258534,nan,2,2,0,0
96379561,96379069,33.64485259801028,-117.84206902718768,31.56765,31.114765,6.2584877e-07,0.31708258,0.25869155,nan,2,2,0,0
97379552,97379193,33.64485123805109,-117.8420661868898,30.425419,29.959293,6.2584877e-07,0.31452262,0.25867605,nan,2,2,0,0
98389595,98389211,33.64485344277314,-117.84206895259247,29.696747,29.229652,6.2584877e-07,0.3147681,0.25936925,nan,2,2,0,0
99389590,99389079,33.644853344949524,-117.8420685327289,28.868698,28.414574,6.2584877e-07,0.31516626,0.25978598,nan,2,2,0,0
100389982,100389068,33.64485501255131,-117.84206914214928,28.265116,27.840328,6.2584877e-07,0.316063,0.26010913,nan,2,2,0,0
101389594,101389193,33.64485466853105,-117.84206812725058,27.339516,26.952606,6.2584877e-07,0.3173137,0.26149538,nan,2,2,0,0
102389989,102389193,33.64485491572685,-117.84206713101428,26.441622,26.083801,6.2584877e-07,0.31872573,0.26242003,nan,2,2,0,0
103389556,103389194,33.64485337642343,-117.84206430208452,25.983246,25.651518,6.2584877e-07,0.31895646,0.26308408,nan,2,2,0,0
104379939,104379068,33.64485320047342,-117.84206422488211,25.22324,24.914267,6.2584877e-07,0.31733397,0.2639564,nan,2,2,0,0
105379585,105379069,33.644854103277346,-117.84206455192057,24.496296,24.208736,6.2584877e-07,0.31705463,0.2645924,nan,2,2,0,0
106389563,106389068,33.64485317246008,-117.84206377941749,23.906427,23.639288,6.2584877e-07,0.31813428,0.26583484,nan,2,2,0,0
107389603,107389069,33.644855158395295,-117.84206696057326,22.176561,21.953571,6.2584877e-07,0.31901324,0.26669046,22.473886,2,2,1,0
