timestamp,timestamp_sample,baro_device_id,baro_alt_meter,baro_temp_celcius,baro_pressure_pa,rho,eas2tas,calibration_count
103412261,103381633,3997730,-31.036684,31.055,101698.336,1.1644325,1.0256777,0
103432304,103432257,3997730,-30.7566,31.05,101695.0,1.1644135,1.025686,0
103523644,103483128,3997730,-30.888716,31.050001,101696.57,1.1644315,1.025678,0
103534020,103533964,3997730,-31.33791,31.05,101702.0,1.1644936,1.0256507,0
103615008,103584623,3997730,-30.967985,31.050001,101697.5,1.1644421,1.0256734,0
103635470,103635400,3997730,-30.67733,31.05,101694.0,1.164402,1.025691,0
103726244,103685859,3997730,-30.841154,31.050001,101696.0,1.1644249,1.025681,0
103736651,103736600,3997730,-31.08953,31.05,101699.0,1.1644592,1.0256659,0
103817444,103787005,3997730,-30.967985,31.050001,101697.5,1.1644421,1.0256734,0
103837500,103837454,3997730,-31.591572,31.06,101705.0,1.1644896,1.0256524,0
103928120,103887773,3997730,-31.0314,31.052858,101698.29,1.1644402,1.0256742,0
103938191,103938143,3997730,-30.67733,31.05,101694.0,1.164402,1.025691,0
104019501,103989008,3997730,-31.422464,31.050001,101703.0,1.164505,1.0256457,0
104039900,104039847,3997730,-30.7566,31.06,101695.0,1.1643751,1.025703,0
104130744,104090233,3997730,-31.353764,31.06,101702.14,1.1644568,1.025667,0
104140826,104140780,3997730,-31.08953,31.06,101699.0,1.164421,1.0256827,0
104222118,104191607,3997730,-31.311487,31.055,101701.664,1.1644706,1.0256609,0
104242538,104242490,3997730,-31.507019,31.05,101704.0,1.1645166,1.0256406,0
104333902,104293143,3997730,-31.364334,31.050001,101702.29,1.1644969,1.0256493,0
104343904,104343858,3997730,-31.33791,31.05,101702.0,1.1644936,1.0256507,0
104424778,104394316,3997730,-31.147663,31.050001,101699.664,1.1644669,1.0256625,0
104445205,104445119,3997730,-31.83995,31.05,101708.0,1.1645623,1.0256205,0
104536128,104495677,3997730,-31.813528,31.052856,101707.71,1.164548,1.0256268,0
104546156,104546113,3997730,-31.91922,31.06,101709.0,1.1645354,1.0256324,0
104627318,104596833,3997730,-31.226934,31.050001,101700.664,1.1644783,1.0256574,0
104647780,104647729,3997730,-32.1676,31.05,101712.0,1.1646081,1.0256003,0
104739103,104698352,3997730,-31.639133,31.050001,101705.57,1.1645344,1.0256327,0
104749132,104749088,3997730,-31.670841,31.05,101706.0,1.1645395,1.0256306,0
104830148,104799680,3997730,-31.78182,31.050001,101707.336,1.1645547,1.0256238,0
104850406,104850361,3997730,-31.422464,31.06,101703.0,1.1644667,1.0256625,0
104941995,104901294,3997730,-31.86109,31.057144,101708.29,1.1645381,1.0256312,0
104952363,104952318,3997730,-32.336708,31.05,101714.0,1.164631,1.0255902,0
105033154,105002602,3997730,-31.866375,31.050001,101708.336,1.1645662,1.0256188,0
105053186,105053143,3997730,-31.91922,31.06,101709.0,1.1645354,1.0256324,0
105144392,105103780,3997730,-32.25215,31.055714,101713.0,1.1645976,1.025605,0
105154390,105154347,3997730,-32.50053,31.06,101716.0,1.1646155,1.0255971,0
105235765,105205135,3997730,-31.950928,31.055,101709.336,1.1645585,1.0256221,0
105255806,105255763,3997730,-32.1676,31.06,101712.0,1.1645699,1.0256171,0
105347137,105306560,3997730,-31.871658,31.052858,101708.43,1.1645563,1.0256231,0
105357165,105357121,3997730,-32.1676,31.05,101712.0,1.1646081,1.0256003,0
105438501,105407767,3997730,-32.072475,31.054998,101710.836,1.1645756,1.0256146,0
105458553,105458509,3997730,-32.42126,31.05,101715.0,1.1646425,1.0255852,0
105549869,105509306,3997730,-32.336708,31.057142,101714.0,1.1646037,1.0256022,0
105560147,105560102,3997730,-33.08184,31.06,101723.0,1.1646957,1.0255617,0
105641193,105610785,3997730,-32.04605,31.055,101710.5,1.1645718,1.0256163,0
105661600,105661556,3997730,-32.42126,31.06,101715.0,1.1646041,1.0256021,0
105752958,105712348,3997730,-32.585087,31.055714,101717.0,1.1646434,1.0255847,0
105763028,105762967,3997730,-32.66964,31.06,101718.0,1.1646384,1.025587,0
105844392,105813905,3997730,-32.183453,31.06,101712.164,1.1645716,1.0256164,0
105864781,105864725,3997730,-32.1676,31.05,101712.0,1.1646081,1.0256003,0
105956149,105915353,3997730,-32.50053,31.054287,101716.0,1.1646374,1.0255873,0
105966192,105966146,3997730,-32.1676,31.05,101712.0,1.1646081,1.0256003,0
106047090,106016734,3997730,-32.722485,31.050001,101718.664,1.1646844,1.0255667,0
106067384,106067337,3997730,-32.42126,31.05,101715.0,1.1646425,1.0255852,0
106158173,106117694,3997730,-32.405407,31.052856,101714.86,1.1646298,1.0255908,0
106168205,106168158,3997730,-32.25215,31.06,101713.0,1.1645813,1.0256121,0
106249019,106218770,3997730,-32.711918,31.06,101718.5,1.1646442,1.0255845,0
106269477,106269428,3997730,-32.50053,31.05,101716.0,1.1646539,1.0255802,0
106360843,106320213,3997730,-32.54809,31.054287,101716.57,1.1646439,1.0255846,0
106370871,106370828,3997730,-31.25864,31.05,101701.0,1.1644821,1.0256557,0
106452291,106421742,3997730,-32.63793,31.050001,101717.664,1.164673,1.0255717,0
106472683,106472607,3997730,-32.336708,31.06,101714.0,1.1645927,1.0256071,0
106563972,106523225,3997730,-32.405407,31.06,101714.86,1.1646025,1.0256028,0
106573993,106573950,3997730,-32.66964,31.06,101718.0,1.1646384,1.025587,0
106655403,106624746,3997730,-32.389553,31.054998,101714.664,1.1646194,1.0255953,0
106675457,106675413,3997730,-32.50053,31.06,101716.0,1.1646155,1.0255971,0
106766929,106726311,3997730,-32.870457,31.06,101720.43,1.1646663,1.0255747,0
106777292,106777247,3997730,-32.74891,31.06,101719.0,1.16465,1.025582,0
106858192,106827825,3997730,-32.86517,31.054998,101720.336,1.1646844,1.0255667,0
106878617,106878573,3997730,-33.499325,31.06,101728.0,1.164753,1.0255365,0
106970048,106929358,3997730,-33.55746,31.06,101728.71,1.1647611,1.025533,0
106980081,106980036,3997730,-33.58388,31.06,101729.0,1.1647644,1.0255315,0
107061317,107030911,3997730,-33.27737,31.050001,101725.336,1.1647608,1.0255331,0
107081410,107081330,3997730,-33.25095,31.06,101725.0,1.1647186,1.0255517,0
107172595,107131982,3997730,-33.425343,31.06,101727.14,1.1647432,1.0255408,0
107182653,107182612,3997730,-33.83226,31.06,101732.0,1.1647987,1.0255164,0
107264002,107233527,3997730,-34.022507,31.06,101734.336,1.1648256,1.0255046,0
107284452,107284378,3997730,-33.91153,31.06,101733.0,1.1648103,1.0255113,0
107375776,107334965,3997730,-34.751785,31.06,101743.14,1.1649263,1.0254602,0
107385760,107385719,3997730,-33.91153,31.06,101733.0,1.1648103,1.0255113,0
107466566,107436130,3997730,-34.49284,31.06,101740.0,1.1648903,1.0254761,0
107487094,107486996,3997730,-34.82577,31.06,101744.0,1.1649362,1.025456,0
107578489,107537638,3997730,-34.76764,31.06,101743.29,1.1649281,1.0254594,0
107588513,107588473,3997730,-34.82577,31.06,101744.0,1.1649362,1.025456,0
107669801,107639155,3997730,-34.69894,31.06,101742.5,1.164919,1.0254635,0
107689866,107689816,3997730,-34.989597,31.06,101746.0,1.1649591,1.0254458,0
107781199,107740705,3997730,-34.741215,31.06,101743.0,1.1649247,1.025461,0
107791595,107791552,3997730,-34.577393,31.06,101741.0,1.1649019,1.025471,0
