timestamp,timestamp_sample,gyro_device_id,gyro_bias[0],gyro_bias[1],gyro_bias[2],gyro_bias_limit,gyro_bias_variance[0],gyro_bias_variance[1],gyro_bias_variance[2],accel_device_id,accel_bias[0],accel_bias[1],accel_bias[2],accel_bias_limit,accel_bias_variance[0],accel_bias_variance[1],accel_bias_variance[2],mag_device_id,mag_bias[0],mag_bias[1],mag_bias[2],mag_bias_limit,mag_bias_variance[0],mag_bias_variance[1],mag_bias_variance[2],gyro_bias_valid,gyro_bias_stable,accel_bias_valid,accel_bias_stable,mag_bias_valid,mag_bias_stable
79979577,79879193,2490402,-0.00025664005,-0.0024408295,0.0013805318,0.15,1.8898898e-07,1.8912328e-07,9.0588935e-07,2490402,0.0015643385,-0.00074286654,0.05271447,0.4,0.0059507997,0.005945096,2.1318712e-05,8944899,-0.04404114,-0.013468172,0.020368211,0.5,0.0011992115,0.00082519697,0.0012514561,1,1,1,0,1,0
80993343,80889094,2490402,-0.0002511038,-0.0024339291,0.0013798457,0.15,1.8946297e-07,1.8960144e-07,9.0870253e-07,2490402,0.0015768282,-0.0007435071,0.05279391,0.4,0.0059508807,0.005945176,2.1083186e-05,8944899,-0.044054255,-0.013515016,0.020371122,0.5,0.0011991691,0.0008249521,0.0012514355,1,1,1,0,1,0
81999632,81899266,2490402,-0.0002501912,-0.0024478936,0.0013797963,0.15,1.902087e-07,1.9034587e-07,9.188025e-07,2490402,0.0015573605,-0.0007411496,0.052788932,0.4,0.0059509594,0.0059452527,2.0855645e-05,8944899,-0.04410749,-0.013508572,0.020393288,0.5,0.0011991141,0.00082476303,0.0012513979,1,1,1,0,1,0
83009566,82909194,2490402,-0.00024325975,-0.0024519712,0.0013794663,0.15,1.9089246e-07,1.9103898e-07,9.288921e-07,2490402,0.001558865,-0.00075359235,0.052760873,0.4,0.0059510395,0.005945335,2.0635855e-05,8944899,-0.04406284,-0.0134347975,0.020415345,0.5,0.0011990548,0.0008244614,0.0012513748,1,1,1,0,1,0
84023344,83919107,2490402,-0.0002357099,-0.0024466298,0.0013789816,0.15,1.915182e-07,1.9166906e-07,9.389776e-07,2490402,0.0015650847,-0.0007618629,0.052727077,0.4,0.0059511173,0.0059454204,2.0423e-05,8944899,-0.044104725,-0.013371708,0.020422736,0.5,0.0011990005,0.00082415366,0.001251355,1,1,1,0,1,0
85029681,84929119,2490402,-0.00023223377,-0.0024410153,0.0013786721,0.15,1.9210465e-07,1.9225743e-07,9.4906994e-07,2490402,0.0015916033,-0.0007811733,0.05279959,0.4,0.0059511955,0.0059455046,2.0216718e-05,8944899,-0.04406973,-0.01331779,0.020446667,0.5,0.0011989358,0.00082389725,0.0012513328,1,1,1,0,1,0
85819876,85719193,2490402,-0.00023645631,-0.0024287347,0.0013797707,0.15,1.9231943e-07,1.9246674e-07,9.569363e-07,2490402,0.0016133749,-0.0007707191,0.052820303,0.4,0.0059511997,0.0059455386,2.005673e-05,8944899,-0.043414112,-0.012606816,0.020895746,0.5,0.001197537,0.00082273147,0.0012489546,1,0,1,0,1,0
86163742,86059068,2490402,-0.00024979835,-0.002432853,0.0013817035,0.15,1.9191113e-07,1.9205635e-07,9.602372e-07,2490402,0.0016125024,-0.0008457969,0.052887067,0.4,0.0059511564,0.005945496,1.9974035e-05,8944899,-0.041807506,-0.010087106,0.021178393,0.5,0.0011964,0.00081797346,0.0012410523,1,0,1,0,1,0
86230003,86129093,2490402,-0.00024979794,-0.0024328507,0.0013817035,0.15,1.92612e-07,1.9275723e-07,9.609381e-07,2490402,0.0016183836,-0.0008478299,0.052912682,0.4,0.005951163,0.0059455023,1.9978012e-05,8944899,-0.040794328,-0.009681829,0.02006138,0.5,0.0011952547,0.0008177824,0.0012397657,1,0,1,0,1,0
86300066,86199117,2490402,-0.0002497981,-0.0024328486,0.0013817035,0.15,1.9331283e-07,1.9345805e-07,9.61639e-07,2490402,0.0016229453,-0.00084945327,0.052931987,0.4,0.0059511694,0.005945509,1.9979412e-05,8944899,-0.04180082,-0.010324654,0.02168279,0.5,0.0011926813,0.00081724534,0.0012364406,1,0,1,0,1,0
86369891,86269286,2490402,-0.00026166937,-0.002442278,0.0013872136,0.15,1.9212591e-07,1.9222097e-07,9.620627e-07,2490402,0.0015541903,-0.00089156476,0.052919004,0.4,0.005951128,0.00594546,1.9935662e-05,8944899,-0.041267995,-0.009190411,0.021674672,0.5,0.0011920956,0.00081357936,0.0012344172,1,0,1,0,1,0
86439839,86339454,2490402,-0.00026167,-0.0024422747,0.0013872136,0.15,1.9282952e-07,1.9292457e-07,9.627663e-07,2490402,0.0015605693,-0.00089399406,0.05294606,0.4,0.0059511345,0.0059454665,1.9939669e-05,8944899,-0.040895596,-0.010084559,0.020061731,0.5,0.0011915979,0.00081075635,0.0012282782,1,0,1,0,1,0
86563731,86459068,2490402,-0.000280082,-0.0024412328,0.0013939685,0.15,1.9210145e-07,1.9212027e-07,9.63546e-07,2490402,0.0014404162,-0.0007676648,0.052937813,0.4,0.0059509184,0.0059452625,1.9895626e-05,8944899,-0.039851446,-0.010695301,0.019841975,0.5,0.0011887966,0.0008065426,0.0012262152,1,0,1,0,1,0
86639957,86539195,2490402,-0.0002800837,-0.0024412281,0.0013939684,0.15,1.9290407e-07,1.9292288e-07,9.643484e-07,2490402,0.0014473629,-0.0007701612,0.052967563,0.4,0.005950926,0.00594527,1.9900534e-05,8944899,-0.03874714,-0.010089223,0.01859988,0.5,0.0011866386,0.000802948,0.0012211951,1,0,1,0,1,0
