timestamp,x,y,z,vx,vy,vz,acceleration[0],acceleration[1],acceleration[2],thrust[0],thrust[1],thrust[2],yaw,yawspeed
92602731,-1.4206171,0.20259412,nan,0.17956768,0.07762008,1.5,0.338886,-0.10080951,4.444155,0.004144071,-0.0012327502,-0.11992209,-0.4651454,-3.8268605e-18
92698225,-1.4206171,0.20259412,nan,0.18456818,0.076659776,1.5,0.59572154,0.81134975,4.233451,0.007251533,0.009876309,-0.11937283,-0.45934856,-1.3185314e-18
92793287,-1.4206171,0.20259412,nan,0.19665024,0.07905633,1.5,0.3403359,-0.053300172,3.7897274,0.0041618743,-0.00065179315,-0.119926035,-0.46250504,-5.167188e-19
92899404,-1.4206171,0.20259412,nan,0.21059173,0.07590872,1.5,0.71456766,0.38877755,3.4631333,0.008714068,0.0047410964,-0.11958924,-0.46419495,-1.406264e-19
92994669,-1.4206171,0.20259412,nan,0.22599924,0.07434671,1.5,0.4286571,0.060816437,2.6344802,0.0052401405,0.00074345357,-0.119883224,-0.46678758,-5.506958e-20
93100477,-1.4206171,0.20259412,nan,0.24184513,0.07247189,1.5,0.8053812,0.505018,2.1223986,0.009809091,0.0061508366,-0.119440146,-0.46724808,-1.5022227e-20
93195924,-1.4206171,0.20259412,nan,0.25557053,0.07150776,1.5,0.47323784,-0.14149515,1.5386078,0.005926324,-0.001771934,-0.12280995,-0.4735908,-5.1782787e-21
93301886,-1.4206171,0.20259412,nan,0.26877886,0.06153787,1.5,0.84506637,0.30877388,1.4872624,0.010615238,0.0038786398,-0.12318581,-0.47866678,-1.6000108e-21
93397221,-1.4206171,0.20259412,nan,0.28317153,0.05471485,1.5,0.39965934,-0.38901204,0.9341792,0.0053578643,-0.005215126,-0.13146596,-0.48164684,-5.515536e-22
93492493,-1.4206171,0.20259412,nan,0.2922729,0.045947257,1.5,0.8665009,0.5212085,1.3665805,0.011110684,0.0066831824,-0.12574524,-0.47546768,-2.1550203e-22
93598869,-1.4206171,0.20259412,nan,0.30269328,0.04436006,1.4779721,0.570084,0.035490975,0.09556723,0.008519092,0.00053036195,-0.14654358,-0.48192483,-5.854869e-23
93693951,-1.4206171,0.20259412,nan,0.31231114,0.043982107,1.3994716,0.58311033,0.27694148,-0.46297282,0.00934208,0.004436913,-0.15711099,-0.48789108,-2.2972698e-23
93800346,-1.4206171,0.20259412,nan,0.308142,0.049069326,1.2133912,0.4518068,0.4582315,-0.48061413,0.0072871926,0.0073908167,-0.15817311,-0.486859,-6.229022e-24
93895187,-1.4206171,0.20259412,nan,0.29926375,0.061375014,1.1109698,0.4461962,0.090650454,0.53548366,0.0064901058,0.001318548,-0.14264418,-0.4778123,-2.159997e-24
94001017,-1.4206171,0.20259412,nan,0.27961034,0.08127455,1.0816286,0.2774888,0.88226426,1.2973589,0.0037095307,0.0117943,-0.1310971,-0.4778123,-6.6793193e-25
94096385,-1.4206171,0.20259412,nan,0.25455606,0.10396674,1.1319386,0.124999925,0.25299683,1.7544358,0.0015879776,0.0032140282,-0.124579705,-0.48454624,-2.3036863e-25
94202372,-1.4206171,0.20259412,nan,0.22302838,0.122751534,1.2732146,0.20321976,0.9121022,2.8999887,0.0024755225,0.011110778,-0.11945887,-0.48541677,-7.112625e-26
