timestamp,accel_device_id_primary,accel_device_ids[0],accel_device_ids[1],accel_device_ids[2],accel_device_ids[3],accel_inconsistency_m_s_s[0],accel_inconsistency_m_s_s[1],accel_inconsistency_m_s_s[2],accel_inconsistency_m_s_s[3],gyro_device_id_primary,gyro_device_ids[0],gyro_device_ids[1],gyro_device_ids[2],gyro_device_ids[3],gyro_inconsistency_rad_s[0],gyro_inconsistency_rad_s[1],gyro_inconsistency_rad_s[2],gyro_inconsistency_rad_s[3],accel_healthy[0],accel_healthy[1],accel_healthy[2],accel_healthy[3],accel_priority[0],accel_priority[1],accel_priority[2],accel_priority[3],gyro_healthy[0],gyro_healthy[1],gyro_healthy[2],gyro_healthy[3],gyro_priority[0],gyro_priority[1],gyro_priority[2],gyro_priority[3]
100002330,2621474,2490402,2621474,2424842,0,1.085334,0.6542113,0.50149727,0.0,2621474,2490402,2621474,2424842,0,0.07258338,0.07756409,0.07511592,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
100198362,2621474,2490402,2621474,2424842,0,0.24196215,0.22789516,0.21096472,0.0,2621474,2490402,2621474,2424842,0,0.035469763,0.04459209,0.023063043,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
100399663,2621474,2490402,2621474,2424842,0,0.1571961,0.45792428,0.32934415,0.0,2621474,2490402,2621474,2424842,0,0.04065645,0.06400129,0.03577427,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
100600877,2621474,2490402,2621474,2424842,0,0.9642456,0.40429184,0.59593135,0.0,2621474,2490402,2621474,2424842,0,0.05467219,0.08375643,0.038480368,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
100802144,2621474,2490402,2621474,2424842,0,0.6898064,0.064465955,0.63026726,0.0,2621474,2490402,2621474,2424842,0,0.031467266,0.04756025,0.018569488,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
100998198,2621474,2490402,2621474,2424842,0,0.9651844,0.3461084,0.67608505,0.0,2621474,2490402,2621474,2424842,0,0.05907364,0.05180006,0.014130611,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
101199488,2621474,2490402,2621474,2424842,0,0.548241,0.5205399,0.68634564,0.0,2621474,2490402,2621474,2424842,0,0.038419627,0.07142326,0.04136953,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
101400677,2621474,2490402,2621474,2424842,0,1.5654217,0.35762486,1.2559134,0.0,2621474,2490402,2621474,2424842,0,0.05420022,0.04103945,0.024559671,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
101602037,2621474,2490402,2621474,2424842,0,0.8295164,0.5259605,0.39630258,0.0,2621474,2490402,2621474,2424842,0,0.013458819,0.022317236,0.0096177785,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
101797937,2621474,2490402,2621474,2424842,0,0.13443497,0.10969714,0.21530028,0.0,2621474,2490402,2621474,2424842,0,0.04012287,0.044390187,0.055307552,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
101999297,2621474,2490402,2621474,2424842,0,0.48192567,0.35478666,0.34104264,0.0,2621474,2490402,2621474,2424842,0,0.08735418,0.06594184,0.024653232,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
102200539,2621474,2490402,2621474,2424842,0,0.24218586,0.22613016,0.302703,0.0,2621474,2490402,2621474,2424842,0,0.068324484,0.09077659,0.027928188,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
102401806,2621474,2490402,2621474,2424842,0,1.2548587,0.7222726,0.7541928,0.0,2621474,2490402,2621474,2424842,0,0.08963302,0.02786754,0.068152845,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
102597895,2621474,2490402,2621474,2424842,0,0.23431998,0.43591392,0.60081726,0.0,2621474,2490402,2621474,2424842,0,0.069726795,0.044272035,0.025868246,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
102799090,2621474,2490402,2621474,2424842,0,0.46718657,0.34930748,0.5761851,0.0,2621474,2490402,2621474,2424842,0,0.059473645,0.039654892,0.034359537,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
103000435,2621474,2490402,2621474,2424842,0,0.57350343,0.3853786,0.46892476,0.0,2621474,2490402,2621474,2424842,0,0.09233265,0.04237864,0.051010307,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
103201688,2621474,2490402,2621474,2424842,0,0.5188983,0.6234686,0.5153002,0.0,2621474,2490402,2621474,2424842,0,0.02340092,0.027018469,0.02742557,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
103397646,2621474,2490402,2621474,2424842,0,1.0124624,0.67769843,0.5098111,0.0,2621474,2490402,2621474,2424842,0,0.021814954,0.038137026,0.059834022,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
103599001,2621474,2490402,2621474,2424842,0,0.44227538,0.9129104,0.5637343,0.0,2621474,2490402,2621474,2424842,0,0.06677539,0.023611069,0.049574092,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
103800244,2621474,2490402,2621474,2424842,0,0.44796616,0.3963081,0.6817296,0.0,2621474,2490402,2621474,2424842,0,0.03745047,0.036392536,0.011296511,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
104001516,2621474,2490402,2621474,2424842,0,0.4703075,0.2784831,0.37280202,0.0,2621474,2490402,2621474,2424842,0,0.05514879,0.02387815,0.03383862,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
104197560,2621474,2490402,2621474,2424842,0,0.62786114,0.4092993,0.57343304,0.0,2621474,2490402,2621474,2424842,0,0.06885106,0.021028647,0.05182148,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
104398870,2621474,2490402,2621474,2424842,0,0.60065293,0.479934,0.31146726,0.0,2621474,2490402,2621474,2424842,0,0.04221767,0.024451762,0.019390788,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
104600165,2621474,2490402,2621474,2424842,0,0.561089,0.12195028,0.4427586,0.0,2621474,2490402,2621474,2424842,0,0.039900325,0.03337823,0.051153872,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
104801417,2621474,2490402,2621474,2424842,0,0.20617504,0.3121815,0.13745953,0.0,2621474,2490402,2621474,2424842,0,0.0539547,0.053168774,0.0072051557,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
104997389,2621474,2490402,2621474,2424842,0,1.1803983,0.54101604,0.6771932,0.0,2621474,2490402,2621474,2424842,0,0.050527655,0.05044977,0.045765772,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
105198735,2621474,2490402,2621474,2424842,0,0.7184623,0.36656457,0.4338612,0.0,2621474,2490402,2621474,2424842,0,0.055349622,0.0143146,0.054546125,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
105399991,2621474,2490402,2621474,2424842,0,0.6846935,0.25881347,0.45133063,0.0,2621474,2490402,2621474,2424842,0,0.031285066,0.028906655,0.016694851,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
105601277,2621474,2490402,2621474,2424842,0,0.42259625,0.20476742,0.26238725,0.0,2621474,2490402,2621474,2424842,0,0.020655515,0.029916462,0.017487288,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
105797334,2621474,2490402,2621474,2424842,0,1.1728607,0.31050542,0.96273,0.0,2621474,2490402,2621474,2424842,0,0.03695168,0.0444309,0.040037464,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
105998579,2621474,2490402,2621474,2424842,0,1.1731421,0.9126962,0.4650449,0.0,2621474,2490402,2621474,2424842,0,0.028244825,0.039427157,0.015581656,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
106199905,2621474,2490402,2621474,2424842,0,1.0725434,0.6223237,0.51114357,0.0,2621474,2490402,2621474,2424842,0,0.03941109,0.03464035,0.009618557,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
106401134,2621474,2490402,2621474,2424842,0,1.128225,0.4389489,0.73213726,0.0,2621474,2490402,2621474,2424842,0,0.048180982,0.033177078,0.016220598,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
106602474,2621474,2490402,2621474,2424842,0,1.5721728,1.0911635,0.5961459,0.0,2621474,2490402,2621474,2424842,0,0.05111486,0.05472872,0.014024639,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
106798561,2621474,2490402,2621474,2424842,0,1.1760857,0.94576246,0.234239,0.0,2621474,2490402,2621474,2424842,0,0.061686732,0.044994216,0.038307417,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
106999795,2621474,2490402,2621474,2424842,0,0.32888922,0.05436795,0.28682446,0.0,2621474,2490402,2621474,2424842,0,0.02398935,0.020450179,0.020475835,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
107201085,2621474,2490402,2621474,2424842,0,0.051156152,0.050109312,0.100427605,0.0,2621474,2490402,2621474,2424842,0,0.01873736,0.003999004,0.01718928,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
107402324,2621474,2490402,2621474,2424842,0,7.4847913,4.4582534,11.782955,0.0,2621474,2490402,2621474,2424842,0,0.46439412,0.17122126,0.35393623,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
107598377,2621474,2490402,2621474,2424842,0,2.5648234,0.38680398,2.8922455,0.0,2621474,2490402,2621474,2424842,0,0.10200733,0.08358429,0.060843606,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
107802322,2424842,2490402,2621474,2424842,0,0.04622477,0.0306177,0.02069779,0.0,2424842,2490402,2621474,2424842,0,0.0051905187,0.002063449,0.0032751695,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
