timestamp,timestamp_sample,gps_hvel[0],gps_hvel[1],gps_vvel,gps_hpos[0],gps_hpos[1],gps_vpos,ev_hvel[0],ev_hvel[1],ev_vvel,ev_hpos[0],ev_hpos[1],ev_vpos,rng_vpos,baro_vpos,aux_hvel[0],aux_hvel[1],flow[0],flow[1],terr_flow[0],terr_flow[1],heading,mag_field[0],mag_field[1],mag_field[2],gravity[0],gravity[1],gravity[2],drag[0],drag[1],airspeed,beta,hagl,hagl_rate
80859964,80754058,-0.08055249,0.029506404,0.075709745,0.10455847,0.030011788,-0.3078792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25775802,0.0,0.0,0.0,0.0,0.0,0.0,0.022231668,0.0006636195,-0.004402656,0.00019225478,-0.12544607,-0.080448605,-0.009902835,0.0,0.0,0.0,0.0,0.0,0.0
81363399,81257948,-0.013933423,-0.047823533,0.026937528,0.113114595,0.023277208,-0.306821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4880092,0.0,0.0,0.0,0.0,0.0,0.0,-0.06752193,0.008536477,0.016871728,-0.0023691654,0.2539956,-0.03264396,-0.036958218,0.0,0.0,0.0,0.0,0.0,0.0
81856807,81751291,-0.011831861,0.008395055,0.008217964,0.118983984,0.02403742,-0.3145486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3057083,0.0,0.0,0.0,0.0,0.0,0.0,0.020536453,0.0015773773,-0.003625568,-0.00042304397,0.18622464,0.119920805,-0.026875317,0.0,0.0,0.0,0.0,0.0,0.0
82360737,82255233,-0.044574294,0.006340048,0.025746766,0.11277115,0.015803203,-0.29961634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46133924,0.0,0.0,0.0,0.0,0.0,0.0,-0.040455565,-0.0006619841,0.0081830025,0.0027146041,0.039686877,-0.09187975,-0.0059098005,0.0,0.0,0.0,0.0,0.0,0.0
82854240,82748631,0.005433053,-0.0008253474,0.001205829,0.12068236,0.014080644,-0.30326772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5451162,0.0,0.0,0.0,0.0,0.0,0.0,0.13204592,0.012668572,-0.022234343,-0.0013315678,-0.023834199,0.03996943,-0.0005989671,0.0,0.0,0.0,0.0,0.0,0.0
83358130,83252484,-0.021901598,0.004349767,-0.008103985,0.13011467,0.0024539232,-0.34756017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2214427,0.0,0.0,0.0,0.0,0.0,0.0,0.058410108,0.0058308877,-0.009745479,-0.0009011328,-0.017242886,0.046093706,-0.0007838011,0.0,0.0,0.0,0.0,0.0,0.0
83862535,83756441,-0.050166484,0.004692413,0.037390977,0.121221304,0.0038255006,-0.3067708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21122622,0.0,0.0,0.0,0.0,0.0,0.0,-0.03122574,0.004903443,0.008430582,-0.001355499,0.14990416,-0.021196835,-0.013798535,0.0,0.0,0.0,0.0,0.0,0.0
84355510,84249859,-0.024533797,0.023736596,0.013425669,0.12387681,-0.004954517,-0.31304646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1444602,0.0,0.0,0.0,0.0,0.0,0.0,0.10808417,0.0058979727,-0.020653136,-0.0014835,0.07893551,-0.027898932,-0.0047263503,0.0,0.0,0.0,0.0,0.0,0.0
84860414,84753749,-0.003175715,0.005798908,0.04823384,0.124022484,-0.006741971,-0.2888807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25662112,0.0,0.0,0.0,0.0,0.0,0.0,-0.0049325973,-0.0022420846,0.00019774586,-0.0027230978,-0.07926829,0.006951493,-0.001988411,0.0,0.0,0.0,0.0,0.0,0.0
85363133,85257685,-0.056628764,-0.020856982,0.013507476,0.13004017,-0.017084628,-0.28521872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38192415,0.0,0.0,0.0,0.0,0.0,0.0,0.08563481,0.016533293,-0.010183401,0.0049072206,-0.055260517,0.29119125,-0.042829394,0.0,0.0,0.0,0.0,0.0,0.0
85856573,85751060,-0.034513198,-0.0024871202,-0.0967318,0.15392351,-0.028351277,-0.3226998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6747496,0.0,0.0,0.0,0.0,0.0,0.0,0.16763929,0.0022209994,-0.038079698,0.030966371,-0.086639225,-0.096364215,-0.010541797,0.0,0.0,0.0,0.0,0.0,0.0
86360446,86254962,0.065512195,-0.07422573,0.0091348365,0.14504981,-0.055865765,-0.3581431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4964775,0.0,0.0,0.0,0.0,0.0,0.0,-0.4664299,-0.0031272061,0.08690957,0.003355205,0.056058172,0.11552748,-0.00026601553,0.0,0.0,0.0,0.0,0.0,0.0
86854496,86748364,0.08466229,-0.075889274,-0.03664828,0.15054417,-0.09177774,-0.3939985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92455804,0.0,0.0,0.0,0.0,0.0,0.0,-0.022081003,0.013562486,0.004597716,-0.03141114,-0.06954066,-0.40661165,-0.05195278,0.0,0.0,0.0,0.0,0.0,0.0
