timestamp,timestamp_sample,q[0],q[1],q[2],q[3],delta_q_reset[0],delta_q_reset[1],delta_q_reset[2],delta_q_reset[3],quat_reset_counter
80890340,80889817,0.99754816,0.0056134528,0.00040123245,-0.06975696,0.9999171,4.2568365e-10,-2.086828e-10,0.012882386,2
81388303,81387733,0.99753636,0.0048748963,8.621479e-05,-0.0699816,0.9999171,4.2568365e-10,-2.086828e-10,0.012882386,2
81891452,81890946,0.9975736,0.0046202545,3.822558e-06,-0.06946688,0.9999171,4.2568365e-10,-2.086828e-10,0.012882386,2
82389773,82388897,0.99754715,0.0052537615,0.0005528336,-0.069799386,0.9999171,4.2568365e-10,-2.086828e-10,0.012882386,2
82892644,82892097,0.99755096,0.0051076566,0.0003645399,-0.06975725,0.9999171,4.2568365e-10,-2.086828e-10,0.012882386,2
83390694,83390043,0.9975485,0.0050960532,0.00067038904,-0.06978918,0.9999171,4.2568365e-10,-2.086828e-10,0.012882386,2
83888589,83888085,0.99756724,0.0049182656,0.0003308183,-0.069536254,0.9999171,4.2568365e-10,-2.086828e-10,0.012882386,2
84391852,84391242,0.9975197,0.0050239074,0.00020838295,-0.07020819,0.9999171,4.2568365e-10,-2.086828e-10,0.012882386,2
84889717,84889135,0.9975607,0.004819495,0.0002664356,-0.069638245,0.9999171,4.2568365e-10,-2.086828e-10,0.012882386,2
85392903,85392363,0.99759126,0.007866513,-0.016252413,-0.066975184,0.9999171,4.2568365e-10,-2.086828e-10,0.012882386,2
85890867,85890321,0.99771214,-0.022293815,0.004593727,-0.06365936,0.9999171,4.2568365e-10,-2.086828e-10,0.012882386,2
86388750,86388246,0.99769646,0.04146274,0.027914928,-0.045861684,0.9999171,4.2568365e-10,-2.086828e-10,0.012882386,2
86892012,86891454,0.99932975,0.015426922,-0.018675914,-0.027448814,0.9999171,4.2568365e-10,-2.086828e-10,0.012882386,2
87389858,87389355,0.99802285,-0.029291289,-0.0270347,-0.04859568,0.9999171,4.2568365e-10,-2.086828e-10,0.012882386,2
87887861,87887330,0.9926666,-0.019641876,-0.045221385,-0.110373735,0.9999171,4.2568365e-10,-2.086828e-10,0.012882386,2
88385756,88385200,0.9922601,-0.021115165,-0.059528094,-0.10691315,0.9999171,4.2568365e-10,-2.086828e-10,0.012882386,2
88888984,88888463,0.98978275,0.042526267,-0.006063014,-0.13595937,0.9999171,4.2568365e-10,-2.086828e-10,0.012882386,2
89392252,89391680,0.9841257,0.0806548,0.016140861,-0.15726072,0.9999171,4.2568365e-10,-2.086828e-10,0.012882386,2
89890130,89889601,0.9824739,-0.010760368,0.03220018,-0.18328261,0.9999171,4.2568365e-10,-2.086828e-10,0.012882386,2
90388123,90387518,0.9784919,0.043025754,-0.0572866,-0.19344425,0.9999171,4.2568365e-10,-2.086828e-10,0.012882386,2
90891357,90890766,0.97548604,-0.059547544,0.0011920655,-0.21184817,0.9999171,4.2568365e-10,-2.086828e-10,0.012882386,2
91389248,91388727,0.9755395,0.040239487,-0.019630842,-0.21521658,0.9999171,4.2568365e-10,-2.086828e-10,0.012882386,2
