timestamp,timestamp_sample,q[0],q[1],q[2],q[3],delta_q_reset[0],delta_q_reset[1],delta_q_reset[2],delta_q_reset[3],quat_reset_counter
91892446,91891919,0.973897,0.031917114,-0.066801764,-0.21457751,0.9999171,4.2568365e-10,-2.086828e-10,0.012882386,2
92390365,92389857,0.97521573,0.0066664014,-0.01134126,-0.22086471,0.9999171,4.2568365e-10,-2.086828e-10,0.012882386,2
92888294,92887740,0.97215766,-0.0077498103,-0.005532483,-0.2341344,0.9999171,4.2568365e-10,-2.086828e-10,0.012882386,2
93391512,93391008,0.97097474,0.058469966,-0.04150527,-0.22818117,0.9999171,4.2568365e-10,-2.086828e-10,0.012882386,2
93889727,93888890,0.971,0.029064719,-0.024103127,-0.23607926,0.9999171,4.2568365e-10,-2.086828e-10,0.012882386,2
94392674,94392169,0.9731048,-0.000494611,-0.041604623,-0.22657456,0.9999171,4.2568365e-10,-2.086828e-10,0.012882386,2
94890658,94890096,0.9732516,0.06426125,-0.006798485,-0.22046739,0.9999171,4.2568365e-10,-2.086828e-10,0.012882386,2
95388598,95388079,0.9692649,0.056363523,-0.01285851,-0.23913081,0.9999171,4.2568365e-10,-2.086828e-10,0.012882386,2
95891731,95891203,0.9685122,0.038204886,0.04721177,-0.24144508,0.9999171,4.2568365e-10,-2.086828e-10,0.012882386,2
96389737,96389160,0.9700157,0.04067498,-0.03535502,-0.236992,0.9999171,4.2568365e-10,-2.086828e-10,0.012882386,2
96892875,96892361,0.9707351,-0.019800171,-0.041392874,-0.23572892,0.9999171,4.2568365e-10,-2.086828e-10,0.012882386,2
97390904,97390319,0.9652902,0.03154945,-0.02824068,-0.2577246,0.9999171,4.2568365e-10,-2.086828e-10,0.012882386,2
97888707,97888196,0.9632477,-0.012406064,-0.054778412,-0.26267716,0.9999171,4.2568365e-10,-2.086828e-10,0.012882386,2
98392036,98391451,0.95461714,0.10450882,0.04825255,-0.27469218,0.9999171,4.2568365e-10,-2.086828e-10,0.012882386,2
98889858,98889366,0.9625089,0.0045703244,-0.0067752516,-0.27112707,0.9999171,4.2568365e-10,-2.086828e-10,0.012882386,2
99387919,99387323,0.9523999,-0.0198137,-0.050391883,-0.30000415,0.9999171,4.2568365e-10,-2.086828e-10,0.012882386,2
99891130,99890575,0.9479045,0.06783119,0.008794495,-0.31112495,0.9999171,4.2568365e-10,-2.086828e-10,0.012882386,2
100388990,100388490,0.9506158,0.014322266,0.021190122,-0.3093145,0.9999171,4.2568365e-10,-2.086828e-10,0.012882386,2
100892326,100891824,0.9552014,0.034691285,0.01723479,-0.2934109,0.9999171,4.2568365e-10,-2.086828e-10,0.012882386,2
101390070,101389569,0.95658344,0.029274425,-0.042840805,-0.2868029,0.9999171,4.2568365e-10,-2.086828e-10,0.012882386,2
101888143,101887571,0.96003175,-0.03732496,0.0038852207,-0.2773643,0.9999171,4.2568365e-10,-2.086828e-10,0.012882386,2
102391245,102390735,0.95250976,0.05553136,-0.06372872,-0.29254088,0.9999171,4.2568365e-10,-2.086828e-10,0.012882386,2
102889269,102888720,0.9507646,0.0072783427,-0.028536286,-0.30851144,0.9999171,4.2568365e-10,-2.086828e-10,0.012882386,2
103392416,103391919,0.95251083,0.02964752,-0.0009313521,-0.30305663,0.9999171,4.2568365e-10,-2.086828e-10,0.012882386,2
103890343,103889813,0.94231856,0.024067467,-0.057954002,-0.32878235,0.9999171,4.2568365e-10,-2.086828e-10,0.012882386,2
104388323,104387772,0.94555306,-0.006027155,-0.016311146,-0.32500336,0.9999171,4.2568365e-10,-2.086828e-10,0.012882386,2
104891580,104890998,0.94424397,0.035205677,-0.016405145,-0.3269477,0.9999171,4.2568365e-10,-2.086828e-10,0.012882386,2
105389485,105388895,0.93816185,0.077418625,0.034982163,-0.3356114,0.9999171,4.2568365e-10,-2.086828e-10,0.012882386,2
105892664,105892136,0.93923825,0.0028003745,-0.0660225,-0.33684537,0.9999171,4.2568365e-10,-2.086828e-10,0.012882386,2
106390686,106390031,0.9295402,-0.042212967,-0.0140209105,-0.36602816,0.9999171,4.2568365e-10,-2.086828e-10,0.012882386,2
106888713,106888117,0.9304665,0.0015220195,0.04921666,-0.36305326,0.9999171,4.2568365e-10,-2.086828e-10,0.012882386,2
107391745,107391208,0.7013864,-0.53601223,0.43408898,-0.17976351,0.9999171,4.2568365e-10,-2.086828e-10,0.012882386,2
