timestamp,timestamp_sample,lat,lon,alt,alt_ellipsoid,delta_alt,eph,epv,terrain_alt,lat_lon_reset_counter,alt_reset_counter,terrain_alt_valid,dead_reckoning
81384628,81383934,33.64485539773815,-117.84206626817623,24.518139,24.171597,-3.7252903e-07,0.3309886,0.25199053,24.413288,2,2,1,0
82381682,82381192,33.644854992178644,-117.84206634380145,24.48126,24.138325,-3.7252903e-07,0.33110413,0.25196165,24.376547,2,2,1,0
83389799,83389006,33.644854536306674,-117.84206640384885,24.431923,24.090878,-3.7252903e-07,0.33221167,0.25217354,24.322895,2,2,1,0
84386868,84386319,33.64485408708584,-117.8420664080345,24.383242,24.04489,-3.7252903e-07,0.332202,0.251987,24.279688,2,2,1,0
85384046,85383560,33.644853747269195,-117.84206642431998,24.359104,24.026327,-3.7252903e-07,0.3322267,0.25257894,24.253317,2,2,1,0
86381375,86380895,33.64485285634065,-117.84206612273834,24.370956,24.039627,-3.7252903e-07,0.33229345,0.2526563,nan,2,2,0,0
87389223,87388719,33.6448505071265,-117.84206559930433,24.38919,24.05288,-3.7252903e-07,0.33237195,0.25313666,nan,2,2,0,0
88386445,88385965,33.64485001232427,-117.84206551386903,24.402218,24.062185,-3.7252903e-07,0.33150375,0.25336546,nan,2,2,0,0
89383800,89383298,33.64485131239736,-117.84206987589882,28.652737,28.268768,-3.7252903e-07,0.33124653,0.25439766,nan,2,2,0,0
90381081,90380569,33.644852912951585,-117.84206884178607,33.055485,32.629753,-3.7252903e-07,0.3312394,0.2550733,nan,2,2,0,0
91390084,91388360,33.644853318633295,-117.84206771296523,35.23336,34.79018,-3.7252903e-07,0.33111084,0.2566228,nan,2,2,0,0
92386326,92385693,33.644852598030646,-117.84206762244641,35.85943,35.411842,-3.7252903e-07,0.32907158,0.2573926,nan,2,2,0,0
93384260,93382997,33.64485146123566,-117.84206725929054,35.09545,34.649986,-3.7252903e-07,0.32744277,0.25885555,nan,2,2,0,0
94380930,94380334,33.64485240811044,-117.84206831481904,33.870773,33.432873,-3.7252903e-07,0.32342187,0.25888363,nan,2,2,0,0
95389141,95388124,33.6448544835906,-117.8420710343351,32.529682,32.11266,-3.7252903e-07,0.32088637,0.25922325,nan,2,2,0,0
96385980,96385427,33.64485257725278,-117.84206883129103,31.42625,31.007275,-3.7252903e-07,0.3175827,0.25900277,nan,2,2,0,0
97383236,97382704,33.64485102135687,-117.84206604980596,30.32536,29.90099,-3.7252903e-07,0.3148057,0.2595613,nan,2,2,0,0
98380508,98380002,33.644853073759606,-117.84206878266487,29.674723,29.251427,-3.7252903e-07,0.31412536,0.2596708,nan,2,2,0,0
99388328,99387820,33.64485269535898,-117.84206835037062,28.885061,28.4709,-3.7252903e-07,0.3152665,0.260476,nan,2,2,0,0
100390427,100385145,33.644854420633024,-117.84206886017061,28.3052,27.913626,-3.7252903e-07,0.31566668,0.2613603,nan,2,2,0,0
101382895,101382409,33.64485413300927,-117.84206789254041,27.412512,27.050982,-3.7252903e-07,0.31677347,0.2619087,nan,2,2,0,0
102380240,102379725,33.644854443547544,-117.84206695645007,26.554565,26.211786,-3.7252903e-07,0.31806046,0.26270473,nan,2,2,0,0
103388118,103387559,33.64485296488817,-117.84206417645065,26.120438,25.79034,-3.7252903e-07,0.31883642,0.26371387,nan,2,2,0,0
104385804,104384840,33.64485282664411,-117.84206406411745,25.353832,25.03301,-3.7252903e-07,0.31772724,0.2649261,nan,2,2,0,0
105382737,105382134,33.64485382324602,-117.84206431555839,24.621494,24.31079,-3.7252903e-07,0.3172672,0.26546547,nan,2,2,0,0
106380886,106379427,33.64485289139955,-117.84206348565341,24.031664,23.73185,-3.7252903e-07,0.3172827,0.26610056,nan,2,2,0,0
107387903,107387261,33.64485505153301,-117.84206656250166,22.347984,22.084526,-3.7252903e-07,0.31869668,0.26731858,22.610157,2,2,1,0
