timestamp,timestamp_sample,q[0],q[1],q[2],q[3],delta_q_reset[0],delta_q_reset[1],delta_q_reset[2],delta_q_reset[3],quat_reset_counter
80890816,80890500,0.9948765,-0.0021305177,-0.0060175713,-0.10089648,0.99987495,-5.1762965e-11,-1.7821955e-10,0.015814018,2
81389625,81389172,0.9948745,-0.0028780177,-0.006308762,-0.10087931,0.99987495,-5.1762965e-11,-1.7821955e-10,0.015814018,2
81888171,81887827,0.9949319,-0.003099,-0.0066133314,-0.100286216,0.99987495,-5.1762965e-11,-1.7821955e-10,0.015814018,2
82392076,82391669,0.9949002,-0.002678778,-0.0061016274,-0.10064358,0.99987495,-5.1762965e-11,-1.7821955e-10,0.015814018,2
82890720,82890392,0.9949114,-0.0028362405,-0.006461744,-0.100507386,0.99987495,-5.1762965e-11,-1.7821955e-10,0.015814018,2
83389643,83389006,0.9949245,-0.0027502654,-0.0065031643,-0.10037655,0.99987495,-5.1762965e-11,-1.7821955e-10,0.015814018,2
83887951,83887637,0.9949559,-0.0029345541,-0.006849386,-0.10003708,0.99987495,-5.1762965e-11,-1.7821955e-10,0.015814018,2
84392222,84391532,0.9949145,-0.002889242,-0.006721551,-0.1004583,0.99987495,-5.1762965e-11,-1.7821955e-10,0.015814018,2
84890522,84890181,0.9949832,-0.0030042713,-0.0070098178,-0.09975137,0.99987495,-5.1762965e-11,-1.7821955e-10,0.015814018,2
85389146,85388826,0.9949995,-0.0003910885,-0.024418605,-0.09684833,0.99987495,-5.1762965e-11,-1.7821955e-10,0.015814018,2
85887799,85887481,0.9952048,-0.030143019,-0.0021540348,-0.09302784,0.99987495,-5.1762965e-11,-1.7821955e-10,0.015814018,2
86391735,86391370,0.99652255,0.030141307,0.019512698,-0.07519126,0.99987495,-5.1762965e-11,-1.7821955e-10,0.015814018,2
86885064,86884749,0.99806935,-0.0010070914,-0.027633026,-0.055615824,0.99987495,-5.1762965e-11,-1.7821955e-10,0.015814018,2
87389039,87388719,0.9958538,-0.038072966,-0.03402399,-0.07528685,0.99987495,-5.1762965e-11,-1.7821955e-10,0.015814018,2
87888599,87887382,0.9927355,-0.028064951,-0.05301321,-0.10429908,0.99987495,-5.1762965e-11,-1.7821955e-10,0.015814018,2
88391519,88391203,0.992134,-0.02886358,-0.06537204,-0.10277984,0.99987495,-5.1762965e-11,-1.7821955e-10,0.015814018,2
88890279,88889911,0.98963845,0.030913359,-0.016481923,-0.13924237,0.99987495,-5.1762965e-11,-1.7821955e-10,0.015814018,2
89388870,89388572,0.9839527,0.06855389,0.005586773,-0.16464005,0.99987495,-5.1762965e-11,-1.7821955e-10,0.015814018,2
89887560,89887219,0.9806933,-0.022585602,0.024627864,-0.19267601,0.99987495,-5.1762965e-11,-1.7821955e-10,0.015814018,2
90391446,90391119,0.9771182,0.033625003,-0.06261308,-0.20047216,0.99987495,-5.1762965e-11,-1.7821955e-10,0.015814018,2
90890039,90889723,0.97340906,-0.06845892,-0.0046852115,-0.21855512,0.99987495,-5.1762965e-11,-1.7821955e-10,0.015814018,2
91388682,91388360,0.9741574,0.030425144,-0.027167438,-0.22215688,0.99987495,-5.1762965e-11,-1.7821955e-10,0.015814018,2
91887376,91887037,0.97221535,0.013358122,-0.07113666,-0.22261745,0.99987495,-5.1762965e-11,-1.7821955e-10,0.015814018,2
92391287,92390933,0.97323096,-0.0058686957,-0.018264147,-0.2290273,0.99987495,-5.1762965e-11,-1.7821955e-10,0.015814018,2
92889880,92889560,0.96993786,-0.015857134,-0.011937628,-0.2425419,0.99987495,-5.1762965e-11,-1.7821955e-10,0.015814018,2
93388550,93388211,0.9690327,0.050006147,-0.049484134,-0.23669927,0.99987495,-5.1762965e-11,-1.7821955e-10,0.015814018,2
93887219,93886903,0.96893746,0.018815812,-0.030725894,-0.24466763,0.99987495,-5.1762965e-11,-1.7821955e-10,0.015814018,2
94391106,94390782,0.97052854,-0.0129083805,-0.0465318,-0.23609866,0.99987495,-5.1762965e-11,-1.7821955e-10,0.015814018,2
94889979,94889469,0.9719554,0.0546214,-0.01249611,-0.2283926,0.99987495,-5.1762965e-11,-1.7821955e-10,0.015814018,2
95388986,95388124,0.96833247,0.044255156,-0.019744657,-0.24491632,0.99987495,-5.1762965e-11,-1.7821955e-10,0.015814018,2
