timestamp,timestamp_sample,q[0],q[1],q[2],q[3],delta_q_reset[0],delta_q_reset[1],delta_q_reset[2],delta_q_reset[3],quat_reset_counter
88502367,88501848,0.9935362,0.0027446484,-0.03566593,-0.10773259,0.99999756,-0.00025172863,0.0017616232,0.0013075777,3
88549933,88549422,0.9939974,0.0071360557,-0.025420766,-0.10617012,0.99999756,-0.00025172863,0.0017616232,0.0013075777,3
88597639,88597091,0.99339145,0.011586367,-0.023344742,-0.11177751,0.99999756,-0.00025172863,0.0017616232,0.0013075777,3
88650679,88650055,0.992625,0.011256441,-0.028221583,-0.117357,0.99999756,-0.00025172863,0.0017616232,0.0013075777,3
88698355,88697762,0.9922275,0.013731745,-0.023378417,-0.1214473,0.99999756,-0.00025172863,0.0017616232,0.0013075777,3
88751259,88750721,0.99211884,0.022908071,-0.01589241,-0.122159965,0.99999756,-0.00025172863,0.0017616232,0.0013075777,3
88798913,88798394,0.9915634,0.03209622,-0.0027478808,-0.12555689,0.99999756,-0.00025172863,0.0017616232,0.0013075777,3
88851951,88851341,0.9903499,0.03917809,-0.0015765242,-0.13292776,0.99999756,-0.00025172863,0.0017616232,0.0013075777,3
88899662,88899044,0.9898081,0.038894136,-0.008833887,-0.13670836,0.99999756,-0.00025172863,0.0017616232,0.0013075777,3
88952531,88952020,0.9902165,0.028612388,-0.016328294,-0.13559519,0.99999756,-0.00025172863,0.0017616232,0.0013075777,3
89000196,88999649,0.98997265,0.033058364,-0.019707596,-0.13591577,0.99999756,-0.00025172863,0.0017616232,0.0013075777,3
89047922,89047403,0.989679,0.019102411,-0.010365981,-0.14164452,0.99999756,-0.00025172863,0.0017616232,0.0013075777,3
89100938,89100367,0.9888866,0.03224155,-0.0042697196,-0.14507098,0.99999756,-0.00025172863,0.0017616232,0.0013075777,3
89148609,89148060,0.98884135,0.025545582,-0.002093271,-0.14675136,0.99999756,-0.00025172863,0.0017616232,0.0013075777,3
89201472,89200948,0.98851436,0.030028908,-0.0032007778,-0.14807868,0.99999756,-0.00025172863,0.0017616232,0.0013075777,3
89249145,89248631,0.987046,0.056284424,-0.01706876,-0.14926782,0.99999756,-0.00025172863,0.0017616232,0.0013075777,3
89302209,89301629,0.9874448,0.017741961,-0.011959771,-0.15650831,0.99999756,-0.00025172863,0.0017616232,0.0013075777,3
89350162,89349352,0.9866838,0.03480977,0.003596051,-0.15884098,0.99999756,-0.00025172863,0.0017616232,0.0013075777,3
89397492,89396972,0.9838898,0.08418713,0.01908568,-0.15655443,0.99999756,-0.00025172863,0.0017616232,0.0013075777,3
89450592,89449988,0.98372275,0.07080411,0.052365303,-0.15663463,0.99999756,-0.00025172863,0.0017616232,0.0013075777,3
89498179,89497615,0.98595446,0.02238511,0.045419578,-0.15915354,0.99999756,-0.00025172863,0.0017616232,0.0013075777,3
89551180,89550652,0.9857187,0.03883621,0.004217437,-0.16380683,0.99999756,-0.00025172863,0.0017616232,0.0013075777,3
89598797,89598246,0.9823347,0.08199746,-0.022413893,-0.16671114,0.99999756,-0.00025172863,0.0017616232,0.0013075777,3
89651805,89651266,0.98353446,0.053220898,-0.023560783,-0.17109188,0.99999756,-0.00025172863,0.0017616232,0.0013075777,3
89699762,89698905,0.98351574,0.014926969,-0.00912315,-0.17997468,0.99999756,-0.00025172863,0.0017616232,0.0013075777,3
89752469,89751922,0.9819607,0.053733304,0.00015245719,-0.1812896,0.99999756,-0.00025172863,0.0017616232,0.0013075777,3
89800058,89799536,0.9816382,0.05819958,0.016450465,-0.1809109,0.99999756,-0.00025172863,0.0017616232,0.0013075777,3
89847766,89847238,0.9826184,0.0008759843,0.03358877,-0.18257096,0.99999756,-0.00025172863,0.0017616232,0.0013075777,3
89900768,89900174,0.98255455,-0.0038627908,0.028772036,-0.183695,0.99999756,-0.00025172863,0.0017616232,0.0013075777,3
89948547,89947922,0.98072314,0.060307477,0.014184955,-0.1853211,0.99999756,-0.00025172863,0.0017616232,0.0013075777,3
90001345,90000826,0.9799608,0.07583476,0.02246533,-0.18281528,0.99999756,-0.00025172863,0.0017616232,0.0013075777,3
90049178,90048571,0.9809183,0.014431639,0.040048085,-0.18970296,0.99999756,-0.00025172863,0.0017616232,0.0013075777,3
90102089,90101523,0.9798122,-0.0075187264,0.056664504,-0.19157422,0.99999756,-0.00025172863,0.0017616232,0.0013075777,3
90150748,90149163,0.97997236,0.040746316,0.042301945,-0.19027515,0.99999756,-0.00025172863,0.0017616232,0.0013075777,3
90197408,90196862,0.979812,0.057799716,0.023484945,-0.18993744,0.99999756,-0.00025172863,0.0017616232,0.0013075777,3
90250376,90249846,0.9810504,-0.015332208,0.008725294,-0.1929482,0.99999756,-0.00025172863,0.0017616232,0.0013075777,3
90298042,90297458,0.9794494,-0.050924387,-0.016344393,-0.19446953,0.99999756,-0.00025172863,0.0017616232,0.0013075777,3
90351071,90350447,0.9792882,0.0063042887,-0.04932883,-0.19626895,0.99999756,-0.00025172863,0.0017616232,0.0013075777,3
90398642,90398120,0.97854525,0.04490095,-0.05488795,-0.19344366,0.99999756,-0.00025172863,0.0017616232,0.0013075777,3
90451629,90451057,0.97862035,0.0046581733,-0.03501707,-0.2026189,0.99999756,-0.00025172863,0.0017616232,0.0013075777,3
90499371,90498793,0.9778546,-0.00070216245,-0.022616653,-0.20805854,0.99999756,-0.00025172863,0.0017616232,0.0013075777,3
90552344,90551799,0.9769053,0.058200102,-0.024771955,-0.20409638,0.99999756,-0.00025172863,0.0017616232,0.0013075777,3
90600015,90599443,0.977802,0.058411196,-0.009287815,-0.20101029,0.99999756,-0.00025172863,0.0017616232,0.0013075777,3
90652897,90652369,0.97957987,-0.023551881,0.0070595825,-0.1995466,0.99999756,-0.00025172863,0.0017616232,0.0013075777,3
90700598,90700030,0.97917986,-0.05098131,-0.004048626,-0.19644693,0.99999756,-0.00025172863,0.0017616232,0.0013075777,3
90748303,90747708,0.9791647,0.0005092586,-0.023584327,-0.20169315,0.99999756,-0.00025172863,0.0017616232,0.0013075777,3
90801182,90800667,0.97798115,0.038579613,-0.029716883,-0.2029321,0.99999756,-0.00025172863,0.0017616232,0.0013075777,3
90848896,90848379,0.9781706,-0.013653257,-0.01565462,-0.20676292,0.99999756,-0.00025172863,0.0017616232,0.0013075777,3
90902002,90901363,0.9754681,-0.05871046,0.0061908187,-0.21207722,0.99999756,-0.00025172863,0.0017616232,0.0013075777,3
90949640,90949014,0.9767773,-0.008139538,0.00960393,-0.21388695,0.99999756,-0.00025172863,0.0017616232,0.0013075777,3
