timestamp,timestamp_sample,ref_timestamp,ref_lat,ref_lon,x,y,z,delta_xy[0],delta_xy[1],delta_z,vx,vy,vz,z_deriv,delta_vxy[0],delta_vxy[1],delta_vz,ax,ay,az,heading,heading_var,unaided_heading,delta_heading,tilt_var,ref_alt,dist_bottom,eph,epv,evh,evv,vxy_max,vz_max,hagl_min,hagl_max,xy_valid,z_valid,v_xy_valid,v_z_valid,xy_reset_counter,z_reset_counter,vxy_reset_counter,vz_reset_counter,heading_reset_counter,heading_good_for_control,xy_global,z_global,dist_bottom_valid,dist_bottom_sensor_bitfield,dead_reckoning
80885383,80884553,39031707,33.6448666,-117.84206859999999,-1.2182752,0.20828676,1.9111832,-0.0013950166,-0.0020570087,4.917383e-07,0.003952163,0.008739776,0.05163826,0.048711866,0.034524772,0.039265197,-0.012181241,2.7490902,2.3749983,-0.8515638,-0.13949373,0.021372387,0.0027852603,0.025765488,0.00015695387,26.391214,0.09377849,0.33927286,0.25616053,0.1413,0.07380086,inf,inf,inf,inf,1,1,1,1,2,2,2,2,2,0,1,1,1,0,0
81383294,81382492,39031707,33.6448666,-117.84206859999999,-1.2305019,0.20757681,1.9313747,-0.0013950166,-0.0020570087,4.917383e-07,0.01750058,7.909622e-05,0.045366887,0.04051777,0.034524772,0.039265197,-0.012181241,0.9661876,-1.1790338,-1.0563706,-0.13935223,0.021400895,0.002879881,0.025765488,0.00015615442,26.391214,0.09779084,0.33099592,0.25211096,0.1368086,0.072902106,inf,inf,inf,inf,1,1,1,1,2,2,2,2,2,0,1,1,1,0,0
81881115,81880382,39031707,33.6448666,-117.84206859999999,-1.253379,0.20869179,1.9531329,-0.0013950166,-0.0020570087,4.917383e-07,-0.0034819592,-0.014525354,0.04770802,0.042914357,0.034524772,0.039265197,-0.012181241,-3.4129171,-3.248203,-0.59884596,-0.13851567,0.021433452,0.003509622,0.025765488,0.00015694034,26.391214,0.094450235,0.33914077,0.25584292,0.14122638,0.073762774,inf,inf,inf,inf,1,1,1,1,2,2,2,2,2,0,1,1,1,0,0
82379077,82378329,39031707,33.6448666,-117.84206859999999,-1.2733784,0.20361346,1.9792724,-0.0013950166,-0.0020570087,4.917383e-07,0.002804216,0.00040373334,0.049142007,0.04791197,0.034524772,0.039265197,-0.012181241,3.2828305,-2.0659575,-0.77681553,-0.13960306,0.0214645,0.0025211927,0.025765488,0.00015614346,26.391214,0.0978086,0.33096313,0.25200742,0.13667317,0.07288219,inf,inf,inf,inf,1,1,1,1,2,2,2,2,2,0,1,1,1,0,0
82887534,82886832,39031707,33.6448666,-117.84206859999999,-1.2995242,0.2007808,2.0054057,-0.0013950166,-0.0020570087,4.917383e-07,-0.012191274,-0.0039003238,0.049471423,0.049249712,0.034524772,0.039265197,-0.012181241,1.246049,0.03339446,0.19286932,-0.13968506,0.0215007,0.0024466957,0.025765488,0.00015701247,26.391214,0.09401059,0.34006476,0.25577196,0.14160797,0.07377908,inf,inf,inf,inf,1,1,1,1,2,2,2,2,2,0,1,1,1,0,0
83385591,83384801,39031707,33.6448666,-117.84206859999999,-1.3276926,0.19985643,2.0379915,-0.0013950166,-0.0020570087,4.917383e-07,-0.021885034,-0.0009628928,0.05295127,0.058840852,0.034524772,0.039265197,-0.012181241,-1.2387543,-0.33489805,0.13057835,-0.13975982,0.021530213,0.002478216,0.025765488,0.00015620264,26.391214,0.101864815,0.33185723,0.25211743,0.1370161,0.072905324,inf,inf,inf,inf,1,1,1,1,2,2,2,2,2,0,1,1,1,0,0
83883479,83882737,39031707,33.6448666,-117.84206859999999,-1.3540418,0.20086107,2.0688972,-0.0013950166,-0.0020570087,4.917383e-07,-0.013135605,-0.0016935099,0.050163116,0.05735224,0.034524772,0.039265197,-0.012181241,1.5065107,-1.5067961,-0.39430088,-0.13918385,0.021565905,0.0030309048,0.025765488,0.00015698202,26.391214,0.09281182,0.34004655,0.25544778,0.14148095,0.07369644,inf,inf,inf,inf,1,1,1,1,2,2,2,2,2,0,1,1,1,0,0
84381677,84380583,39031707,33.6448666,-117.84206859999999,-1.3787117,0.20349269,2.0927997,-0.0013950166,-0.0020570087,4.917383e-07,-0.015356152,-0.0026547746,0.04621613,0.049705353,0.034524772,0.039265197,-0.012181241,3.8434565,-0.06233795,-0.30384195,-0.14022374,0.021600474,0.0020250124,0.025765488,0.00015618093,26.391214,0.096408844,0.331834,0.25188547,0.13690527,0.07283348,inf,inf,inf,inf,1,1,1,1,2,2,2,2,2,0,1,1,1,0,0
84879686,84878588,39031707,33.6448666,-117.84206859999999,-1.402356,0.20268367,2.1124513,-0.0013950166,-0.0020570087,4.917383e-07,-0.02705279,-0.0070858253,0.043707177,0.043870855,0.034524772,0.039265197,-0.012181241,-0.758456,0.21794872,0.5026323,-0.13933945,0.021634845,0.0028970256,0.025765488,0.00015695734,26.391214,0.09266472,0.34002423,0.2559334,0.14138933,0.07370956,inf,inf,inf,inf,1,1,1,1,2,2,2,2,2,0,1,1,1,0,0
85387908,85387120,39031707,33.6448666,-117.84206859999999,-1.4202793,0.20191543,2.122034,-0.0013950166,-0.0020570087,4.917383e-07,0.0016157299,-0.04435425,0.07651823,0.07104881,0.034524772,0.039265197,-0.012181241,5.679909,-3.244035,1.8119097,-0.13445275,0.021670781,0.008101227,0.025765488,0.00015619259,26.391214,0.098252535,0.33257785,0.25226158,0.13724352,0.07285736,inf,inf,inf,inf,1,1,1,1,2,2,2,2,2,0,1,1,1,0,0
85885766,85885031,39031707,33.6448666,-117.84206859999999,-1.451968,0.21360016,2.1284459,-0.0013950166,-0.0020570087,4.917383e-07,-0.08104375,-0.012021303,0.0591701,0.046191916,0.034524772,0.039265197,-0.012181241,-4.5698347,-7.2039747,-4.259244,-0.12722172,0.021743745,0.016687134,0.025765488,0.0001571408,26.391214,0.09592557,0.340807,0.25636333,0.141764,0.07373876,inf,inf,inf,inf,1,1,1,1,2,2,2,2,2,0,1,1,0,0,0
86383775,86383077,39031707,33.6448666,-117.84206859999999,-1.5185925,0.2284637,2.1088417,-0.0013950166,-0.0020570087,4.917383e-07,-0.11182259,-0.009097757,0.08767129,0.057400063,0.034524772,0.039265197,-0.012181241,0.64308983,-4.4713807,1.7884371,-0.0899441,0.022025473,0.057314254,0.025765488,0.00015741173,26.391214,0.11782384,0.33254522,0.2529291,0.13851172,0.07287744,inf,inf,inf,inf,1,1,1,1,2,2,2,2,2,0,1,1,0,0,0
86881565,86880881,39031707,33.6448666,-117.84206859999999,-1.6572256,0.23807809,2.080124,-0.0013950166,-0.0020570087,4.917383e-07,-0.18878077,-0.14591503,-0.11508212,-0.16266084,0.034524772,0.039265197,-0.012181241,-9.921747,6.84154,-0.49914008,-0.05488453,0.022252865,0.11569545,0.025765488,0.00015966521,26.391214,0.1465416,0.3403858,0.25628576,0.14275426,0.073660284,inf,inf,inf,inf,1,1,1,1,2,2,2,2,2,0,1,1,0,0,0
87379810,87378761,39031707,33.6448666,-117.84206859999999,-1.780636,0.27530363,2.0785818,-0.0013950166,-0.0020570087,4.917383e-07,-0.14082867,-0.01688637,0.074299425,0.03620597,0.034524772,0.039265197,-0.012181241,2.056331,-2.4054828,-1.7707815,-0.09771687,0.022388428,0.080849364,0.025765488,0.00015981405,26.391214,0.14808369,0.33164033,0.25283015,0.13803527,0.072815455,inf,inf,inf,inf,1,1,1,1,2,2,2,2,2,0,1,1,0,0,0
87888409,87887330,39031707,33.6448666,-117.84206859999999,-1.8184158,0.28029096,2.0793753,-0.0013950166,-0.0020570087,4.917383e-07,-0.00039763493,0.017159948,0.055542134,0.025653286,0.034524772,0.039265197,-0.012181241,2.465976,0.5382902,5.853632,-0.22009389,0.018098706,0.026480448,0.025765488,0.0001610672,26.391214,0.14729023,0.34024733,0.25678188,0.14319764,0.07370413,inf,inf,inf,inf,1,1,1,1,2,2,2,2,2,0,1,1,0,0,0
88386064,88385200,39031707,33.6448666,-117.84206859999999,-1.8399247,0.27241975,2.063327,-0.0013950166,-0.0020570087,4.917383e-07,0.21246435,-0.14421023,-0.561899,-0.57144713,0.034524772,0.039265197,-0.012181241,6.378379,0.5487197,2.665565,-0.21285607,0.018041335,0.03166558,0.025765488,0.00015990909,26.391214,0.16333842,0.331439,0.25346863,0.13866991,0.07300132,inf,inf,inf,inf,1,1,1,1,2,2,2,2,2,0,1,1,0,0,0
88883901,88883131,39031707,33.6448666,-117.84206859999999,-1.777676,0.039325967,0.7064806,-0.0013950166,-0.0020570087,4.917383e-07,0.31100821,-0.2989878,-4.794645,-4.8101134,0.034524772,0.039265197,-0.012181241,-1.317586,1.0940546,-13.882712,-0.2736524,0.016787112,0.04385864,0.025765488,0.00015646298,26.391214,1.5201849,0.33971164,0.25698486,0.17334834,0.073787235,inf,inf,inf,inf,1,1,1,1,2,2,2,2,2,1,1,1,0,0,0
89381894,89381098,39031707,33.6448666,-117.84206859999999,-1.7170515,-0.113183275,-2.196199,-0.0013950166,-0.0020570087,4.917383e-07,0.2497553,-0.15035748,-5.9377737,-5.9585214,0.034524772,0.039265197,-0.012181241,-0.430993,9.686845,6.939401,-0.31521696,0.015397354,0.021170232,0.025765488,0.00013974986,26.391214,4.4228644,0.33102524,0.25442117,0.16185991,0.07305407,inf,inf,inf,inf,1,1,1,1,2,2,2,2,2,1,1,1,0,0,0
89880117,89879025,39031707,33.6448666,-117.84206859999999,-1.5822096,-0.12140236,-4.730666,-0.0013950166,-0.0020570087,4.917383e-07,0.14918357,0.09055001,-4.565014,-4.546374,0.034524772,0.039265197,-0.012181241,-2.3855224,-2.7350469,1.3453354,-0.36943337,0.0147711085,0.024715913,0.025765488,0.00013535676,26.391214,6.9573317,0.33967155,0.25802797,0.15221816,0.07389361,inf,inf,inf,inf,1,1,1,1,2,2,2,2,2,1,1,1,0,0,0
90388306,90387518,39031707,33.6448666,-117.84206859999999,-1.536882,0.0040888446,-6.641406,-0.0013950166,-0.0020570087,4.917383e-07,-0.021807028,0.13804564,-3.1616244,-3.1109805,0.034524772,0.039265197,-0.012181241,1.7831664,3.1123443,2.1683526,-0.39548558,0.01394345,0.04029282,0.025765488,0.00013392902,26.391214,8.868072,0.3317533,0.25554228,0.14306922,0.073206745,inf,inf,inf,inf,1,1,1,1,2,2,2,2,2,1,1,1,0,0,0
