timestamp,timestamp_sample,control_mode_flags,output_tracking_error[0],output_tracking_error[1],output_tracking_error[2],filter_fault_flags,pos_horiz_accuracy,pos_vert_accuracy,mag_test_ratio,vel_test_ratio,pos_test_ratio,hgt_test_ratio,tas_test_ratio,hagl_test_ratio,beta_test_ratio,time_slip,accel_device_id,gyro_device_id,baro_device_id,mag_device_id,mag_inclination_deg,mag_inclination_ref_deg,mag_strength_gs,mag_strength_ref_gs,gps_check_fail_flags,innovation_check_flags,solution_status_flags,reset_count_vel_ne,reset_count_vel_d,reset_count_pos_ne,reset_count_pod_d,reset_count_quat,pre_flt_fail_innov_heading,pre_flt_fail_innov_vel_horiz,pre_flt_fail_innov_vel_vert,pre_flt_fail_innov_height,pre_flt_fail_mag_field_disturbed,health_flags,timeout_flags
80399577,80299194,171798694487,5.833666e-05,0.0019263321,0.0027961147,0,0.33226886,0.25297588,0.0,0.052931737,0.022371529,0.033639673,0.0,nan,0.0,0.004601,2490402,2490402,3997730,8944899,72.69059,58.358376,0.45093635,0.46025112,0,0,895,2,2,2,2,2,0,0,0,0,0,0,0
80413344,80309096,171798694487,6.279698e-05,0.001852364,0.002750379,0,0.3330707,0.25344077,0.0,0.052931737,0.022371529,0.033639673,0.0,nan,0.0,0.004601,2490402,2490402,3997730,8944899,72.69059,58.358376,0.45093635,0.46025112,0,0,895,2,2,2,2,2,0,0,0,0,0,0,0
80599602,80499488,171798694487,6.281237e-05,0.0010391215,0.0029297222,0,0.33225968,0.2527874,0.0,0.012997004,0.024669113,0.033869416,0.0,nan,0.0,0.004601,2490402,2490402,3997730,8944899,71.10933,58.358376,0.4567825,0.46025112,0,0,895,2,2,2,2,2,0,0,0,0,0,0,0
80799890,80699514,171798694487,0.00021451805,0.003821871,0.0047202064,0,0.33229464,0.25261688,0.0,0.041112527,0.024339376,0.03274601,0.0,nan,0.0,0.004601,2490402,2490402,3997730,8944899,70.84598,58.358376,0.45769787,0.46025112,0,0,895,2,2,2,2,2,0,0,0,0,0,0,0
80999609,80899544,171798694487,6.974276e-05,0.0024656688,0.0037996252,0,0.3323462,0.2524489,0.0,0.05028102,0.02488479,0.03950297,0.0,nan,0.0,0.004601,2490402,2490402,3997730,8944899,71.60482,58.358376,0.4556689,0.46025112,0,0,895,2,2,2,2,2,0,0,0,0,0,0,0
81199614,81099482,171798694487,0.00011388022,0.003683709,0.008023119,0,0.33236578,0.25226724,0.0,0.017730474,0.02625688,0.03465438,0.0,nan,0.0,0.004601,2490402,2490402,3997730,8944899,71.19489,58.358376,0.45721608,0.46025112,0,0,895,2,2,2,2,2,0,0,0,0,0,0,0
81399570,81299422,171798694487,0.00020637231,0.0067042033,0.0116110025,0,0.33240408,0.25209466,0.0,0.03311805,0.026667822,0.03583584,0.0,nan,0.0,0.004601,2490402,2490402,3997730,8944899,72.63494,58.358376,0.45533144,0.46025112,0,0,895,2,2,2,2,2,0,0,0,0,0,0,0
81599605,81499336,171798694487,7.217019e-05,0.0035253274,0.008405764,0,0.33237195,0.25192252,0.0,0.028962614,0.029161356,0.037384927,0.0,nan,0.0,0.004601,2490402,2490402,3997730,8944899,72.102005,58.358376,0.45206708,0.46025112,0,0,895,2,2,2,2,2,0,0,0,0,0,0,0
81799570,81699253,171798694487,0.00012017001,0.0052165566,0.009715505,0,0.33242354,0.25178865,0.0,0.01708331,0.028022239,0.037240677,0.0,nan,0.0,0.004601,2490402,2490402,3997730,8944899,71.61014,58.358376,0.45630437,0.46025112,0,0,895,2,2,2,2,2,0,0,0,0,0,0,0
81999649,81899266,171798694487,4.73044e-05,0.0029364366,0.007910849,0,0.3324777,0.25167632,0.0,0.008520882,0.027871704,0.03171252,0.0,nan,0.0,0.004601,2490402,2490402,3997730,8944899,71.37034,58.358376,0.45397595,0.46025112,0,0,895,2,2,2,2,2,0,0,0,0,0,0,0
82199604,82099333,171798694487,0.00021828173,0.005383123,0.0112187145,0,0.3325509,0.25158772,0.0,0.025479151,0.028883468,0.033032868,0.0,nan,0.0,0.004601,2490402,2490402,3997730,8944899,70.88031,58.358376,0.45843345,0.46025112,0,0,895,2,2,2,2,2,0,0,0,0,0,0,0
82399631,82299220,171798694487,0.000101188365,0.003010384,0.006278233,0,0.33262333,0.25150672,0.0,0.018131683,0.026462477,0.036430426,0.0,nan,0.0,0.004601,2490402,2490402,3997730,8944899,71.66543,58.358376,0.45483297,0.46025112,0,0,895,2,2,2,2,2,0,0,0,0,0,0,0
82599643,82499235,171798694487,2.2772687e-05,0.0014713772,0.005002811,0,0.33265182,0.25142616,0.0,0.014774217,0.027332816,0.03175249,0.0,nan,0.0,0.004601,2490402,2490402,3997730,8944899,71.486336,58.358376,0.45743376,0.46025112,0,0,895,2,2,2,2,2,0,0,0,0,0,0,0
82799638,82699072,171798694487,0.000112390946,0.003070319,0.007912512,0,0.332727,0.25137535,0.0,0.014404755,0.027656265,0.030858956,0.0,nan,0.0,0.004601,2490402,2490402,3997730,8944899,71.20722,58.358376,0.45827317,0.46025112,0,0,895,2,2,2,2,2,0,0,0,0,0,0,0
83000052,82899069,171798694487,4.6334768e-05,0.0027896378,0.0071559353,0,0.33282554,0.25134334,0.0,0.016559785,0.029420407,0.037683703,0.0,nan,0.0,0.004601,2490402,2490402,3997730,8944899,71.0832,58.358376,0.45637947,0.46025112,0,0,895,2,2,2,2,2,0,0,0,0,0,0,0
83199597,83099215,171798694487,0.00029870105,0.0049857367,0.011439835,0,0.33292824,0.2519752,0.0,0.03262036,0.030392524,0.029957257,0.0,nan,0.0,0.004601,2490402,2490402,3997730,8944899,72.05387,58.358376,0.45399442,0.46025112,0,0,895,2,2,2,2,2,0,0,0,0,0,0,0
83399824,83299069,171798694487,0.00013072905,0.002695245,0.009183614,0,0.3329986,0.25194404,0.0,0.009941185,0.029063439,0.032964863,0.0,nan,0.0,0.004601,2490402,2490402,3997730,8944899,71.11785,58.358376,0.45779154,0.46025112,0,0,895,2,2,2,2,2,0,0,0,0,0,0,0
83599753,83499068,171798694487,2.9193037e-05,0.002006882,0.0077360454,0,0.33300692,0.25190848,0.0,0.009877324,0.029236376,0.026787678,0.0,nan,0.0,0.004601,2490402,2490402,3997730,8944899,71.17989,58.358376,0.45542,0.46025112,0,0,895,2,2,2,2,2,0,0,0,0,0,0,0
83799591,83699069,171798694487,7.5563796e-05,0.0020851032,0.0022786162,0,0.33307785,0.25190613,0.0,0.026145687,0.027190657,0.04820571,0.0,nan,0.0,0.004601,2490402,2490402,3997730,8944899,71.609665,58.358376,0.45540228,0.46025112,0,0,895,2,2,2,2,2,0,0,0,0,0,0,0
83999715,83899069,171798694487,0.00011150713,0.004036106,0.0053110966,0,0.33314043,0.2518972,0.0,0.026884362,0.027710652,0.041805092,0.0,nan,0.0,0.004601,2490402,2490402,3997730,8944899,70.946976,58.358376,0.4582429,0.46025112,0,0,895,2,2,2,2,2,0,0,0,0,0,0,0
84199989,84099082,171798694487,0.00011330049,0.0022648615,0.0046092356,0,0.33319893,0.25189433,0.0,0.047942962,0.028710889,0.037294965,0.0,nan,0.0,0.004601,2490402,2490402,3997730,8944899,71.86558,58.358376,0.44978407,0.46025112,0,0,895,2,2,2,2,2,0,0,0,0,0,0,0
84399964,84299068,171798694487,0.00019454672,0.0017657402,0.0015900729,0,0.33324906,0.25189054,0.0,0.021260666,0.027241997,0.034021612,0.0,nan,0.0,0.004601,2490402,2490402,3997730,8944899,71.224304,58.358376,0.45367995,0.46025112,0,0,895,2,2,2,2,2,0,0,0,0,0,0,0
84599896,84499068,171798694487,0.00015070006,0.004398908,0.006820247,0,0.3333159,0.2518958,0.0,0.03758664,0.027577808,0.033184808,0.0,nan,0.0,0.004601,2490402,2490402,3997730,8944899,71.30692,58.358376,0.4549307,0.46025112,0,0,895,2,2,2,2,2,0,0,0,0,0,0,0
84789940,84689568,171798694487,7.083475e-05,0.0022034294,0.0025156806,0,0.33261037,0.2514649,0.0,0.033954713,0.026956335,0.02926328,0.0,nan,0.0,0.004601,2490402,2490402,3997730,8944899,70.589005,58.358376,0.45634034,0.46025112,0,0,895,2,2,2,2,2,0,0,0,0,0,0,0
84989918,84889528,171798694487,3.9552804e-05,0.0026511846,0.0042031487,0,0.3326605,0.25148255,0.0,0.045349423,0.028675497,0.028682407,0.0,nan,0.0,0.004601,2490402,2490402,3997730,8944899,71.25697,58.358376,0.4554589,0.46025112,0,0,895,2,2,2,2,2,0,0,0,0,0,0,0
85189600,85089458,171798694487,0.00012591926,0.003532253,0.0048958464,0,0.33272308,0.25150716,0.0,0.037418187,0.026797265,0.021042407,0.0,nan,0.0,0.004601,2490402,2490402,3997730,8944899,71.324,58.358376,0.4551515,0.46025112,0,0,895,2,2,2,2,2,0,0,0,0,0,0,0
85389620,85289490,171798694487,0.0003832116,0.005465243,0.008617163,0,0.33278733,0.25153783,0.0,0.037619773,0.027888652,0.028252676,0.0,nan,0.0,0.004601,2490402,2490402,3997730,8944899,71.984,58.358376,0.44907948,0.46025112,0,0,895,2,2,2,2,2,0,0,0,0,0,0,0
