timestamp,timestamp_sample,states[0],states[1],states[2],states[3],states[4],states[5],states[6],states[7],states[8],states[9],states[10],states[11],states[12],states[13],states[14],states[15],states[16],states[17],states[18],states[19],states[20],states[21],states[22],states[23],covariances[0],covariances[1],covariances[2],covariances[3],covariances[4],covariances[5],covariances[6],covariances[7],covariances[8],covariances[9],covariances[10],covariances[11],covariances[12],covariances[13],covariances[14],covariances[15],covariances[16],covariances[17],covariances[18],covariances[19],covariances[20],covariances[21],covariances[22],n_states
81353470,81247419,0.99489933,-0.0025651595,-0.0062430375,-0.10064667,-0.022037964,0.010820543,0.013690515,-1.2366948,0.22361863,1.8572509,-0.0033194253,0.008309689,0.0014600564,-0.0034333586,0.0023855928,-0.02485522,0.19103324,0.037860613,0.41283947,-0.043916807,-0.016539413,0.020623598,0.0,0.0,8.1552935e-05,7.822658e-05,0.020101808,0.009145924,0.0091505805,0.0052511757,0.053952824,0.05395251,0.06307975,1.9963188e-07,1.9863582e-07,9.384504e-07,0.0061136414,0.00610848,2.21305e-05,0.0012059693,6.0789833e-05,0.0012505485,0.0011720144,0.00079642877,0.0012502577,1.0,1.0,24
82360747,82255233,0.99487156,-0.002709998,-0.006059236,-0.10092929,-0.038759317,0.00833294,0.011517523,-1.2771972,0.20836274,1.8941336,-0.0033071628,0.008330601,0.0014589418,-0.0033967309,0.002356714,-0.024906818,0.19095913,0.037846383,0.41277638,-0.043931108,-0.016446529,0.020685077,0.0,0.0,8.1488964e-05,7.8257006e-05,0.020159647,0.009207398,0.009220248,0.0052547012,0.054262847,0.05426461,0.06298741,2.005763e-07,1.9938317e-07,9.489738e-07,0.0061137034,0.006108541,2.1896962e-05,0.0012059296,6.0527876e-05,0.0012504987,0.0011719018,0.0007958889,0.0012502037,1.0,1.0,24
83358139,83252484,0.99495345,-0.0027546892,-0.0065958058,-0.100082956,-0.036589272,-0.0052334373,0.017470257,-1.3309811,0.20527574,1.9470503,-0.0033070045,0.008340729,0.0014585998,-0.0033980873,0.0023362571,-0.025036508,0.19090162,0.037835516,0.41270208,-0.04393027,-0.016393675,0.020764273,0.0,0.0,8.22525e-05,7.821743e-05,0.02022313,0.009207596,0.009206232,0.0052469564,0.054349415,0.054351382,0.06284372,2.0128603e-07,1.9991771e-07,9.594063e-07,0.006113771,0.0061086095,2.1671034e-05,0.0012058993,6.0258164e-05,0.0012504688,0.0011718253,0.00079551426,0.0012501694,1.0,1.0,24
84355519,84249859,0.9949555,-0.0029262223,-0.0066104964,-0.10005662,-0.03666844,-0.010666581,0.014540468,-1.3805662,0.20460059,1.9910107,-0.0033108871,0.008355093,0.0014583312,-0.003383175,0.0023274142,-0.025097957,0.19084212,0.03782384,0.4126211,-0.04395035,-0.016348591,0.020840252,0.0,0.0,8.230895e-05,7.823007e-05,0.020291762,0.009185544,0.009178482,0.005247431,0.05434971,0.054351464,0.06307466,2.0180559e-07,2.0034142e-07,9.698551e-07,0.006113836,0.0061086803,2.1454269e-05,0.0012058624,6.0016682e-05,0.0012504306,0.0011717477,0.0007952314,0.0012501262,1.0,1.0,24
85352851,85247141,0.9950676,-0.0026181838,-0.008428985,-0.09880634,-0.027507005,0.012541462,0.00037518406,-1.4143091,0.20923467,2.0175452,-0.0033226311,0.008377468,0.0014580627,-0.0033500597,0.0023389652,-0.025113225,0.19073592,0.03780263,0.4125588,-0.04393405,-0.016257409,0.020914324,0.0,0.0,8.4560255e-05,7.806773e-05,0.020361422,0.009166021,0.009166068,0.0052383877,0.054360244,0.054359898,0.06304713,2.0223564e-07,2.0073722e-07,9.803114e-07,0.006113891,0.0061087506,2.1242764e-05,0.0012057824,5.976562e-05,0.001250379,0.0011716267,0.00079498556,0.0012500705,1.0,1.0,24
86360453,86254962,0.99572974,-0.034060106,0.0035795968,-0.085728325,-0.16667576,-0.0031950893,-0.030403096,-1.5206106,0.25492898,1.9875923,-0.0033506472,0.008357121,0.0014631785,-0.003382495,0.0022400732,-0.025073232,0.18718441,0.037063204,0.4107888,-0.041715708,-0.013342421,0.022109084,0.0,0.0,7.794101e-05,0.0001766743,0.020588545,0.009276306,0.009441244,0.0052470015,0.05465763,0.05465095,0.06333414,2.0296785e-07,2.0122665e-07,9.906455e-07,0.0061137923,0.0061086966,2.1041078e-05,0.0011986361,5.925394e-05,0.0012361772,0.0011655891,0.0007883045,0.0012358375,1.0,1.0,24
87357686,87252200,0.9973386,0.0026034648,-0.019035898,-0.070332,-0.16171043,-0.08393678,-0.11819485,-1.7557021,0.2856,1.9933254,-0.003393995,0.008337226,0.0014800207,-0.0039565987,0.0022269285,-0.02510895,0.18180232,0.035871934,0.41014597,-0.04031938,-0.0036668214,0.022424258,0.0,0.0,0.00011168425,8.225618e-05,0.02104874,0.009610436,0.009291663,0.0052530263,0.0544102,0.054395184,0.06365415,2.0396608e-07,2.0126377e-07,9.995553e-07,0.006110125,0.0061045857,2.084399e-05,0.0011698563,5.786415e-05,0.0012013972,0.0011396894,0.0007500763,0.0012008209,1.0,1.0,24
88355035,88249521,0.99248314,-0.0042375666,-0.05588656,-0.10879404,0.041300826,0.016454866,-0.027016956,-1.8334042,0.27227566,2.0116174,-0.003352629,0.00836845,0.0014892967,-0.002341951,0.003120261,-0.02515663,0.14545278,0.028805044,0.391122,-0.005149992,0.0067451475,0.042568192,0.0,0.0,0.00034365695,8.153445e-05,0.020971464,0.009326945,0.009605314,0.0052667563,0.05412759,0.054115158,0.06377316,2.0366144e-07,2.015466e-07,1.0092533e-06,0.00610035,0.0060960855,2.0658828e-05,0.0011246084,5.5844648e-05,0.0011397669,0.0010816567,0.0007289182,0.0011386587,1.0,1.0,24
89352436,89246792,0.9841379,0.04606366,-0.026129158,-0.16931659,0.31584612,-0.21094583,-6.1315684,-1.6903912,-0.1210326,-1.434705,-0.003187543,0.008311637,0.0017302154,0.0010163299,-0.0075300485,-0.02514035,0.21422005,0.11040647,0.36222544,-0.06289773,-0.021706289,0.0120816985,0.0,0.0,8.021841e-05,0.00025820552,0.017480133,0.012416932,0.013271695,0.0052690785,0.054004535,0.053955548,0.06396094,1.9920743e-07,1.9906489e-07,1.0075224e-06,0.0058075516,0.005872075,2.0435504e-05,0.0013138251,0.0011806907,0.0013882281,0.001377494,0.0014207398,0.0013886502,1.0,1.0,24
90360723,90254587,0.9780012,-0.032269508,0.00053023006,-0.20608748,-0.0008578028,0.2912672,-3.4438033,-1.4879687,-0.011337974,-6.232755,-0.003236516,0.008303789,0.0018427116,-0.0025752028,-0.0017844602,-0.025289532,0.21416424,0.08110361,0.3705482,-0.115424365,-0.0017497584,-0.0128594,0.0,0.0,6.4813335e-05,0.00013838615,0.015457959,0.0112061035,0.0094182575,0.0052870414,0.054339003,0.05428657,0.06455409,2.001646e-07,2.0106047e-07,1.0066386e-06,0.005729222,0.0058084824,2.0346375e-05,0.0010985496,0.0006241497,0.0012206387,0.001125288,0.0011212282,0.0012213816,1.0,1.0,24
91357713,91251922,0.9732082,-0.030971017,-0.01876234,-0.2270564,-0.050165966,-0.05482151,-1.6674212,-1.4471873,0.08910587,-8.640007,-0.00323054,0.0083188275,0.001868783,-0.005815236,0.00030709157,-0.025324835,0.21944273,0.07235246,0.3503234,-0.14213747,0.0076195425,0.001863133,0.0,0.0,9.3311915e-05,0.00012295094,0.015244368,0.0086934725,0.009211528,0.005315988,0.054047797,0.053969346,0.065435626,2.025303e-07,2.0375539e-07,1.0126533e-06,0.005697632,0.0057728398,2.0216316e-05,0.0010450755,0.00044586725,0.001136232,0.0010512235,0.001000874,0.0011354771,1.0,1.0,24
92355317,92249246,0.9714137,-0.048602834,0.006787892,-0.23226559,-0.04318814,0.042237896,-0.02591399,-1.5508499,0.11757115,-9.475232,-0.0032553836,0.008290464,0.00190703,-0.005334042,-0.0012905406,-0.025629248,0.22075209,0.06684048,0.34351134,-0.15423372,0.006996701,0.0054491465,0.0,0.0,6.970368e-05,0.00024062986,0.015103559,0.008625754,0.008759775,0.0053261667,0.053376798,0.05332843,0.065835446,2.0484237e-07,2.0477432e-07,1.019089e-06,0.005619302,0.005666152,2.004602e-05,0.0010012147,0.00034727954,0.0010737503,0.0009994855,0.0009231338,0.0010724762,1.0,1.0,24
93362495,93257008,0.97030187,-0.01421206,-0.005268153,-0.24142203,-0.026253171,0.026658298,1.1928495,-1.70033,0.13634993,-8.875164,-0.0032615226,0.008216222,0.0019382158,-0.002326673,0.0007317703,-0.025750771,0.22566135,0.065561995,0.33437747,-0.16070074,-0.0012039267,0.013639005,0.0,0.0,7.418131e-05,9.8952216e-05,0.015840318,0.008831715,0.0087845735,0.0053451317,0.0531062,0.053051837,0.06648825,2.0672258e-07,2.0568227e-07,1.028148e-06,0.0055461735,0.005547824,1.9912877e-05,0.0009761192,0.00029188857,0.0010363352,0.0009848154,0.00086750137,0.0010346884,1.0,1.0,24
