timestamp,timestamp_sample,accel_device_id,gyro_device_id,delta_angle[0],delta_angle[1],delta_angle[2],delta_velocity[0],delta_velocity[1],delta_velocity[2],delta_angle_dt,delta_velocity_dt,delta_angle_clipping,delta_velocity_clipping,accel_calibration_count,gyro_calibration_count
80842625,80842156,2621474,2621474,-6.826601e-05,0.00036191187,5.7655237e-05,-0.028364584,-0.009124318,-0.044643756,5297,5297,0,0,1,1
81340557,81340094,2621474,2621474,-0.00033106672,-2.0734655e-05,-3.760018e-05,-0.00371715,0.010204318,-0.048694484,5333,5333,0,0,1,1
81843721,81843278,2621474,2621474,1.0899423e-05,0.00012504218,-0.00017405987,0.018605242,0.0031475392,-0.05451038,5224,5224,0,0,1,1
82341676,82341232,2621474,2621474,-5.297283e-05,-0.0005911001,0.00030202343,0.0033883154,-0.0034680793,-0.056008585,5307,5307,0,0,1,1
82839717,82839128,2621474,2621474,-3.8414755e-06,0.00017102882,0.00014536004,0.023436569,0.00175105,-0.05548698,5255,5255,0,0,1,1
83342905,83342416,2621474,2621474,-5.04547e-05,-0.0001208427,5.9473754e-05,0.014938109,0.006261882,-0.05355029,5331,5331,0,0,1,1
83840845,83840360,2621474,2621474,6.892153e-05,0.0004145239,2.4019539e-05,-0.013159896,0.0046566674,-0.04748775,5332,5332,0,0,1,1
84344026,84343573,2621474,2621474,0.00046956254,-0.00024766853,5.599145e-05,-0.0040097204,-0.010548139,-0.050217856,5332,5332,0,0,1,1
84841997,84841519,2621474,2621474,-8.731258e-05,0.00034260188,8.7603155e-05,0.015023794,0.0029188714,-0.05277624,5375,5375,0,0,1,1
85340091,85339419,2621474,2621474,0.00032378078,-0.0039405255,-0.00075806666,0.017336538,-0.0454793,-0.052083958,5346,5346,0,0,1,1
85843088,85842593,2621474,2621474,-0.0081490865,-0.00040762505,-0.002472641,-0.019378733,-0.038036358,0.01993354,5240,5240,0,0,1,1
86341054,86340592,2621474,2621474,0.009246552,0.006679386,0.0017370872,0.0052429102,0.04755664,-0.09022422,5328,5328,0,0,1,1
86838962,86838493,2621474,2621474,-0.0007507547,-0.0045496565,0.0026532752,-0.016861187,0.009447257,-0.06334199,5331,5331,0,0,1,1
87342254,87341840,2621474,2621474,-0.011700221,-0.003514886,-0.0019911476,-0.013026073,-0.01894499,-0.06337636,5472,5472,0,0,1,1
87840095,87839655,2621474,2621474,-0.0042779357,-0.0006473566,-0.0015782391,0.015337311,-0.006200414,-0.105472095,5324,5324,0,0,1,1
88343302,88342836,2621474,2621474,0.0035078276,0.005046114,0.0002532879,0.009858531,0.022859097,-0.083494484,5241,5241,0,0,1,1
88841248,88840770,2621474,2621474,0.0008343448,-0.004135256,-0.0004490021,0.031207483,0.001209102,-0.014889682,5194,5194,0,0,1,1
89339143,89338697,2621474,2621474,0.0074203424,0.0018334624,-0.00017136184,0.017525163,0.018836297,0.0011512636,5258,5258,0,0,1,1
89842386,89841939,2621474,2621474,-0.01427735,-0.00031267674,-0.00089134695,0.026005113,0.012472589,0.0024449027,5290,5290,0,0,1,1
90340318,90339830,2621474,2621474,0.01670426,-0.003647313,-0.0011203175,0.008565773,0.034523092,0.018047053,5258,5258,0,0,1,1
90843797,90843082,2621474,2621474,-0.017031707,-0.00041721485,-0.0007671897,0.025233615,0.010306514,-0.0061020474,5323,5323,0,0,1,1
91341525,91341050,2621474,2621474,0.009687314,0.0031236736,0.00094662554,-0.022024866,0.0032555142,-0.071552925,5334,5334,0,0,1,1
91839405,91838952,2621474,2621474,0.0032087713,-0.008779365,-0.00076670066,0.014394007,-0.017701803,0.019212594,5332,5332,0,0,1,1
92342639,92342175,2621474,2621474,0.003022935,-0.0012266807,0.0011905617,0.05180831,-0.021747371,-0.030394817,5321,5321,0,0,1,1
92840567,92840098,2621474,2621474,-0.010376907,-0.004018276,-0.0015176054,0.0060097044,-0.021540487,-0.080973096,5332,5332,0,0,1,1
