timestamp,timestamp_sample,accel_device_id,gyro_device_id,delta_angle[0],delta_angle[1],delta_angle[2],delta_velocity[0],delta_velocity[1],delta_velocity[2],delta_angle_dt,delta_velocity_dt,delta_angle_clipping,delta_velocity_clipping,accel_calibration_count,gyro_calibration_count
93343801,93343322,2621474,2621474,0.01087037,0.00086755364,0.0006907114,0.0037320731,0.021881111,-0.06175711,5241,5241,0,0,1,1
93841726,93841217,2621474,2621474,0.009607364,0.0011400199,3.31584e-05,-0.0005222573,-0.008609632,-0.0018710274,5289,5289,0,0,1,1
94340086,94339300,2621474,2621474,-0.008837883,-0.004589347,0.0004555986,0.0015279925,0.0010635804,-0.06705201,5428,5428,0,0,1,1
94842871,94842410,2621474,2621474,0.014629094,0.0008161829,-0.000777992,0.00011972062,-0.050058544,-0.038024608,5332,5332,0,0,1,1
95340817,95340358,2621474,2621474,0.010798005,0.0030404746,-0.00050654245,0.012817814,0.01265721,-0.04350457,5332,5332,0,0,1,1
95844000,95843549,2621474,2621474,-0.0065818205,0.00038301045,-0.0013187964,0.0032189793,-0.068532124,-0.097704135,5322,5322,0,0,1,1
96341979,96341519,2621474,2621474,0.011565309,0.0057841144,-1.261817e-05,-0.0034933817,0.00446118,-0.049495485,5356,5356,0,0,1,1
96839883,96839413,2621474,2621474,-0.009731404,-0.005184159,0.0018845552,-0.042749375,-0.009003885,-0.10038,5327,5327,0,0,1,1
97343096,97342629,2621474,2621474,0.00026466974,0.007822291,-0.001153629,0.0029476217,-0.024213593,0.005212775,5332,5332,0,0,1,1
97841040,97840577,2621474,2621474,-0.006575947,-0.0043650297,-0.0010026199,-0.006054854,-0.0236166,-0.08188423,5293,5293,0,0,1,1
98338972,98338483,2621474,2621474,0.016378053,0.006758633,0.0010141351,-0.004880722,-0.0011874664,0.012613283,5333,5333,0,0,1,1
98842202,98841679,2621474,2621474,-0.004365478,-0.006683026,0.00062564726,-0.006245141,0.007995916,-0.10587203,5277,5277,0,0,1,1
99340052,99339610,2621474,2621474,-0.009458253,-0.0019690262,-0.0012214018,0.0074168034,-0.024951575,-0.07664174,5241,5241,0,0,1,1
99843294,99842813,2621474,2621474,0.013881805,0.006461333,-0.000829351,0.014707317,0.012896845,-0.0063226265,5241,5241,0,0,1,1
100341228,100340763,2621474,2621474,0.0006267475,-0.00261882,0.000981548,0.011870844,0.0043675546,-0.084817305,5208,5208,0,0,1,1
100839224,100838746,2621474,2621474,0.004449079,0.00038861646,0.0021066528,0.021107806,-0.010324061,-0.049899448,5332,5332,0,0,1,1
101342380,101341936,2621474,2621474,0.0041228374,-0.0071508633,-0.0011490511,-0.0013631906,-0.058081057,-0.12051554,5309,5309,0,0,1,1
101840273,101839833,2621474,2621474,-0.012667517,-0.0007683025,0.000250196,0.019804765,0.02488449,-0.060319692,5262,5262,0,0,1,1
102343820,102343137,2621474,2621474,0.01698103,-0.00014514587,-0.00032963112,0.023836799,-0.035416543,-0.03064532,5345,5345,0,0,1,1
102841435,102840992,2621474,2621474,-0.0031367636,0.0041789995,-0.0003038411,0.00786102,-0.025059544,0.0041717715,5264,5264,0,0,1,1
103339488,103338992,2621474,2621474,0.0035517933,0.00945431,0.001059467,-0.0046727317,0.02917911,-0.055683576,5372,5372,0,0,1,1
103842596,103842156,2621474,2621474,0.0094445115,-0.0012670442,0.000366385,-0.011412765,-0.0033652997,-0.10470635,5302,5302,0,0,1,1
104340598,104340102,2621474,2621474,-0.0051897806,-0.00051296095,0.0006895377,-0.018109867,0.011824354,-0.041933484,5332,5332,0,0,1,1
104843752,104843303,2621474,2621474,0.008047027,0.0039380346,0.0023425655,-0.002176511,0.012134381,-0.034851506,5240,5240,0,0,1,1
105341666,105341218,2621474,2621474,0.014032813,0.0061477325,0.00046799655,-0.025338296,-0.032971922,-0.05217319,5285,5285,0,0,1,1
105839779,105839338,2621474,2621474,-0.0058706435,-0.0071497853,-0.0005034502,-0.0042695403,0.038593855,-0.06523457,5443,5443,0,0,1,1
106342837,106342372,2621474,2621474,-0.017055992,0.0036759113,-0.0007040174,-0.036892,0.0067007565,-0.00038762647,5240,5240,0,0,1,1
106840788,106840326,2621474,2621474,-0.0070647555,0.006785836,0.0009782729,-0.02328857,0.031923834,-0.09207894,5242,5242,0,0,1,1
107344017,107343518,2621474,2621474,-0.014199539,0.006039972,0.002352003,0.29324263,0.27971697,0.06482564,5270,5270,0,0,1,1
