timestamp,timestamp_sample,yaw_composite,yaw_variance,yaw[0],yaw[1],yaw[2],yaw[3],yaw[4],innov_vn[0],innov_vn[1],innov_vn[2],innov_vn[3],innov_vn[4],innov_ve[0],innov_ve[1],innov_ve[2],innov_ve[3],innov_ve[4],weight[0],weight[1],weight[2],weight[3],weight[4],yaw_composite_valid
94359890,94254362,-0.53126085,0.025858013,-0.6366582,-0.5627657,-0.5057227,-0.3635489,1.9099644,-0.004300028,-0.0058138072,-0.0074596703,-0.011116445,-0.006534338,0.16325879,0.16255109,0.16204807,0.1603404,0.108947724,0.0017953204,0.43934062,0.5568975,0.0019640594,2.4966134e-06,1
95358120,95251642,-0.5415164,0.02311335,-0.6108184,-0.56678253,-0.52370536,-0.41639814,1.8355002,0.2734275,0.26472032,0.25446972,0.23156244,0.21959475,-0.14967912,-0.15323937,-0.15590863,-0.16469184,-0.5013985,0.0015578967,0.4162265,0.57989913,0.0023056653,1.0757307e-05,1
96354786,96248892,-0.54189634,0.02082123,-0.59964883,-0.5640832,-0.52674615,-0.43447664,1.7122089,-0.18615967,-0.18601853,-0.18609726,-0.18730885,-0.38775277,-0.20042932,-0.19368559,-0.18979037,-0.17890736,-0.12100467,0.0014624451,0.40889716,0.58726865,0.002364727,6.9867256e-06,1
97352078,97246257,-0.5654684,0.017239692,-0.6094246,-0.58207643,-0.5539545,-0.4831482,1.5267396,-0.16644934,-0.15864134,-0.14823785,-0.1251983,-0.10149345,0.17529961,0.18164839,0.18531415,0.19670889,0.6579294,0.0015142125,0.41181716,0.5845904,0.002073002,5.2054006e-06,1
98359882,98254009,-0.5839983,0.015026681,-0.570552,-0.53312886,-0.5084432,-0.44282258,1.2268323,0.13749954,0.13900122,0.14135277,0.1461182,0.050429493,-0.1274792,-0.12252792,-0.12024421,-0.113025226,0.07071868,0.0012713993,0.3989409,0.5973364,0.0024392908,1.2061267e-05,1
99356906,99251292,-0.5979893,0.01428347,-0.63246334,-0.6126454,-0.5900179,-0.53384364,1.187079,0.06510114,0.0653565,0.06580084,0.06673618,0.06150289,-0.08083141,-0.0802187,-0.079942204,-0.079061076,-0.050193794,0.0012418836,0.38571215,0.61035556,0.0026881457,2.2480485e-06,1
100354601,100248670,-0.5274404,0.013400073,-0.57065755,-0.5402798,-0.5200368,-0.46584916,0.99554497,0.059703976,0.05867371,0.056660473,0.051725715,-0.17780595,-0.3582345,-0.35381413,-0.3520254,-0.34626278,-0.31307405,0.001092162,0.3752873,0.6204488,0.0030898768,8.181369e-05,1
101351891,101245958,-0.4439575,0.012848965,-0.48589757,-0.4552691,-0.43737257,-0.38730517,1.028324,-0.21487823,-0.21406637,-0.21247022,-0.20898318,-0.17548618,-0.0154123455,-0.014596283,-0.014274254,-0.013120368,0.06229551,0.0010534241,0.3749706,0.6208102,0.0031462132,1.9567487e-05,1
102359929,102253718,-0.5564101,0.0120396465,-0.58815634,-0.57399756,-0.5543867,-0.50664043,0.99705374,0.13404436,0.13423389,0.13459516,0.1352376,0.089973696,-0.19059157,-0.18893349,-0.1883178,-0.18618938,-0.12914094,0.0010468906,0.38048944,0.61545724,0.0029917962,1.4516324e-05,1
103357316,103251048,-0.5835391,0.0110967085,-0.6086433,-0.595209,-0.57640743,-0.53057337,0.93294597,0.019208565,0.020776272,0.024248615,0.031644307,0.06430171,-0.10508102,-0.10209791,-0.100975454,-0.096997604,0.095124245,0.0009993474,0.38484365,0.6112311,0.0029236653,2.2150407e-06,1
104354180,104248371,-0.50200754,0.010395792,-0.5376091,-0.51199293,-0.49597782,-0.452051,0.82931876,0.27525893,0.27499992,0.27430746,0.2725496,0.14806543,-0.22857854,-0.22602312,-0.22517993,-0.22214484,-0.16593093,0.0010048974,0.38338172,0.61268145,0.002906741,2.5156514e-05,1
105351911,105245652,-0.6175445,0.0098900525,-0.6390871,-0.62754005,-0.6112,-0.5711927,0.7942956,0.31154636,0.31318122,0.31719744,0.32548198,0.27555063,-0.044782896,-0.03864973,-0.036719065,-0.029390858,0.27088165,0.00102455,0.39384782,0.60247546,0.0026377982,1.42888e-05,1
106360312,106253447,-0.68602943,0.008902414,-0.69373995,-0.68342817,-0.67036456,-0.63761437,0.618889,0.12616189,0.12838836,0.13451515,0.14735849,0.19273771,0.28770548,0.2941246,0.29597655,0.30335897,0.67029464,0.0011248722,0.3999076,0.59662294,0.0023300634,1.4486774e-05,1
107356351,107250797,-0.7851551,0.008974128,-0.8284145,-0.8092247,-0.7903468,-0.7440313,0.4546342,0.11327259,0.11323583,0.11316253,0.11298472,0.10481742,0.13254976,0.13266414,0.13269454,0.13281596,0.13469133,0.001065187,0.40444604,0.5918975,0.0023135364,0.00027770983,1
