timestamp,timestamp_sample,yaw_composite,yaw_variance,yaw[0],yaw[1],yaw[2],yaw[3],yaw[4],innov_vn[0],innov_vn[1],innov_vn[2],innov_vn[3],innov_vn[4],innov_ve[0],innov_ve[1],innov_ve[2],innov_ve[3],innov_ve[4],weight[0],weight[1],weight[2],weight[3],weight[4],yaw_composite_valid
81353488,81247419,-0.3851094,3.6333425,-2.504111,-1.24815,-0.0012554291,1.2501068,2.5132344,-0.015096511,-0.0029318118,-0.0036146212,-0.016272806,-0.023449194,-0.06457052,-0.059805434,-0.04678337,-0.043339882,-0.054406963,0.1976644,0.20284638,0.20409995,0.1996637,0.19572553,0
82360757,82255233,1.4929978,3.5807624,-2.5142522,-1.2550203,0.0028056123,1.2578928,2.512246,-0.026419768,-0.03388355,-0.020499205,-0.004756124,-0.008417596,0.016106308,-0.0003973432,-0.012595457,-0.0036344668,0.014108431,0.19927056,0.1989696,0.2000909,0.20108882,0.20058018,0
83358151,83252484,2.540319,3.530064,-2.5127203,-1.2554036,0.002961711,1.260287,2.5154963,-0.01575054,-0.015547989,-0.01876332,-0.02094015,-0.019078089,-0.021826632,-0.018385412,-0.017134026,-0.019805284,-0.02269687,0.20026961,0.19934809,0.19932696,0.20023556,0.20081973,0
84355585,84249859,1.3702315,3.500874,-2.5163481,-1.2512168,0.0087863775,1.2592942,2.5086794,-0.019423112,-0.034237955,-0.026522055,-0.0069805644,-0.002648972,0.06344341,0.050576437,0.03249903,0.034296922,0.05337776,0.19722368,0.19674207,0.20075007,0.20374429,0.20153992,0
85352866,85247141,2.3025942,3.5197296,-2.5183036,-1.2562667,0.010519724,1.2682431,2.515333,0.003401747,-0.0031850915,-0.021233307,-0.025385698,-0.010322591,-0.041348893,-0.024580844,-0.025886418,-0.043314822,-0.05265545,0.20044562,0.19573176,0.19689073,0.20235117,0.20458078,0
86360467,86254962,-0.45653728,1.5366215,-2.1876285,-1.0202652,-0.10335872,0.97215986,2.50186,0.18632774,0.08026227,0.06740473,0.16092688,0.24935701,0.09593809,0.06651859,-0.035421748,-0.090259515,-0.00768847,0.10824775,0.32447574,0.36829832,0.14498848,0.05398971,0
87357696,87252200,-0.3445163,0.51571006,-1.8250282,-0.78711027,-0.12675104,0.72690105,2.4501143,-0.18914491,-0.1375551,-0.102808915,-0.091774516,-0.16623488,0.06286957,0.04244823,0.06187623,0.11050783,0.14902413,0.031225344,0.36677533,0.5104736,0.086741686,0.004784008,0
88355045,88249521,-0.39327362,0.19852333,-1.381144,-0.65861523,-0.26862678,0.29415464,2.1985369,-0.2331405,-0.17106907,-0.13889943,-0.11434955,-0.21700889,0.028667964,0.025620587,0.044156916,0.09008697,0.18829435,0.0044611273,0.35490158,0.6032249,0.037398614,1.3773481e-05,0
89352446,89246792,-1.0752677,0.06081483,-1.2620819,-1.111295,-0.9653879,-0.61427766,2.5537758,-0.17174688,-0.18572608,-0.19976294,-0.23350549,-0.2106224,0.13567837,0.14205483,0.14465849,0.14473325,-0.046692997,0.01589596,0.72519296,0.25880545,0.0001006232,4.932178e-06,1
90360737,90254587,-0.7765111,0.040637914,-0.9216608,-0.8136434,-0.72002643,-0.49176753,2.3306916,0.17469323,0.15312743,0.13350974,0.094927706,0.44189855,0.15612724,0.140125,0.12627989,0.08298668,-0.21058434,0.0048739323,0.5721213,0.42244253,0.00055898156,3.2630237e-06,1
91357723,91251922,-0.66154575,0.035186794,-0.7902918,-0.69379854,-0.61537904,-0.42113456,2.127243,-0.05435025,-0.0416829,-0.027828177,0.008543854,0.28786364,0.18697448,0.169347,0.15806225,0.13362339,0.44029164,0.0027743876,0.4963613,0.4996123,0.0012494565,2.6145503e-06,1
92355334,92249246,-0.6470176,0.0309349,-0.76959395,-0.6828391,-0.6112534,-0.43504307,2.1008718,0.22381768,0.22000143,0.21594514,0.20615989,0.15772967,-0.06098178,-0.058852464,-0.05763664,-0.055543296,-0.1595743,0.0026547401,0.4965879,0.4995939,0.0011589797,4.399778e-06,1
93352337,93246494,-0.62363565,0.029886214,-0.7487921,-0.66025764,-0.5889654,-0.41379318,2.0635536,0.091462046,0.09036172,0.0889067,0.08441475,-0.020302013,0.0536661,0.05844389,0.06158951,0.06944057,0.03563334,0.002434669,0.48414966,0.512075,0.0013360992,4.563347e-06,1
