timestamp,timestamp_sample,gyro_device_id,gyro_bias[0],gyro_bias[1],gyro_bias[2],gyro_bias_limit,gyro_bias_variance[0],gyro_bias_variance[1],gyro_bias_variance[2],accel_device_id,accel_bias[0],accel_bias[1],accel_bias[2],accel_bias_limit,accel_bias_variance[0],accel_bias_variance[1],accel_bias_variance[2],mag_device_id,mag_bias[0],mag_bias[1],mag_bias[2],mag_bias_limit,mag_bias_variance[0],mag_bias_variance[1],mag_bias_variance[2],gyro_bias_valid,gyro_bias_stable,accel_bias_valid,accel_bias_stable,mag_bias_valid,mag_bias_stable
89742337,89635346,2621474,-0.0022664983,-0.00068859436,0.0010744575,0.15,2.0389234e-07,2.0276744e-07,9.712111e-07,2621474,-0.0007710822,-0.006136556,-0.014038919,0.4,0.0057520363,0.005817631,2.026209e-05,8944899,-0.088552535,-0.0103581585,-0.0010026051,0.5,0.0012083356,0.0012376078,0.0012874044,1,0,1,0,1,0
89816535,89709520,2621474,-0.0022745891,-0.0006916545,0.0010790146,0.15,2.0266825e-07,2.014524e-07,9.710834e-07,2621474,-0.0014401353,-0.0053687305,-0.014120779,0.4,0.005728182,0.0057981582,2.021717e-05,8944899,-0.091825046,-0.0084573245,0.00015069936,0.5,0.001192369,0.0012187032,0.0012803264,1,0,1,0,1,0
89880130,89773085,2621474,-0.0022756169,-0.0006916087,0.001084733,0.15,2.0333628e-07,2.0212578e-07,9.715905e-07,2621474,-0.0015672329,-0.0051161223,-0.014123869,0.4,0.0057280976,0.0057978383,2.022084e-05,8944899,-0.09694741,-0.006734728,-0.0013370535,0.5,0.0011802599,0.0012042153,0.001274669,1,0,1,0,1,0
89954187,89847238,2621474,-0.0022937132,-0.00068954605,0.0010936751,0.15,2.0219034e-07,2.0102269e-07,9.713258e-07,2621474,-0.0018151501,-0.0040160483,-0.01424207,0.4,0.0057168505,0.00578855,2.0177911e-05,8944899,-0.098921135,-0.0041029193,-0.002817514,0.5,0.00116554,0.0011839065,0.001264496,1,0,1,0,1,0
90017824,89910787,2621474,-0.0022945695,-0.0006896237,0.0010985032,0.15,2.0285908e-07,2.0169571e-07,9.718617e-07,2621474,-0.001929207,-0.0037988722,-0.014244743,0.4,0.0057167714,0.0057882764,2.0181653e-05,8944899,-0.10213972,-0.0039669303,-0.0010697803,0.5,0.0011552955,0.0011704752,0.0012581517,1,0,1,0,1,0
90092011,89984988,2621474,-0.0022953823,-0.0006896974,0.0011030784,0.15,2.0364159e-07,2.0248221e-07,9.725203e-07,2621474,-0.0020362632,-0.0035926215,-0.014247279,0.4,0.0057166982,0.0057880213,2.0186359e-05,8944899,-0.10639796,-0.0031703736,-0.004471321,0.5,0.0011467617,0.0011574494,0.0012505896,1,0,1,0,1,0
90155854,90048571,2621474,-0.0023153364,-0.00067380583,0.0011241867,0.15,2.023643e-07,2.0140769e-07,9.720387e-07,2621474,-0.0020335144,-0.0035914232,-0.014245922,0.4,0.005716692,0.005788023,2.0187977e-05,8944899,-0.1044325,-0.0028114284,-0.008261513,0.5,0.001133777,0.0011414024,0.001243897,1,0,1,0,1,0
90230064,90122698,2621474,-0.0023160027,-0.0006739692,0.0011281315,0.15,2.031461e-07,2.0219247e-07,9.727122e-07,2621474,-0.0021257983,-0.0034081887,-0.0142467255,0.4,0.005716623,0.00578779,2.019174e-05,8944899,-0.10682109,-0.0038527583,-0.010480045,0.5,0.0011225938,0.001129116,0.0012354886,1,0,1,0,1,0
90293348,90186226,2621474,-0.0023166381,-0.0006741231,0.0011318884,0.15,2.0381572e-07,2.0286491e-07,9.732798e-07,2621474,-0.0022159996,-0.0032346547,-0.014248865,0.4,0.005716557,0.005787569,2.0195404e-05,8944899,-0.10991066,-0.004251393,-0.011778,0.5,0.001115166,0.0011199866,0.0012316839,1,0,1,0,1,0
90367427,90260361,2621474,-0.0023216135,-0.0006719988,0.0011392692,0.15,2.0257042e-07,2.0203242e-07,9.724757e-07,2621474,-0.002215171,-0.0032342458,-0.014248478,0.4,0.0057165488,0.005787569,2.0196027e-05,8944899,-0.11063227,-0.0019693037,-0.01371578,0.5,0.0011028025,0.0010982915,0.001219031,1,0,1,0,1,0
