timestamp,timestamp_sample,yaw_composite,yaw_variance,yaw[0],yaw[1],yaw[2],yaw[3],yaw[4],innov_vn[0],innov_vn[1],innov_vn[2],innov_vn[3],innov_vn[4],innov_ve[0],innov_ve[1],innov_ve[2],innov_ve[3],innov_ve[4],weight[0],weight[1],weight[2],weight[3],weight[4],yaw_composite_valid
81351875,81244774,-0.008420862,3.4925842,-2.507818,-1.248311,0.00045888498,1.2495927,2.5092626,-0.015592693,0.0006431411,-0.0009868676,-0.018295933,-0.027391158,-0.06849572,-0.06142236,-0.043813244,-0.039861925,-0.05518277,0.19667664,0.20129208,0.20414534,0.20124084,0.19664517,0
82358333,82251182,-2.981329,3.7059577,-2.5165722,-1.263778,-0.0012086243,1.2634025,2.5185513,-0.01706182,-0.008206118,-0.0141453035,-0.026692016,-0.028385403,-0.007928376,0.0011222828,0.0124021005,0.010146355,-0.0023942133,0.20345247,0.19939896,0.19620124,0.19822864,0.2027188,0
83354930,83247049,-2.8299832,3.376484,-2.5232844,-1.2919544,-0.010110015,1.2882634,2.5440395,-0.0048519373,-0.03169679,-0.040018022,-0.016827324,0.0042715548,-0.0010776618,-0.0012892163,-0.027678132,-0.04321391,-0.026029259,0.21854661,0.19964005,0.1818759,0.1886362,0.21130118,0
84360352,84253520,-2.9592068,3.4673915,-2.5281627,-1.2920165,-0.00617639,1.2894734,2.5399196,-0.02738718,-0.02473446,-0.012686593,-0.0084669255,-0.017803375,0.05067269,0.039336145,0.03839285,0.049791522,0.056917578,0.21734099,0.19721563,0.1815439,0.19079353,0.21310595,0
85356640,85249331,-2.8284674,3.1982796,-2.529119,-1.3143494,-0.016273836,1.3094084,2.5640054,0.002458388,-0.0037515555,-0.020713303,-0.023643881,-0.008878231,-0.040450037,-0.025637385,-0.02710704,-0.04413021,-0.051332705,0.23101036,0.19910274,0.17021409,0.1810506,0.21862225,0
86352358,86245162,-1.1998432,1.8268272,-2.2433085,-1.2213544,-0.20257914,1.1240661,2.70827,0.12620333,0.09970337,0.13594076,0.19861558,0.19248389,0.052947566,-3.8966537e-05,-0.04583925,-0.02619163,0.044975147,0.224359,0.35618222,0.23367609,0.094239585,0.09154312,0
87358518,87251638,-0.8039726,0.54368055,-1.8376639,-1.0017735,-0.31802887,0.7987245,2.8419762,-0.16500723,-0.09448855,-0.06347535,-0.10853507,-0.22690648,0.017513808,0.03368266,0.09003499,0.17105225,0.11343093,0.102027774,0.5144116,0.34862825,0.02866608,0.006266365,0
88354643,88247481,-0.56262225,0.19059804,-1.3591067,-0.76622945,-0.38128486,0.31230107,2.8078148,-0.22799987,-0.15021315,-0.102548555,-0.072971776,-0.301002,-0.016210906,-0.010066807,0.022920921,0.11736108,0.17649087,0.014070765,0.4573091,0.51635385,0.01225874,7.615912e-06,0
89360832,89253963,-1.0904305,0.059346586,-1.2425528,-1.1190959,-0.994598,-0.5906396,-2.701157,-0.1654307,-0.1775831,-0.1906215,-0.23277417,-0.121745735,0.14161895,0.14836216,0.15147959,0.15358014,0.0010421872,0.02974095,0.7117253,0.25849798,2.2336555e-05,1.3478071e-05,1
90356618,90249846,-0.79523814,0.03876846,-0.9197668,-0.82941526,-0.75038254,-0.4955151,-2.350873,0.15638658,0.13856833,0.12135948,0.077665955,0.47044015,0.16032144,0.14447507,0.13208392,0.07931399,0.10826585,0.011549177,0.5909302,0.39739013,0.00012734332,3.102983e-06,1
91352697,91245661,-0.68210644,0.034401555,-0.7905084,-0.71184886,-0.64678556,-0.43507028,-2.2559307,-0.07035801,-0.06200003,-0.05208268,-0.0161501,-0.010764623,0.2132301,0.19560482,0.1845695,0.15079509,0.49068856,0.007079124,0.5282131,0.46438456,0.0003198348,3.3411652e-06,1
92359297,92252092,-0.6757235,0.031131776,-0.7795995,-0.7031491,-0.640236,-0.4381289,-2.1228347,0.21124807,0.20848271,0.20534824,0.19581792,0.24304256,-0.06819769,-0.06715599,-0.06665137,-0.066005945,-0.11932852,0.0069924477,0.5314242,0.46130025,0.0002789869,4.0533155e-06,1
93355201,93248050,-0.673821,0.03038756,-0.7645037,-0.7003483,-0.64335716,-0.45885623,-2.1414359,0.06770013,0.0655797,0.06302223,0.054766655,0.07892157,0.07361812,0.07584638,0.07712645,0.08073679,0.0131311305,0.006542807,0.5216179,0.47151446,0.0003221682,2.6304e-06,1
94361295,94254440,-0.57186425,0.027109396,-0.6669225,-0.5993061,-0.5469115,-0.37845543,-1.925983,0.07065374,0.06800538,0.06458753,0.053461492,0.078299195,0.19589022,0.20013283,0.20263848,0.21044308,0.08789155,0.005329457,0.48599532,0.50820625,0.0004645742,4.296039e-06,1
95357406,95250348,-0.577843,0.024241408,-0.6383643,-0.5984056,-0.5593895,-0.43400303,-1.8110735,0.26728794,0.25903168,0.24833965,0.21826053,0.46561867,-0.13362318,-0.13760565,-0.14033875,-0.15242773,-0.2207779,0.004777813,0.46484146,0.5298239,0.00054785726,9.025392e-06,1
96353208,96246085,-0.57021224,0.02177032,-0.6204272,-0.58854955,-0.55445737,-0.44671655,-1.6766402,-0.16406736,-0.16448355,-0.16535774,-0.16950691,-0.21853313,-0.17807528,-0.1702162,-0.16613466,-0.15105811,-0.3313466,0.0044006556,0.45534098,0.53966403,0.00058938196,4.9113482e-06,1
97359792,97252540,-0.6091427,0.018466424,-0.6505539,-0.62523305,-0.5989099,-0.5145722,-1.5326394,-0.16587254,-0.15937498,-0.14948887,-0.122206055,-0.38171303,0.17712617,0.18339501,0.18663868,0.20029059,0.18653046,0.0049016415,0.46185723,0.5327722,0.00046364573,5.3139483e-06,1
98355499,98248385,-0.57142556,0.016664946,-0.62059224,-0.5846707,-0.5603228,-0.47877842,-1.3899381,0.11909005,0.120161325,0.12217432,0.12717286,0.05680883,-0.11975693,-0.11549244,-0.11373495,-0.10627992,-0.18689144,0.00420252,0.44739807,0.54781795,0.0005769061,4.539052e-06,1
99361754,99254902,-0.6367852,0.015706176,-0.6682661,-0.65021205,-0.62930566,-0.5633471,-1.4045691,0.07571143,0.07547595,0.07493817,0.07333954,0.08098121,-0.046428345,-0.04560162,-0.045300752,-0.044036306,-0.0709102,0.0041451887,0.43127948,0.5639029,0.00066232873,1.0110898e-05,1
100357846,100250712,-0.6000511,0.014755211,-0.640351,-0.6117685,-0.5911022,-0.5230081,-1.290029,0.0071188807,0.006228745,0.0040042996,-0.0024618804,0.031585306,-0.35698336,-0.35424772,-0.3532496,-0.34906018,-0.4451172,0.0038887362,0.42538458,0.56998104,0.00072150514,2.4024734e-05,1
101353656,101246568,-0.5212035,0.014269128,-0.5603967,-0.53145653,-0.51338696,-0.45112967,-1.2072636,-0.2029823,-0.20296067,-0.20289132,-0.20282331,-0.20812902,0.040844068,0.04173106,0.04202047,0.043359444,0.020323604,0.0038150307,0.42492786,0.5705217,0.0007286481,6.7708916e-06,1
102359900,102253050,-0.6197886,0.013380707,-0.6470628,-0.63454384,-0.6168827,-0.56265175,-1.2408462,0.10441591,0.10432212,0.104005896,0.10306169,0.10654005,-0.17081231,-0.17013721,-0.16992329,-0.16894235,-0.1907266,0.0038540345,0.43003297,0.56542534,0.0006811771,6.458761e-06,1
103356362,103248939,-0.6457993,0.012464029,-0.66716623,-0.65533227,-0.63844776,-0.58657354,-1.2393584,0.024208188,0.02505076,0.027864203,0.03502284,-0.03227304,-0.081884995,-0.07885562,-0.07784802,-0.07309456,-0.1315864,0.0036908546,0.43104738,0.5645697,0.000686553,5.489484e-06,1
104351793,104244765,-0.58391595,0.011717826,-0.6168861,-0.593334,-0.57669175,-0.5213624,-1.1804693,0.2795339,0.27942538,0.2789469,0.27734348,0.2770482,-0.23310584,-0.23034827,-0.22957444,-0.22575253,-0.30793348,0.003655017,0.42667547,0.5689321,0.0007096573,2.7619395e-05,1
105358367,105251213,-0.67827386,0.011203423,-0.69659054,-0.68628657,-0.6719616,-0.62751764,-1.2081659,0.28547814,0.2862472,0.28934523,0.29695138,0.2199611,-0.015354829,-0.00986567,-0.008405609,-0.0008162707,-0.13141635,0.0037135326,0.43564463,0.55998385,0.00064105424,1.6939923e-05,1
106354606,106247041,-0.7416204,0.010046255,-0.756488,-0.7479527,-0.7365243,-0.700464,-1.200855,0.09929332,0.10037358,0.106100574,0.12051804,0.00086146593,0.29120517,0.29711837,0.29852104,0.3063507,0.18235517,0.0040019522,0.44019693,0.5552251,0.0005631295,1.28954e-05,1
