timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count,clip_counter[0],clip_counter[1],clip_counter[2],samples
81347390,81347139,2424842,1.9273324,1.3726757,-9.172187,41.558903,0,0,0,0,6
82347380,82347126,2424842,0.7350199,2.646391,-10.316615,41.606823,0,0,0,0,6
83347285,83347027,2424842,-1.3327723,-1.0095551,-14.150531,41.606823,0,0,0,0,6
84347187,84346934,2424842,-0.6839436,1.0726024,-7.6239367,41.798515,0,0,0,0,6
85347088,85346833,2424842,1.7844784,-1.6057113,-8.79949,41.75059,0,0,0,0,6
86347025,86346776,2424842,19.949287,0.7916827,2.1332338,41.463055,0,0,0,0,6
87346998,87346747,2424842,3.0669725,-5.3111377,-6.5050464,41.942284,0,0,0,0,6
88346872,88346623,2424842,5.877765,24.08168,-24.096045,41.654747,0,0,0,0,6
89346806,89346552,2424842,3.0917125,9.51775,-14.777013,41.75059,0,0,0,0,6
90346713,90346463,2424842,-0.47085968,2.908955,-24.697786,41.75059,0,0,0,0,6
91346720,91346385,2424842,-7.9439616,7.369353,-0.92176765,41.942284,0,0,0,0,6
92346598,92346350,2424842,1.9552648,6.7237167,4.875393,41.75059,0,0,0,0,6
93346623,93346371,2424842,4.57931,-12.741143,-18.413805,41.75059,0,0,0,0,6
94346462,94346210,2424842,-16.691576,-10.328587,-18.840773,41.798515,0,0,0,0,6
95349006,95348757,2424842,0.39743748,-9.112332,-20.210255,41.798515,0,0,0,0,6
96346318,96346065,2424842,-0.27134287,4.817134,-16.637308,42.086052,0,0,0,0,6
97347555,97347308,2424842,-17.306087,1.8387469,-6.040571,41.558903,0,0,0,0,6
98347448,98347201,2424842,2.170743,-1.4421076,-3.6942532,41.75059,0,0,0,0,6
99347394,99347146,2424842,4.771644,-0.6065311,-4.06296,41.942284,0,0,0,0,6
100347282,100347032,2424842,15.914259,3.6727054,-18.82561,41.942284,0,0,0,0,6
101347281,101347030,2424842,-52.417854,-20.67473,-3.0214827,41.84644,0,0,0,0,6
102347185,102346938,2424842,-5.5330005,6.1227717,-7.509813,41.75059,0,0,0,0,6
103347045,103346795,2424842,-10.329385,1.61449,-8.412427,41.654747,0,0,0,0,6
104347052,104346799,2424842,3.0757513,6.9391947,-10.086772,41.990208,0,0,0,0,6
105346997,105346746,2424842,3.6008794,-6.9120603,-2.3287601,42.086052,0,0,0,0,6
106346925,106346671,2424842,1.7621325,5.971937,3.5474088,41.84644,0,0,0,0,6
107346844,107346590,2424842,-44.184994,71.1469,-12.753913,41.75059,0,0,0,0,6
