timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count,clip_counter[0],clip_counter[1],clip_counter[2],samples
81341801,81341425,2621474,-0.02396845,0.017665636,-0.04696041,34.61009,0,0,0,0,12
82341610,82341232,2621474,-0.019130373,0.0056814104,-0.03959233,34.705933,0,0,0,0,12
83341465,83341083,2621474,0.10488416,0.06409341,0.007501237,34.562164,0,0,0,0,12
84341289,84340908,2621474,0.06178534,0.23577854,0.020950202,34.562164,0,0,0,0,12
85341127,85340751,2621474,0.7381395,0.29734194,-0.07234921,34.46632,0,0,0,0,12
86340989,86340592,2621474,0.4050224,2.0178328,0.1774997,34.46632,0,0,0,0,12
87342216,87341840,2621474,1.0267373,-2.7922356,-0.07976168,34.370476,0,0,0,0,12
88341904,88341519,2621474,-2.2993734,1.0462228,0.23426941,34.370476,0,0,0,0,12
89341761,89341363,2621474,-0.16067739,0.6402239,0.19352305,34.80178,0,0,0,0,12
90341561,90341162,2621474,0.036618467,2.7208629,0.1272991,34.562164,0,0,0,0,12
91341460,91341050,2621474,0.3005821,1.6583505,0.5621045,34.46632,0,0,0,0,12
92341223,92340819,2621474,0.34643286,-0.40271434,0.5168752,34.562164,0,0,0,0,12
93341065,93340655,2621474,-0.54559296,2.411315,-0.05863393,34.61009,0,0,0,0,12
94342250,94341835,2621474,-0.97538275,-0.4016047,0.23338169,34.61009,0,0,0,0,12
95340740,95340358,2621474,-0.7418679,2.6670227,-0.62344605,34.46632,0,0,0,0,12
96341903,96341519,2621474,-0.20648377,1.3108523,0.02956109,34.61009,0,0,0,0,12
97341674,97341297,2621474,-0.6623282,-0.28358227,-0.20430885,34.562164,0,0,0,0,12
98341536,98341149,2621474,-0.7070249,2.3110025,0.1295184,34.705933,0,0,0,0,12
99341324,99340943,2621474,0.97902244,-2.211267,0.14625193,34.705933,0,0,0,0,12
100341166,100340763,2621474,-0.34487936,0.38140905,0.5096847,34.705933,0,0,0,0,12
101340980,101340603,2621474,3.6263378,-0.5356061,-0.15100123,34.562164,0,0,0,0,12
102340942,102340559,2621474,0.17825425,3.0601053,-0.07243799,34.418396,0,0,0,0,12
103341976,103341571,2621474,-2.1664815,-0.43951035,0.6159448,34.753857,0,0,0,0,12
104341842,104341436,2621474,-0.28229508,-2.905642,0.009409836,34.562164,0,0,0,0,12
105341599,105341218,2621474,-0.8845246,1.8754425,0.3723543,34.94555,0,0,0,0,12
106341443,106341039,2621474,-0.77125144,-3.2325895,0.29263702,34.753857,0,0,0,0,12
107341324,107340941,2621474,-0.7145261,-2.4033253,0.53036857,34.705933,0,0,0,0,12
