timestamp,timestamp_sample,latitude_deg,longitude_deg,altitude_msl_m,altitude_ellipsoid_m,time_utc_usec,device_id,s_variance_m_s,c_variance_rad,eph,epv,hdop,vdop,noise_per_ms,jamming_indicator,vel_m_s,vel_n_m_s,vel_e_m_s,vel_d_m_s,cog_rad,timestamp_time_relative,heading,heading_offset,heading_accuracy,rtcm_injection_rate,automatic_gain_control,fix_type,jamming_state,spoofing_state,vel_ned_valid,satellites_used,selected_rtcm_instance,rtcm_crc_failed,rtcm_msg_used
99554208,0,33.6448528,-117.84206830000001,28.54,28.54,1710221009000000,8748291,0.055236816,0.23211765,0.88691664,1.3258252,0.6298828,0.97021484,-1,-1,0.53889704,0.37500003,-0.312,0.22900002,-0.69395083,0,nan,nan,nan,0.0,0,3,0,0,1,23,0,0,0
99745485,0,33.6448533,-117.84206900000001,28.42,28.42,1710221009200000,8748291,0.06866455,0.79204243,0.88691664,1.3221372,0.6298828,0.97021484,-1,-1,0.82811177,0.097,-0.27800003,0.77400005,-1.2350832,0,nan,nan,nan,0.0,0,3,0,0,1,23,0,0,0
99945717,0,33.6448535,-117.8420693,28.34,28.34,1710221009400000,8748291,0.06347656,3.1824205,0.888017,1.3250884,0.6298828,0.97021484,-1,-1,0.14417699,0.13900001,-0.025,-0.029000001,-0.17795356,0,nan,nan,nan,0.0,0,3,0,0,1,23,0,0,0
100146017,0,33.6448539,-117.8420697,28.28,28.28,1710221009600000,8748291,0.09857178,0.6612893,0.8899394,1.3298702,0.6298828,0.97021484,-1,-1,0.7482921,0.272,-0.27400002,0.64100003,-0.7890611,0,nan,nan,nan,0.0,0,3,0,0,1,23,0,0,0
100348217,0,33.6448544,-117.8420697,28.21,28.21,1710221009800000,8748291,0.05807495,0.37448135,0.8921314,1.3339028,0.6298828,0.97021484,-1,-1,0.40730458,0.316,0.23500001,0.104,0.63943815,0,nan,nan,nan,0.0,0,3,0,0,1,23,0,0,0
100552950,0,33.6448548,-117.8420694,28.07,28.07,1710221010000000,8748291,0.06915283,3.2851696,0.894045,1.3360974,0.6298828,0.97021484,-1,-1,0.87412477,0.14500001,-0.0050000004,0.86200005,-0.0344691,0,nan,nan,nan,0.0,0,3,0,0,1,23,0,0,0
100746546,0,33.6448549,-117.8420693,27.95,27.95,1710221010200000,8748291,0.07672119,21.164463,0.89595443,1.3401114,0.6298828,0.97021484,-1,-1,0.44806364,-0.012,0.059000004,0.44400004,1.7714492,0,nan,nan,nan,0.0,0,3,0,0,1,23,0,0,0
100946937,0,33.6448548,-117.8420692,27.8,27.8,1710221010400000,8748291,0.077819824,2.4172146,0.8981317,1.3441133,0.6298828,0.97021484,-1,-1,1.040586,-0.163,0.075,1.0250001,2.7103527,0,nan,nan,nan,0.0,0,3,0,0,1,23,0,0,0
101143809,0,33.6448545,-117.8420687,27.580000000000002,27.580000000000002,1710221010600000,8748291,0.07183838,0.6035367,0.9000326,1.3499132,0.6298828,0.97021484,-1,-1,0.96012765,-0.11000001,0.32700002,0.896,1.8952967,0,nan,nan,nan,0.0,0,3,0,0,1,23,0,0,0
101345231,0,33.6448545,-117.8420681,27.35,27.35,1710221010800000,8748291,0.07952881,1.4712299,0.90301144,1.3531647,0.6298828,0.97021484,-1,-1,1.2252612,0.134,0.19000001,1.2030001,0.9565468,0,nan,nan,nan,0.0,0,3,0,0,1,23,0,0,0
101553169,0,33.6448545,-117.84206760000001,27.1,27.1,1710221011000000,8748291,0.07287598,0.9144932,0.90409225,1.3560483,0.6298828,0.97021484,-1,-1,1.1676382,-0.133,0.24900001,1.133,2.0613787,0,nan,nan,nan,0.0,0,3,0,0,1,23,0,0,0
101745766,0,33.6448545,-117.8420672,26.87,26.87,1710221011200000,8748291,0.09362793,1.1675177,0.90490204,1.3600035,0.6298828,0.97021484,-1,-1,0.9149285,0.263,0.105000004,0.87000006,0.37985063,0,nan,nan,nan,0.0,0,3,0,0,1,23,0,0,0
101944948,0,33.6448547,-117.842067,26.72,26.72,1710221011400000,8748291,0.077819824,6.8113627,0.9059806,1.363947,0.6298828,0.97021484,-1,-1,0.73976284,-0.047000002,0.096,0.73200005,2.0260758,0,nan,nan,nan,0.0,0,3,0,0,1,23,0,0,0
102146045,0,33.6448546,-117.8420667,26.560000000000002,26.560000000000002,1710221011600000,8748291,0.068115234,2.342581,0.9059806,1.3660933,0.6298828,0.97021484,-1,-1,0.753547,-0.039,0.16600001,0.734,1.8015511,0,nan,nan,nan,0.0,0,3,0,0,1,23,0,0,0
102342906,0,33.6448545,-117.8420661,26.400000000000002,26.400000000000002,1710221011800000,8748291,0.060028076,0.49661696,0.90490204,1.3678793,0.6298828,0.97021484,-1,-1,1.0097415,-0.093,0.335,0.9480001,1.8415892,0,nan,nan,nan,0.0,0,3,0,0,1,23,0,0,0
102553275,0,33.6448544,-117.8420655,26.23,26.23,1710221012000000,8748291,0.06298828,1.1969271,0.90490204,1.3710881,0.6298828,0.97021484,-1,-1,0.62557894,0.080000006,0.215,0.582,1.2145767,0,nan,nan,nan,0.0,0,3,0,0,1,23,0,0,0
102747857,0,33.6448543,-117.842065,26.03,26.03,1710221012200000,8748291,0.06707764,1.228708,0.90490204,1.3739343,0.6298828,0.97021484,-1,-1,1.1656569,-0.14400001,0.18400002,1.1420001,2.2348425,0,nan,nan,nan,0.0,0,3,0,0,1,23,0,0,0
102963973,0,33.644854,-117.8420646,26.01,26.01,1710221012400000,8748291,0.070251465,0.6358,0.90409225,1.3728677,0.58984375,0.97021484,-1,-1,0.83593184,-0.19800001,0.26700002,-0.767,2.2088823,0,nan,nan,nan,0.0,0,3,0,0,1,26,0,0,0
103148387,0,33.6448537,-117.8420641,26.04,26.04,1710221012600000,8748291,0.05807495,0.4827831,0.9019294,1.3671652,0.58984375,0.97021484,-1,-1,0.60769486,-0.256,0.23400001,0.499,2.4010625,0,nan,nan,nan,0.0,0,3,0,0,1,26,0,0,0
103348728,0,33.6448531,-117.8420634,25.92,25.92,1710221012800000,8748291,0.05758667,0.74116015,0.8921314,1.3671652,0.58984375,0.97021484,-1,-1,0.55420125,-0.15300001,0.23300001,0.47900003,2.151834,0,nan,nan,nan,0.0,0,3,0,0,1,26,0,0,0
103554512,0,33.6448527,-117.842063,25.73,25.73,1710221013000000,8748291,0.06707764,0.9348929,0.8921314,1.3710881,0.58984375,0.97021484,-1,-1,0.91986364,-0.25500003,0.082,0.88000005,2.8304675,0,nan,nan,nan,0.0,0,3,0,0,1,26,0,0,0
103748023,0,33.6448525,-117.842063,25.64,25.64,1710221013200000,8748291,0.08062744,89.0911,0.8910361,1.3760649,0.58984375,0.97021484,-1,-1,0.38617355,0.011000001,-0.028,0.38500002,-1.1964626,0,nan,nan,nan,0.0,0,3,0,0,1,26,0,0,0
103964021,0,33.6448525,-117.8420631,25.5,25.5,1710221013400000,8748291,0.06866455,2.8200152,0.8921314,1.377838,0.58984375,0.97021484,-1,-1,0.8651878,0.018000001,-0.155,0.851,-1.4551852,0,nan,nan,nan,0.0,0,3,0,0,1,26,0,0,0
104144051,0,33.6448527,-117.8420636,25.330000000000002,25.330000000000002,1710221013600000,8748291,0.083496094,0.7118773,0.8921314,1.382084,0.58984375,0.97021484,-1,-1,0.77480006,0.13900001,-0.31300002,0.69500005,-1.1528685,0,nan,nan,nan,0.0,0,3,0,0,1,26,0,0,0
104347464,0,33.6448527,-117.8420639,25.14,25.14,1710221013800000,8748291,0.077819824,7.728653,0.892952,1.3859648,0.58984375,0.97021484,-1,-1,0.99308264,-0.087000005,0.05,0.98800004,2.6199744,0,nan,nan,nan,0.0,0,3,0,0,1,26,0,0,0
104558027,0,33.6448528,-117.84206400000001,24.98,24.98,1710221014000000,8748291,0.070739746,2.7821815,0.892952,1.3870213,0.58984375,0.97021484,-1,-1,0.81475586,0.09900001,-0.125,0.799,-0.90095246,0,nan,nan,nan,0.0,0,3,0,0,1,26,0,0,0
104748020,0,33.644852900000004,-117.8420642,24.89,24.89,1710221014200000,8748291,0.07897949,7.9576306,0.894045,1.3908883,0.58984375,0.97021484,-1,-1,0.7873284,-0.081,-0.058000002,0.781,-2.5201764,0,nan,nan,nan,0.0,0,3,0,0,1,26,0,0,0
104960704,0,33.644853,-117.8420643,24.68,24.68,1710221014400000,8748291,0.0625,0.7371934,0.89486384,1.3898348,0.58984375,0.97021484,-1,-1,0.6904035,0.291,0.010000001,0.62600005,0.03435074,0,nan,nan,nan,0.0,0,3,0,0,1,26,0,0,0
105148650,0,33.6448534,-117.8420641,24.52,24.52,1710221014600000,8748291,0.07952881,3.331468,0.89486384,1.3950946,0.58984375,0.97021484,-1,-1,0.74714994,0.056,0.14400001,0.731,1.199905,0,nan,nan,nan,0.0,0,3,0,0,1,26,0,0,0
105350115,0,33.6448535,-117.8420639,24.41,24.41,1710221014800000,8748291,0.077819824,255.14694,0.89595443,1.3961443,0.58984375,0.97021484,-1,-1,0.44734105,0.007,0.016,0.44700003,1.1583859,0,nan,nan,nan,0.0,0,3,0,0,1,26,0,0,0
105556939,0,33.6448534,-117.8420637,24.28,24.28,1710221015000000,8748291,0.07672119,1.1506913,0.89704376,1.401032,0.58984375,0.97021484,-1,-1,0.9690356,-0.143,0.215,0.934,2.1577249,0,nan,nan,nan,0.0,0,3,0,0,1,26,0,0,0
105751484,0,33.6448531,-117.8420632,24.150000000000002,24.150000000000002,1710221015200000,8748291,0.06604004,0.48538497,0.89704376,1.4041651,0.58984375,0.97021484,-1,-1,0.81254727,-0.29900002,0.216,0.72400004,2.5159855,0,nan,nan,nan,0.0,0,3,0,0,1,26,0,0,0
105954054,0,33.6448528,-117.84206280000001,23.97,23.97,1710221015400000,8748291,0.078430176,2.8183908,0.89704376,1.4069443,0.58984375,0.97021484,-1,-1,1.038486,-0.102000006,0.132,1.0250001,2.228685,0,nan,nan,nan,0.0,0,3,0,0,1,26,0,0,0
106147583,0,33.6448528,-117.8420627,23.87,23.87,1710221015600000,8748291,0.05758667,2.0910192,0.8981317,1.4090251,0.58984375,0.97021484,-1,-1,0.17420965,0.162,-0.036000002,-0.053000003,-0.21866897,0,nan,nan,nan,0.0,0,3,0,0,1,26,0,0,0
106346888,0,33.6448532,-117.8420633,23.91,23.91,1710221015800000,8748291,0.051971436,0.23495114,0.9000326,1.4128318,0.58984375,0.97021484,-1,-1,0.5039465,0.14,-0.44900003,0.18100001,-1.2685456,0,nan,nan,nan,0.0,0,3,0,0,1,26,0,0,0
106555310,0,33.6448535,-117.8420641,23.84,23.84,1710221016000000,8748291,0.097351074,0.89119124,0.9011169,1.417662,0.58984375,0.97021484,-1,-1,0.45519888,0.17400001,-0.28100002,0.31300002,-1.0163664,0,nan,nan,nan,0.0,0,3,0,0,1,26,0,0,0
106748288,0,33.6448538,-117.8420648,23.73,23.73,1710221016200000,8748291,0.09674072,0.4178341,0.90409225,1.4231622,0.58984375,0.97021484,-1,-1,0.8208252,0.165,-0.45200002,0.665,-1.2207824,0,nan,nan,nan,0.0,0,3,0,0,1,26,0,0,0
106963240,0,33.6448542,-117.8420654,23.76,23.76,1710221016400000,8748291,0.08526611,2.9368684,0.90409225,1.4259043,0.58984375,0.97021484,-1,-1,0.21615273,0.15200001,-0.07700001,0.133,-0.46889693,0,nan,nan,nan,0.0,0,3,0,0,1,26,0,0,0
107146454,0,33.6448545,-117.8420655,23.47,23.47,1710221016600000,8748291,0.097961426,4.2820916,0.9059806,1.4340992,0.58984375,0.97021484,-1,-1,2.6183722,0.149,-0.026,2.614,-0.17275724,0,nan,nan,nan,0.0,0,3,0,0,1,26,0,0,0
107344529,0,33.6448547,-117.8420658,22.77,22.77,1710221016800000,8748291,0.113586426,2.3169081,0.9081338,1.4340992,0.58984375,0.97021484,-1,-1,4.526419,0.044000003,-0.21700001,4.5210004,-1.3707435,0,nan,nan,nan,0.0,0,3,0,0,1,26,0,0,0
107550424,0,33.6448545,-117.8420679,22.04,22.04,1710221017000000,8748291,0.24304199,0.07931299,0.9150969,1.4422476,0.58984375,0.97021484,-1,-1,2.8848207,-0.254,-1.7320001,2.2930002,-1.7164096,0,nan,nan,nan,0.0,0,3,0,0,1,26,0,0,0
107736201,0,33.6448538,-117.8420698,21.75,21.75,1710221017200000,8748291,0.45825195,1.5530751,0.9299173,1.4617519,0.60009766,0.97021484,-1,-1,0.7968375,-0.53000003,-0.119,0.583,-2.9207273,0,nan,nan,nan,0.0,0,3,0,0,1,25,0,0,0
