timestamp,timestamp_sample,gps_hvel[0],gps_hvel[1],gps_vvel,gps_hpos[0],gps_hpos[1],gps_vpos,ev_hvel[0],ev_hvel[1],ev_vvel,ev_hpos[0],ev_hpos[1],ev_vpos,rng_vpos,baro_vpos,aux_hvel[0],aux_hvel[1],flow[0],flow[1],terr_flow[0],terr_flow[1],heading,mag_field[0],mag_field[1],mag_field[2],gravity[0],gravity[1],gravity[2],drag[0],drag[1],airspeed,beta,hagl,hagl_rate
80859971,80754058,0.10041855,0.100425266,0.2080059,0.99854344,0.9985441,1.5427847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.417956,0.0,0.0,0.0,0.0,0.0,0.0,0.11008141,0.002514657,0.0025535244,0.002504412,1.0000783,1.0000782,1.0,0.0,0.0,0.0,0.0,0.0,0.0
81363406,81257948,0.100413755,0.100419685,0.20799518,1.000477,1.000478,1.5327114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.419605,0.0,0.0,0.0,0.0,0.0,0.0,0.11010726,0.0025148666,0.0025549287,0.0025043935,1.000078,1.000078,1.0,0.0,0.0,0.0,0.0,0.0,0.0
81856814,81751291,0.10041195,0.10042043,0.20798875,1.0024287,1.0024315,1.5374066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.418071,0.0,0.0,0.0,0.0,0.0,0.0,0.11013409,0.0025149623,0.002555846,0.0025043476,1.0000783,1.0000782,1.0,0.0,0.0,0.0,0.0,0.0,0.0
82360744,82255233,0.10040855,0.10041862,0.20799422,1.0063561,1.0063602,1.5440366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.41904,0.0,0.0,0.0,0.0,0.0,0.0,0.110163994,0.00251517,0.0025568337,0.00250432,1.0000778,1.0000778,1.0,0.0,0.0,0.0,0.0,0.0,0.0
82865084,82759120,0.100401506,0.10040472,0.20798886,1.0083214,1.0083252,1.5517472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.417969,0.0,0.0,0.0,0.0,0.0,0.0,0.11019674,0.0025152522,0.0025578002,0.0025042763,1.0000783,1.0000783,1.0,0.0,0.0,0.0,0.0,0.0,0.0
83358136,83252484,0.100405246,0.10040695,0.20798503,1.0103477,1.0103508,1.5569004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.416233,0.0,0.0,0.0,0.0,0.0,0.0,0.110228166,0.0025153558,0.0025587438,0.002504257,1.0000778,1.000078,1.0,0.0,0.0,0.0,0.0,0.0,0.0
83862542,83756441,0.1003973,0.10039929,0.207981,1.0103631,1.0103655,1.5617373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.41748,0.0,0.0,0.0,0.0,0.0,0.0,0.11026052,0.0025153775,0.0025595299,0.0025042158,1.0000783,1.0000782,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84355517,84249859,0.10046368,0.10045488,0.20798968,1.0106838,1.0106856,1.5638942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.4192915,0.0,0.0,0.0,0.0,0.0,0.0,0.11029552,0.002515546,0.0025604335,0.0025041916,1.0000778,1.0000778,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84860421,84753749,0.100447655,0.1004468,0.20798467,1.0126245,1.0126255,1.571669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.417976,0.0,0.0,0.0,0.0,0.0,0.0,0.11033231,0.0025155956,0.00256141,0.0025041527,1.0000782,1.0000782,1.0,0.0,0.0,0.0,0.0,0.0,0.0
85363139,85257685,0.10043734,0.10043741,0.20797884,1.0145757,1.0145754,1.5784844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.419832,0.0,0.0,0.0,0.0,0.0,0.0,0.11036768,0.0025157337,0.0025624044,0.0025041506,1.0000778,1.0000778,1.0,0.0,0.0,0.0,0.0,0.0,0.0
85856577,85751060,0.10046805,0.100459,0.20797396,1.0165143,1.0165094,1.5862837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.418121,0.0,0.0,0.0,0.0,0.0,0.0,0.110427395,0.0025157083,0.0025648957,0.0025053609,1.0000783,1.0000782,1.0,0.0,0.0,0.0,0.0,0.0,0.0
86360451,86254962,0.10042091,0.10058661,0.20798358,1.0126505,1.012645,1.5931458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.419235,0.0,0.0,0.0,0.0,0.0,0.0,0.11067687,0.0025202122,0.0025662743,0.0025082123,1.0000789,1.0000776,1.0000004,0.0,0.0,0.0,0.0,0.0,0.0
86864505,86758840,0.10070454,0.10073447,0.20798005,1.0008979,1.0008688,1.5866588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.41873,0.0,0.0,0.0,0.0,0.0,0.0,0.110940866,0.0025186862,0.0025852404,0.0025111486,1.0000806,1.0000781,1.0000006,0.0,0.0,0.0,0.0,0.0,0.0
87357683,87252200,0.10081373,0.10055073,0.20797715,0.9929361,0.9928908,1.5983679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.419611,0.0,0.0,0.0,0.0,0.0,0.0,0.11111888,0.0025178478,0.0025800313,0.002505461,1.0000808,1.0000782,1.0000001,0.0,0.0,0.0,0.0,0.0,0.0
87861623,87756095,0.100622915,0.10068571,0.20798771,0.99112934,0.9911025,1.611336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.417944,0.0,0.0,0.0,0.0,0.0,0.0,0.11126401,0.002520329,0.0025696836,0.0025080228,1.000081,1.0000786,1.000001,0.0,0.0,0.0,0.0,0.0,0.0
88366037,88260000,0.10055418,0.10065116,0.20799273,0.98674273,0.9867064,1.6238426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.420309,0.0,0.0,0.0,0.0,0.0,0.0,0.11123833,0.0025242865,0.00256442,0.002513528,1.0000803,1.0000782,1.000001,0.0,0.0,0.0,0.0,0.0,0.0
88858910,88753441,0.10370719,0.10648866,0.20798735,0.9848416,0.9848078,1.6317177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.418707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025201198,0.002567994,0.002506009,1.0000794,1.0000764,1.0000002,0.0,0.0,0.0,0.0,0.0,0.0
89362835,89257277,0.10466029,0.10566777,0.20800565,0.9869576,0.9869575,1.6464659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.419865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0032893308,0.003252997,0.0032168438,1.0000696,1.000069,1.0000008,0.0,0.0,0.0,0.0,0.0,0.0
89856154,89750736,0.103508174,0.102331534,0.20802101,0.9872147,0.98721886,1.6673243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.4190855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027618487,0.0027649852,0.0027419252,1.0000676,1.000067,1.0000005,0.0,0.0,0.0,0.0,0.0,0.0
90360721,90254587,0.10317201,0.100688346,0.20802248,0.9830764,0.98302984,1.7001176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.418086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0026524554,0.0026724306,0.0026515115,1.0000677,1.0000658,1.0000002,0.0,0.0,0.0,0.0,0.0,0.0
90853522,90748091,0.10122922,0.09988895,0.20802781,0.984806,0.98475045,1.7266545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.419142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0026189275,0.0026277108,0.0026065253,1.0000695,1.0000669,1.0000002,0.0,0.0,0.0,0.0,0.0,0.0
91357709,91251922,0.09976424,0.10035216,0.20803806,0.98266137,0.98254895,1.7523761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.42168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0026018082,0.0026060208,0.002578915,1.0000719,1.0000676,1.0000004,0.0,0.0,0.0,0.0,0.0,0.0
91861298,91755805,0.0997719,0.10102687,0.20805027,0.9634002,0.96330625,1.7476956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.420261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025884456,0.002597887,0.002566845,1.0000744,1.0000683,1.0000008,0.0,0.0,0.0,0.0,0.0,0.0
92365325,92259729,0.09976357,0.09992904,0.20806648,0.9558671,0.9558205,1.7638079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.422286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025850618,0.002605463,0.002568782,1.0000774,1.0000701,1.0000006,0.0,0.0,0.0,0.0,0.0,0.0
92858653,92753159,0.09984998,0.09984305,0.20806974,0.95755225,0.95750976,1.7844595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.4208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025884288,0.0025928111,0.0025465866,1.0000808,1.0000721,1.0000006,0.0,0.0,0.0,0.0,0.0,0.0
