timestamp,gyro_rad[0],gyro_rad[1],gyro_rad[2],gyro_integral_dt,accelerometer_timestamp_relative,accelerometer_m_s2[0],accelerometer_m_s2[1],accelerometer_m_s2[2],accelerometer_integral_dt,accelerometer_clipping,gyro_clipping,accel_calibration_count,gyro_calibration_count
85307631,0.023970438,-0.19558312,-0.071600415,5284,0,-4.6805415,-2.9163268,-5.973474,5284,0,0,1,1
85312894,0.040699508,-0.88084334,0.10827227,5263,0,6.0729647,4.6003165,-16.437332,5263,0,0,1,1
85318250,0.034035187,-0.37436828,-0.11736674,5356,0,-5.957674,-5.8174906,-9.092063,5356,0,0,1,1
85323491,0.08117993,-0.9137601,0.15859953,5241,0,3.5798364,4.895632,-11.069486,5241,0,0,1,1
85328824,-0.048118994,-0.62807435,-0.10904646,5333,0,1.756504,-5.284719,-7.721608,5333,0,0,1,1
85334073,0.291868,-0.6999566,0.09524728,5249,0,-2.306519,5.9823728,-10.637475,5249,0,0,1,1
85339419,0.060565054,-0.7370979,-0.14180072,5346,0,3.242899,-8.507164,-9.742603,5346,0,0,1,1
85344669,0.18473087,-0.47558534,0.004977749,5250,0,-5.227256,6.6030383,-4.41535,5250,0,0,1,1
85349995,0.26497617,-0.6043032,-0.10306198,5326,0,2.4618025,-3.2918644,-13.548254,5326,0,0,1,1
85355324,0.20446882,-0.104097426,-0.023971295,5329,0,-0.6056664,-3.4505413,-4.8562717,5329,0,0,1,1
85360574,0.19300829,-0.39635378,-0.055299,5250,0,-0.9203652,1.0758278,-9.621762,5250,0,0,1,1
85365884,0.2072972,0.12789813,0.1849864,5310,0,1.7560722,4.8324428,-10.300908,5310,0,0,1,1
85371148,0.0829185,-0.012246088,0.16963902,5264,0,-4.9294844,3.8446383,-3.1681557,5264,0,0,1,1
85376480,0.08878614,0.10842604,0.1720454,5332,0,1.7580779,-4.5642114,-14.195076,5332,0,0,1,1
85381834,0.011969869,0.39904043,0.19329473,5354,0,-7.786161,-3.1963568,-2.0234158,5354,0,0,1,1
85387120,-0.12825665,0.2352846,0.1694313,5286,0,5.780573,-2.606074,-8.167723,5286,0,0,1,1
85392363,-0.08281396,0.60746765,0.0095320465,5243,0,-6.0911937,3.434188,-7.8443856,5243,0,0,1,1
85397692,-0.17310548,0.43309313,0.004471532,5329,0,4.8047414,3.562525,-8.272552,5329,0,0,1,1
85402934,-0.22044468,0.620564,-0.009778015,5242,0,-6.68056,-5.308516,-6.0468802,5242,0,0,1,1
85408265,-0.1335398,0.61938345,-0.045430105,5331,0,-0.6484777,0.41670328,-12.648813,5331,0,0,1,1
85413522,-0.55861044,0.746316,-0.16189317,5257,0,-5.0013165,-1.7472475,-6.784167,5257,0,0,1,1
85418854,-0.35858786,0.7297473,-0.119029656,5332,0,0.50614667,2.5234656,-10.426584,5332,0,0,1,1
85424185,-0.5190377,0.8151475,-0.09860169,5331,0,1.2517816,0.35976964,-9.867801,5331,0,0,1,1
85429411,-0.6228707,0.750889,-0.08027218,5226,0,-4.527217,1.3710263,-7.047185,5226,0,0,1,1
85434742,-0.53553873,0.7767306,-0.051665105,5331,0,2.3621283,3.3248467,-15.427759,5331,0,0,1,1
85439996,-0.76818556,0.47990194,-0.015928844,5254,0,-3.89612,-6.830808,-12.310569,5254,0,0,1,1
85445341,-0.60616225,0.757807,-0.103390604,5345,0,1.1422232,3.87257,-13.275789,5345,0,0,1,1
85450680,-0.52346843,0.32326385,0.096169546,5339,0,1.1558894,-2.1941106,-11.158511,5339,0,0,1,1
85455973,-0.6358597,0.48710692,0.11272062,5293,0,0.5525055,-1.767971,-19.059925,5293,0,0,1,1
85461214,-0.27662802,0.07849826,-0.010094494,5241,0,5.045038,2.920735,-11.0094,5241,0,0,1,1
85466523,-0.18323421,0.06771712,0.27944952,5309,0,-2.040789,-10.531259,-9.1370535,5309,0,0,1,1
85471839,-0.20966771,-0.09313175,0.044135746,5316,0,2.5238338,1.1839963,-11.354333,5316,0,0,1,1
85477117,0.16400643,-0.19152156,0.17658794,5278,0,-6.1814623,1.9363526,-12.824566,5278,0,0,1,1
85482449,-0.017673666,-0.37844548,-0.13286513,5332,0,5.556018,0.19701906,-11.562493,5332,0,0,1,1
85487719,0.3936397,-0.37299696,-0.21043287,5270,0,-7.6358585,4.1313324,-10.381266,5270,0,0,1,1
85493057,0.21298344,-0.465953,-0.2760816,5338,0,6.3989024,-5.2215652,-6.1522636,5338,0,0,1,1
85498320,0.3644167,-0.30414206,-0.43762586,5263,0,-3.1147172,0.24706507,-10.992995,5263,0,0,1,1
85503560,0.3375627,-0.47972393,-0.2270113,5240,0,-0.22521819,-2.397499,-9.360763,5240,0,0,1,1
85508892,0.35762376,-0.17953186,-0.18710168,5332,0,3.6255927,4.7925153,-5.944618,5332,0,0,1,1
85514181,0.4600984,-0.20373216,-0.06532612,5289,0,-4.526514,3.6592376,-5.41526,5289,0,0,1,1
85519514,0.5326154,0.07453458,0.16169512,5333,0,8.339726,-0.13336834,-7.1945043,5333,0,0,1,1
85524755,0.4551573,-0.031742163,0.32533503,5241,0,-2.143699,-1.7474062,-5.754583,5241,0,0,1,1
85530087,0.4646863,0.059347067,0.33237505,5332,0,3.8541853,-4.2747335,-13.577472,5332,0,0,1,1
85535418,0.54706305,0.23255046,0.47700712,5331,0,-5.6000886,3.0252886,-0.60501796,5331,0,0,1,1
85540666,0.30639717,0.14229164,0.5614235,5248,0,3.4412649,7.9610806,-8.8986435,5248,0,0,1,1
85545989,0.40510684,0.2578638,0.23878945,5323,0,-6.708179,3.21961,-8.269056,5323,0,0,1,1
85551351,0.38857046,0.2859056,0.17713103,5362,0,1.8471409,-2.2741756,-11.798953,5362,0,0,1,1
85556599,0.1960469,0.29452467,0.19535448,5248,0,4.4787636,-3.6648734,-12.7595825,5248,0,0,1,1
85561858,0.12063939,0.2464631,-0.0114224125,5259,0,-4.023958,-2.3005557,-7.089845,5259,0,0,1,1
85567189,-0.081985116,0.15708911,-0.06341657,5331,0,2.8411424,4.6427145,-18.829948,5331,0,0,1,1
85572433,-0.03097323,0.14933926,-0.13978659,5244,0,-2.981202,4.6465416,-9.530667,5244,0,0,1,1
85577765,-0.16202918,-0.13116199,-0.18403372,5332,0,2.0320258,2.0703645,-17.775331,5332,0,0,1,1
85583092,-0.12779243,0.15427758,-0.16898794,5327,0,2.674391,-4.422571,-8.663673,5327,0,0,1,1
85588349,-0.31074423,-0.27016,-0.2260339,5257,0,-0.5536274,-9.008863,-4.3421326,5257,0,0,1,1
85593663,-0.23899695,-0.007138984,-0.11909088,5314,0,2.304597,5.207996,-14.741963,5314,0,0,1,1
85598995,-0.26216274,-0.27845713,-0.008181366,5332,0,-3.1345432,-0.4096825,-6.487372,5332,0,0,1,1
85604297,0.01309101,-0.1306246,-0.08626611,5302,0,2.2769902,3.49009,-13.580205,5302,0,0,1,1
85609552,-0.03702485,-0.11551491,0.08037756,5255,0,-3.1499095,-9.116461,-4.2129936,5255,0,0,1,1
85614872,0.18341468,-0.06434173,0.08753906,5320,0,6.801256,-1.5396005,-14.660926,5320,0,0,1,1
85620112,0.23460808,0.01976417,0.18488604,5240,0,-3.2582238,-0.24913228,-10.77147,5240,0,0,1,1
85625559,0.4433122,0.15854774,0.054383416,5447,0,4.818912,3.6466024,-9.363489,5447,0,0,1,1
85630772,0.41383877,0.022267036,0.0751659,5213,0,-2.7601705,-0.6092665,-12.893983,5213,0,0,1,1
85636021,0.5806656,0.45551118,0.067782566,5249,0,-1.0207523,6.250842,-12.434707,5249,0,0,1,1
85641353,0.39249125,0.22608005,0.0178917,5332,0,-0.5861943,-1.3696043,-7.218986,5332,0,0,1,1
85646594,0.5078183,0.41646487,0.010819961,5241,0,2.6090953,-1.6463228,-12.906532,5241,0,0,1,1
85651919,0.11396648,0.5648842,-0.028136244,5325,0,-5.782141,-0.103036635,-12.032845,5325,0,0,1,1
85657229,0.18684477,0.28930604,0.13194577,5310,0,6.3558097,0.90195197,-8.563974,5310,0,0,1,1
85662520,-0.19292265,0.60218555,-0.10459865,5291,0,-5.7644277,2.7329514,-11.694043,5291,0,0,1,1
85667851,-0.23008434,0.26686558,0.2394909,5331,0,4.1475315,5.6620636,-9.040468,5331,0,0,1,1
85673094,-0.5325627,0.56455016,-0.114958145,5243,0,-6.9692883,-6.768227,-7.9885387,5243,0,0,1,1
85678426,-0.71840453,0.15867949,0.1362973,5332,0,8.038917,4.3667545,-15.82925,5332,0,0,1,1
85683667,-0.9002841,0.14176401,-0.3310958,5241,0,-6.107946,-7.081692,-2.0990555,5241,0,0,1,1
85689000,-0.9801089,-0.13664714,0.14606792,5333,0,4.179153,5.433961,-14.116953,5333,0,0,1,1
85694334,-1.2093165,0.08600595,-0.23879492,5334,0,-2.4369893,-2.187881,2.1197999,5334,0,0,1,1
85699561,-0.9388538,-0.4882886,0.1237308,5227,0,-3.4681811,-0.2648492,-13.426718,5227,0,0,1,1
85704941,-1.183584,0.23364417,-0.09750817,5380,0,0.9036097,1.1462721,-5.064139,5380,0,0,1,1
85710183,-0.94860506,-0.7927074,-0.008660756,5242,0,-2.3572938,-7.508732,-5.236119,5242,0,0,1,1
85715555,-0.8161722,0.30558714,0.119150855,5372,0,1.412379,1.1280234,-8.305754,5372,0,0,1,1
85720766,-0.6748754,-0.71963286,0.08608772,5211,0,5.8562813,4.500428,-4.075223,5211,0,0,1,1
85726111,-0.41381952,-0.017883994,0.10456126,5345,0,-7.2184734,-3.7566404,-13.555888,5345,0,0,1,1
85731365,0.09626447,-0.39790425,-0.017518604,5254,0,5.4805923,2.0218337,-4.188791,5254,0,0,1,1
85736723,0.13362001,0.09528204,0.2494447,5358,0,-12.94049,-8.348605,-13.343957,5358,0,0,1,1
85741965,0.6323386,-0.30617508,-0.10101078,5242,0,11.331384,0.4886393,-3.3702598,5242,0,0,1,1
85747234,0.81346405,0.34090918,0.2705855,5269,0,-5.9475217,-2.7886384,-19.66189,5269,0,0,1,1
85752579,1.3167642,-0.22270411,-0.09879645,5345,0,9.894029,11.128783,-9.620259,5345,0,0,1,1
85757830,1.1063557,0.076890945,0.21317917,5251,0,-4.449365,-4.2033663,-9.804142,5251,0,0,1,1
85763150,1.582879,-0.043085847,-0.04270066,5320,0,-1.4138452,2.840892,-15.611459,5320,0,0,1,1
85768482,1.3564463,0.051506624,0.1920521,5332,0,-0.5457292,-1.7211397,-5.953391,5332,0,0,1,1
85773731,1.158157,-0.055255737,-0.13760991,5249,0,-1.680848,2.541403,-14.092938,5249,0,0,1,1
85779066,1.4711541,-0.07530564,0.1079414,5335,0,3.4121382,0.3087269,-12.683424,5335,0,0,1,1
85784331,0.8969875,0.15188031,0.17182466,5265,0,0.20160735,2.4444547,-5.8555703,5265,0,0,1,1
85789666,0.8516097,-0.48207873,0.009330623,5335,0,0.19489054,0.6559625,-12.733709,5335,0,0,1,1
85794938,0.941623,0.122926876,0.012504634,5272,0,-3.5675335,4.204802,-11.873296,5272,0,0,1,1
85800239,0.25701717,-0.13766289,0.3272361,5301,0,0.14556248,-5.411055,-8.755808,5301,0,0,1,1
85805579,0.3245587,-0.23906137,0.0758577,5340,0,4.469852,3.5203872,-11.003324,5340,0,0,1,1
85810819,-0.042177558,0.091535375,0.21608639,5240,0,-6.2059517,-1.1919298,-10.126101,5240,0,0,1,1
85816153,-0.3850683,-0.11429726,0.118872,5334,0,7.8777556,2.661046,-6.7625537,5334,0,0,1,1
85821428,-0.43455273,-0.0924638,0.01816506,5275,0,-5.162684,-2.1128492,-12.256557,5275,0,0,1,1
85826815,-1.0479228,0.1608366,0.1411563,5387,0,2.2187254,4.6445875,-12.330378,5387,0,0,1,1
85832020,-1.0354934,-0.24193627,-0.35584152,5205,0,-1.0490081,-8.749036,-4.10962,5205,0,0,1,1
85837353,-1.4944966,0.06282259,0.259676,5333,0,4.378421,6.4089026,-16.966242,5333,0,0,1,1
85842593,-1.5551691,-0.077791035,-0.47187802,5240,0,-3.6982315,-7.2588468,3.8041108,5240,0,0,1,1
85847925,-1.5651628,-0.1594701,0.11581092,5332,0,3.608439,3.9121351,-24.699175,5332,0,0,1,1
85853229,-1.7482508,0.16092859,-0.15239063,5304,0,-6.18885,3.4051857,7.749398,5304,0,0,1,1
85858496,-1.690453,-0.523894,-0.25745207,5267,0,1.3660315,-9.126475,-20.182825,5267,0,0,1,1
85863831,-1.3720609,0.50038654,0.027051833,5335,0,-3.1700366,7.053216,-1.1080703,5335,0,0,1,1
85869082,-1.5779378,-0.42653093,-0.0716964,5251,0,6.373349,-10.403625,-9.640439,5251,0,0,1,1
85874367,-1.1081779,0.21142374,-0.02723128,5285,0,-2.5368247,4.864936,-14.297193,5285,0,0,1,1
85879714,-0.72083235,0.04423139,-0.07678892,5347,0,0.13860808,0.5027568,-4.5588007,5347,0,0,1,1
85885031,-0.773516,-0.118358195,-0.037321053,5317,0,-3.555818,-7.0841875,-14.431982,5317,0,0,1,1
85890321,0.022041898,0.31088638,-0.052862503,5290,0,-0.7337167,1.050871,-10.292181,5290,0,0,1,1
85895583,0.13265488,-0.0928216,-0.03443118,5262,0,-1.7482215,-2.4739645,-18.787523,5262,0,0,1,1
85900885,0.79035026,0.026232008,-0.21560222,5302,0,7.434443,-1.8852075,-8.566228,5302,0,0,1,1
85906217,1.0193695,0.42821857,0.3083752,5332,0,-6.1333485,3.658584,-14.309593,5332,0,0,1,1
85911459,1.4891741,-0.3052418,-0.36068404,5242,0,6.9722857,-6.9954305,-11.549813,5242,0,0,1,1
85916857,1.5149145,0.22886683,0.14590512,5398,0,-3.4211388,9.828632,-12.060232,5398,0,0,1,1
85922100,1.6061263,-0.06990969,0.0783977,5243,0,3.4768069,4.4201374,-12.5601225,5243,0,0,1,1
85927342,2.1579547,-0.24393904,-0.22198425,5242,0,-4.516087,1.2349857,-4.016249,5242,0,0,1,1
85932719,1.4722575,0.13757828,-0.07560792,5377,0,1.1789869,-13.849058,-9.711082,5377,0,0,1,1
85938057,1.6345727,-0.23540649,0.017187089,5338,0,2.5889394,18.095362,-10.644614,5338,0,0,1,1
85943237,1.6372181,-0.104286596,-0.19741105,5180,0,-1.036824,-2.3426044,-5.073498,5180,0,0,1,1
85948572,1.44411,-0.05477401,0.076478496,5335,0,-0.38672885,-1.4012102,-10.499701,5335,0,0,1,1
85953938,1.2678132,-0.12823151,-0.049585328,5366,0,1.7448379,-4.700395,-2.5951571,5366,0,0,1,1
85959183,0.9991366,0.028736785,-0.09188797,5245,0,-2.6156812,5.8815503,-12.377562,5245,0,0,1,1
85964475,0.59377766,-0.27216786,-0.06689896,5292,0,0.16798475,-2.400904,-9.6917515,5292,0,0,1,1
85969717,0.4210513,0.0780372,0.09737781,5242,0,0.64065754,12.123711,-9.751392,5242,0,0,1,1
85975048,0.035034478,0.014486756,-0.18111293,5331,0,-4.4609995,-10.901945,-7.305798,5331,0,0,1,1
85980381,-0.26698506,-0.07937757,0.24868727,5333,0,7.471236,3.3077228,-19.532486,5333,0,0,1,1
85985642,-0.9699974,0.17298347,-0.024365906,5261,0,-2.1715522,-4.877529,-0.18336625,5261,0,0,1,1
85990975,-0.99239254,-0.052632518,-0.07150967,5333,0,-2.2882032,4.117928,-26.157028,5333,0,0,1,1
85996224,-1.7185421,0.16631173,0.31807628,5249,0,0.76543236,6.5287433,0.88121986,5249,0,0,1,1
86001556,-1.8336718,0.12398902,-0.3104116,5332,0,-0.22119164,-5.5968437,-17.82392,5332,0,0,1,1
86006841,-1.9888073,0.21292421,-0.0012947365,5285,0,0.7290832,-0.9361421,-9.588688,5285,0,0,1,1
86012094,-2.4143546,0.12577859,0.1795918,5253,0,5.4817057,-5.0084367,-2.1548116,5253,0,0,1,1
86017452,-2.2999833,0.28710455,-0.15804394,5358,0,-7.8493814,-0.7999676,-12.646179,5358,0,0,1,1
86022705,-2.453155,0.19784263,0.21345328,5253,0,6.1420736,3.0586572,-2.094048,5253,0,0,1,1
86028088,-2.29465,0.36861184,-0.06284245,5383,0,-9.17304,5.6665173,-6.369881,5383,0,0,1,1
86033328,-2.1587977,0.27761966,0.031723253,5240,0,8.272419,-5.40154,-12.887667,5240,0,0,1,1
86038571,-2.1109874,0.3050777,0.0513766,5243,0,-2.1148026,-4.681885,0.93906325,5243,0,0,1,1
86043922,-1.8090966,0.4305447,0.23426709,5351,0,-0.87256247,1.4224774,-13.870629,5351,0,0,1,1
86049188,-1.7803284,0.35470882,-0.038411275,5266,0,5.4562144,-5.220716,-0.6743668,5266,0,0,1,1
86054494,-1.3000296,0.60215026,0.40032774,5306,0,-10.343208,10.0387335,-27.116013,5306,0,0,1,1
86059827,-0.7742363,0.17228062,-0.36991,5333,0,10.661676,-9.898742,-6.975249,5333,0,0,1,1
86065078,-0.501634,0.74311733,0.6226516,5251,0,-8.992424,-2.6814446,-17.07366,5251,0,0,1,1
86070409,0.03134806,0.06843158,-0.2582635,5331,0,9.639497,-0.9802826,-17.210768,5331,0,0,1,1
86075655,0.5202915,0.29472327,0.1550013,5246,0,-1.1897627,0.8191576,-12.21856,5246,0,0,1,1
86080989,0.96414906,0.5949658,0.21748894,5334,0,-5.3889127,-0.86933285,-27.08231,5334,0,0,1,1
86086319,1.5550365,0.026707092,-0.01938139,5330,0,0.50866634,-2.8071601,-2.052279,5330,0,0,1,1
86091563,1.6263522,0.0015507772,-0.05083774,5244,0,3.753102,0.019089183,-13.883361,5244,0,0,1,1
86096890,2.219482,0.79006356,0.39681733,5327,0,0.813125,4.55848,-17.391771,5327,0,0,1,1
86102131,2.2883468,-0.23348223,0.10774694,5241,0,8.792003,9.737737,6.209766,5241,0,0,1,1
86107463,2.429609,0.22195986,0.0039623156,5332,0,-10.443371,-16.26018,-22.608513,5332,0,0,1,1
86112801,2.5281045,0.62279934,0.56982213,5338,0,2.102998,3.7103527,7.679489,5338,0,0,1,1
86118102,2.566756,-0.16266051,0.1769156,5301,0,-0.8726869,10.593874,-9.78099,5301,0,0,1,1
86123344,2.3976166,0.5993413,0.31026262,5242,0,-0.551651,-12.346692,-3.6686792,5242,0,0,1,1
86128720,2.562228,0.17105536,0.29204684,5376,0,5.9132624,12.147536,-8.730461,5376,0,0,1,1
86133960,2.2222512,0.22956121,0.35795572,5240,0,-5.6146255,-10.266245,2.686149,5240,0,0,1,1
86139329,1.9686142,0.5432736,0.50576776,5369,0,3.5847504,4.034869,-13.575833,5369,0,0,1,1
86144572,1.9238707,0.6521471,0.25974566,5243,0,-6.9077206,6.411106,-2.5237951,5243,0,0,1,1
86149849,1.3855704,0.1880012,0.4273704,5277,0,4.1685963,-8.06215,-12.388424,5277,0,0,1,1
86155180,1.3465757,0.904455,0.38995132,5331,0,2.0440776,5.957604,-6.9389277,5331,0,0,1,1
86160416,0.5267053,0.5458416,0.3424953,5236,0,-0.74551517,-2.0493064,-16.153143,5236,0,0,1,1
86165762,0.4166898,0.48763907,0.18663347,5346,0,0.96891683,3.0269437,-7.2984157,5346,0,0,1,1
86171120,0.17961921,0.48491767,0.22391866,5358,0,-1.1505282,3.4185424,-22.097107,5358,0,0,1,1
86176367,-0.8458674,0.57485473,0.14340657,5247,0,3.983714,-3.503189,-11.477213,5247,0,0,1,1
86181611,-0.5313759,0.007828534,-0.28325504,5244,0,1.4456156,-3.9485412,-7.878731,5244,0,0,1,1
86186930,-1.2375665,0.3785448,0.28167075,5319,0,-0.23388344,5.0406384,-25.769281,5319,0,0,1,1
86192203,-1.6699079,-0.29559553,-0.122303076,5273,0,3.0427268,-1.4818814,1.5549546,5273,0,0,1,1
86197520,-1.491932,-0.2575984,-0.4258012,5317,0,-4.020604,-2.8889456,-18.305557,5317,0,0,1,1
86202853,-1.8281012,-0.33982426,0.18161444,5333,0,0.8012384,7.204703,-7.380731,5333,0,0,1,1
86208109,-2.3475692,-0.8793601,-0.3644427,5256,0,-0.66584134,-6.647715,-6.692582,5256,0,0,1,1
86213427,-2.0174003,-0.6210134,-0.33509704,5318,0,-0.7029574,-3.4452238,-10.442787,5318,0,0,1,1
86218758,-2.260174,-0.8606886,-0.018672409,5331,0,1.1414204,3.9425268,-1.4418658,5331,0,0,1,1
86224001,-2.2077148,-1.0739495,-0.17990994,5243,0,1.8459773,-2.008519,-8.834097,5243,0,0,1,1
86229329,-2.1125572,-0.79468906,-0.19376697,5328,0,-6.959073,0.7376008,-7.081956,5328,0,0,1,1
86234632,-1.7725983,-1.1922183,-0.22155285,5303,0,9.185938,2.6399179,-6.599851,5303,0,0,1,1
86239920,-1.7128627,-0.77131134,-0.054019067,5288,0,-11.9486685,-7.470234,-8.180393,5288,0,0,1,1
86245162,-1.2125998,-1.3436872,-0.31284395,5242,0,12.688416,1.4406607,-7.12759,5242,0,0,1,1
86250560,-0.87355435,-0.5720221,0.16429242,5398,0,-9.569127,-2.8069396,-12.930316,5398,0,0,1,1
86255800,-0.32741314,-0.83739567,0.04160313,5240,0,1.9954034,0.9587703,-14.534883,5240,0,0,1,1
86261132,-0.19154654,-1.4351326,-0.11642874,5332,0,5.5004044,-1.978013,-3.2649484,5332,0,0,1,1
86266373,0.8818909,-0.15100642,0.1812783,5241,0,-4.284404,-1.4348514,-29.562897,5241,0,0,1,1
86271657,1.2696192,-0.25754258,0.18635918,5284,0,-1.6492087,-2.3147326,-1.1757233,5284,0,0,1,1
86276956,1.322367,-1.2411556,-0.1389464,5299,0,5.146456,-0.41304448,-14.705924,5299,0,0,1,1
86282319,1.8615948,-0.3637426,-0.034023464,5363,0,2.1087189,-1.8189893,-8.959234,5363,0,0,1,1
86287560,2.5513318,-0.15201049,0.12860034,5241,0,-4.13154,-0.059564352,-8.840025,5241,0,0,1,1
86292939,2.4666858,0.10630276,0.049017273,5379,0,1.334186,-0.4389948,-11.66371,5379,0,0,1,1
86298180,2.5970385,-0.5424641,-0.06571886,5241,0,-0.10972482,-1.6461574,3.853294,5241,0,0,1,1
86303436,2.6110249,0.28797007,0.1733459,5256,0,-0.9028215,2.173011,-19.32035,5256,0,0,1,1
86308785,2.8750134,0.14782064,-0.15178816,5349,0,-0.8735817,-2.6298401,2.5790353,5349,0,0,1,1
86314101,2.8597605,0.13005294,0.3088147,5316,0,6.9461155,6.8586817,-8.561862,5316,0,0,1,1
86319341,2.385232,0.15938911,0.1217754,5240,0,-6.9182677,-6.469214,-3.551611,5240,0,0,1,1
86324647,2.5342326,0.52470136,0.14514224,5306,0,1.8414474,2.031674,-12.460279,5306,0,0,1,1
86329982,2.0244129,0.51258564,0.2261778,5335,0,-2.8478205,-2.1805093,-5.753423,5335,0,0,1,1
86335264,1.817923,0.3831502,0.33174118,5282,0,-1.303505,2.465355,-5.532089,5282,0,0,1,1
86340592,1.735464,1.2536385,0.32602987,5328,0,0.98402965,8.925796,-16.933975,5328,0,0,1,1
86345837,0.5310653,0.8172729,0.16925886,5245,0,1.5344046,-7.614089,-5.329589,5245,0,0,1,1
86351168,1.0385426,0.77381575,0.34460482,5331,0,2.8555176,2.1824164,-13.243902,5331,0,0,1,1
86356410,0.13328777,1.3758099,0.30544522,5242,0,-3.502213,0.2850213,-6.042885,5242,0,0,1,1
86361806,-0.62184054,0.93173844,0.29700747,5396,0,3.3257546,2.051312,-14.6374655,5396,0,0,1,1
86367047,-0.5295777,1.3511312,-0.07361421,5241,0,-5.6586833,0.2842003,-6.41077,5241,0,0,1,1
86372295,-1.115244,0.8751534,0.24239196,5248,0,1.5938312,3.7621975,-13.357911,5248,0,0,1,1
86377627,-1.753151,1.255089,0.0018973661,5332,0,4.2290206,-3.7050726,-13.485301,5332,0,0,1,1
86383077,-1.7666006,0.4838595,-0.2858176,5450,0,1.4716351,-5.1049733,-7.530683,5450,0,0,1,1
86388246,-2.1103122,1.0392714,0.013921656,5169,0,-2.6008918,2.6209214,-19.266237,5169,0,0,1,1
86393520,-2.6723526,0.018836636,0.009994661,5274,0,1.7118578,4.647945,-3.467074,5274,0,0,1,1
86398828,-2.5281754,0.23849104,-0.48405212,5308,0,-3.6385694,-10.038246,-22.734463,5308,0,0,1,1
86404096,-2.8876944,0.019041194,-0.06710671,5268,0,3.0817928,4.4812503,-6.6159782,5268,0,0,1,1
86409387,-2.520587,-0.6809173,-0.25276288,5291,0,-4.785237,-2.8674862,-10.964904,5291,0,0,1,1
86414719,-3.0349603,-0.17775597,0.21234328,5332,0,4.158204,-5.2410336,-13.529077,5332,0,0,1,1
86419960,-2.8262017,-0.7730705,-0.45120665,5241,0,1.1954361,-0.8259833,-4.696062,5241,0,0,1,1
86425292,-2.5073328,-0.6558108,0.37278035,5332,0,-5.1839485,5.5830674,-22.562302,5332,0,0,1,1
86430654,-2.4311106,-0.7899016,-0.3872832,5362,0,2.8263113,-5.21923,5.490816,5362,0,0,1,1
86435919,-2.1295593,-0.63645387,0.40278846,5265,0,-6.1735206,0.15663403,-27.686422,5265,0,0,1,1
86441194,-1.5373968,-0.73116565,-0.35693735,5275,0,10.533688,-3.797614,4.6735706,5275,0,0,1,1
86446453,-1.5170884,-0.8964037,0.37551895,5259,0,-5.429006,-4.8754497,-17.722158,5259,0,0,1,1
86451831,-0.58857554,-0.0163155,-0.08747253,5378,0,2.0139487,-5.7069654,-23.359228,5378,0,0,1,1
86457080,0.02077632,-0.38180062,0.47279933,5249,0,-2.5659049,13.031924,-1.6873809,5249,0,0,1,1
86462412,-0.19368388,-1.251333,0.011825646,5332,0,3.0395305,-1.7710959,-9.121553,5332,0,0,1,1
86467664,0.7270369,0.13487785,0.029166851,5252,0,-2.475006,-11.919742,-22.324488,5252,0,0,1,1
86473082,1.6149986,0.29008287,0.08165653,5418,0,3.1364264,-4.643788,-12.254178,5418,0,0,1,1
86478264,1.527069,-0.5543779,0.25043806,5182,0,3.9205325,5.9645114,-3.537172,5182,0,0,1,1
86483593,1.3848606,-0.82096004,0.041929983,5329,0,0.7245617,0.07035972,-6.042606,5329,0,0,1,1
86488862,2.1300716,0.30196717,0.101294145,5269,0,-6.5726805,-3.8707495,-20.051643,5269,0,0,1,1
86494316,2.8303185,0.16499917,0.06783404,5454,0,-3.0629086,6.2250805,-3.5248346,5454,0,0,1,1
86499429,2.145753,-0.8624621,0.031333335,5113,0,7.263667,-7.3639956,-0.78352463,5113,0,0,1,1
86504766,2.2595825,0.3117273,0.052505586,5337,0,-3.2055748,-7.7903275,-16.333536,5337,0,0,1,1
86510093,2.8970423,-0.2587688,0.1578355,5327,0,6.0144806,12.986187,-2.482114,5327,0,0,1,1
86515338,2.0214329,-0.41272205,0.10289371,5245,0,-9.444793,-1.453204,-3.5327525,5245,0,0,1,1
86520625,2.4551346,-0.089503475,0.007245418,5287,0,5.5757985,-3.1702373,-16.38799,5287,0,0,1,1
86525956,2.0121408,-0.14147659,0.14213994,5331,0,-7.6377573,2.4502847,5.7264614,5331,0,0,1,1
86531197,1.5359731,-0.32887998,0.4205575,5241,0,6.8042536,-2.8804836,-20.330933,5241,0,0,1,1
86536529,1.5310909,0.026980175,-0.16406003,5332,0,-2.62667,0.11508074,-3.002665,5332,0,0,1,1
86541833,1.05948,-0.6040637,0.46208197,5304,0,0.06374736,5.678658,-9.4083605,5304,0,0,1,1
86547150,0.42330444,0.20283654,0.3153156,5317,0,-2.7567003,-0.91912484,-16.834297,5317,0,0,1,1
86552423,-0.07798513,-0.60045546,-0.056125358,5273,0,5.229389,-2.7686605,-3.414016,5273,0,0,1,1
86557696,0.10717644,-0.22621238,0.23159409,5273,0,-2.8979537,5.3569865,-17.099928,5273,0,0,1,1
86563080,-1.1349192,-0.14197981,0.13390753,5384,0,-3.8599303,-1.3721482,-7.2868347,5384,0,0,1,1
86568319,-1.4409975,-0.938272,-0.022476891,5239,0,4.321366,0.09256878,-11.556255,5239,0,0,1,1
86573651,-1.6365592,-0.17164145,-0.04081643,5332,0,-3.0894256,-0.69508785,-9.107872,5332,0,0,1,1
