timestamp,accel_device_id,gyro_device_id,accel_clipping[0],accel_clipping[1],accel_clipping[2],gyro_clipping[0],gyro_clipping[1],gyro_clipping[2],accel_error_count,gyro_error_count,accel_rate_hz,gyro_rate_hz,accel_raw_rate_hz,gyro_raw_rate_hz,accel_vibration_metric,gyro_vibration_metric,delta_angle_coning_metric,mean_accel[0],mean_accel[1],mean_accel[2],mean_gyro[0],mean_gyro[1],mean_gyro[2],var_accel[0],var_accel[1],var_accel[2],var_gyro[0],var_gyro[1],var_gyro[2],temperature_accel,temperature_gyro
81292857,2621474,2621474,0,0,0,0,0,0,0,0,755.1354,755.1354,4530.812,9061.624,4.6623025,0.122658394,4.35729e-08,-0.12415665,-0.3152002,-9.937963,-0.017893225,-0.008860015,0.004695979,27.444109,10.368587,2.7053435,0.006551801,0.022928558,0.00798489,34.6101,34.6101
82299292,2621474,2621474,0,0,0,0,0,0,0,0,755.13556,755.13556,4530.8135,9061.627,4.7342153,0.12240321,2.2851438e-08,0.20537828,-0.31647852,-9.875929,-0.002941378,-0.007495279,-0.002591688,20.852798,2.232255,1.1131767,0.0017021261,0.015455756,0.0058084596,34.70596,34.70596
83305796,2621474,2621474,0,0,0,0,0,0,0,0,755.1351,755.1351,4530.8105,9061.621,5.376865,0.1434051,2.3821372e-08,-0.07859827,-0.2924876,-9.888214,-0.0036616223,-0.0009345067,-0.007255815,26.274012,1.4899838,1.0243704,0.0034075386,0.019281877,0.005299617,34.562164,34.562164
84312283,2621474,2621474,0,0,0,0,0,0,0,0,755.1346,755.1346,4530.8076,9061.615,4.3030353,0.104841694,2.782482e-08,0.031878773,-0.12737569,-9.91387,-0.012848903,-0.0057845823,-0.018403683,8.141912,7.099549,1.4415929,0.0066846004,0.0065668463,0.014941966,34.562164,34.562164
85318696,2621474,2621474,0,0,0,0,0,0,0,0,755.13477,755.13477,4530.8086,9061.617,5.5542564,0.14654905,1.4266806e-07,0.07005339,-0.5264665,-10.485874,-0.0027378588,-0.15946269,-0.00025704256,37.901363,16.783525,17.189936,0.012113172,0.09716876,0.018188354,34.466312,34.466312
86325094,2621474,2621474,0,0,0,0,0,0,0,0,755.1352,755.1352,4530.811,9061.622,14.938896,0.5045997,6.851866e-06,0.070419036,-0.8648098,-9.146978,0.9716249,-0.43497998,0.006096829,97.52902,57.77944,254.68298,3.235601,1.3476019,0.15895207,34.466312,34.466312
87331633,2621474,2621474,0,0,0,0,0,0,0,0,755.07245,755.07245,4530.4346,9060.869,16.31965,0.71439993,4.9748305e-06,-0.13689664,0.5410519,-8.300373,0.6076455,0.041106302,-0.060211357,39.935356,132.70045,229.23305,2.4346685,0.80561155,0.18323919,34.370453,34.370453
88338070,2621474,2621474,0,0,0,0,0,0,0,0,755.1068,755.1068,4530.641,9061.282,15.98516,0.63801754,2.1829762e-06,-0.7608295,-0.7886598,-12.356397,-0.3576417,-0.54411256,0.14805771,61.497715,91.62291,311.61044,0.546199,0.8363328,0.20317315,34.370453,34.370453
89243792,2621474,2621474,0,0,0,0,0,0,0,0,755.1379,755.1379,4530.827,9061.654,15.273375,1.0434238,7.0635524e-06,-0.04740656,-1.0344379,-11.157009,0.5650377,-0.18447432,-0.021134075,122.726135,133.98302,621.26996,1.6161562,4.447555,0.11951718,34.801765,34.801765
90250299,2621474,2621474,0,0,0,0,0,0,0,0,755.12195,755.12195,4530.732,9061.464,15.17311,0.89327145,4.4317517e-06,-0.12566054,-0.13747391,-7.158394,-1.029316,-0.878727,0.034448933,53.990284,75.19872,181.00021,4.0791564,0.51508033,0.16291553,34.562164,34.562164
91256692,2621474,2621474,0,0,0,0,0,0,0,0,755.13385,755.13385,4530.803,9061.606,14.349714,0.8039654,4.111227e-06,-0.16726969,-0.18131103,-9.82653,-0.15615046,-0.109411836,-0.1181496,72.24352,55.15503,188.87654,2.7327375,0.40723643,0.20546299,34.466312,34.466312
92263142,2621474,2621474,0,0,0,0,0,0,0,0,755.13696,755.13696,4530.8223,9061.645,15.878504,0.79090524,5.9992544e-06,-0.17457944,-1.2367401,-8.75328,-1.9669918,-0.39192808,-0.09667887,70.19194,129.234,345.49283,1.855284,1.2242911,0.20107126,34.562164,34.562164
93269629,2621474,2621474,0,0,0,0,0,0,0,0,755.1295,755.1295,4530.777,9061.554,15.315232,0.81103075,6.3676875e-06,-0.16380544,-0.6100708,-10.372479,-1.7786272,-0.016983755,0.013579141,86.41524,104.00268,277.19412,1.6214939,1.1744542,0.27316964,34.6101,34.6101
94276053,2621474,2621474,0,0,0,0,0,0,0,0,755.1308,755.1308,4530.7847,9061.569,15.903174,0.8505634,5.8096653e-06,-0.23207024,0.11405584,-7.929938,1.1256518,-0.32165927,-0.08425063,92.537445,72.148575,215.17133,2.473177,0.73725814,0.14211278,34.6101,34.6101
95282518,2621474,2621474,0,0,0,0,0,0,0,0,755.12866,755.12866,4530.772,9061.544,17.113625,1.0119581,1.3521435e-05,0.12776162,-0.32963723,-13.770424,-0.34606236,-0.6101385,-0.1924702,183.1602,111.272644,1135.5258,2.5045435,8.3162775,0.112326525,34.466312,34.466312
96288926,2621474,2621474,0,0,0,0,0,0,0,0,755.1329,755.1329,4530.7974,9061.595,15.198042,0.8225944,7.389631e-06,0.029856455,-0.99267894,-10.446927,-1.5893754,-0.16741864,-0.031703416,108.12059,77.15809,335.1445,3.826114,1.2993718,0.17521691,34.6101,34.6101
97295375,2621474,2621474,0,0,0,0,0,0,0,0,755.1319,755.1319,4530.791,9061.582,14.083967,0.82426447,1.0866847e-05,-0.13651136,-0.5259141,-13.670894,0.07208864,-1.5112911,-0.23273288,52.49074,129.52695,385.3709,1.9046184,2.6405501,0.18208227,34.562164,34.562164
98301876,2621474,2621474,0,0,0,0,0,0,0,0,755.1295,755.1295,4530.7773,9061.555,15.317691,0.8582326,7.740075e-06,0.1952181,-1.0011227,-9.359447,-0.96992135,0.8870929,-0.17842804,43.500847,103.94994,247.79237,3.7631786,1.5599453,0.19547515,34.70596,34.70596
99308316,2621474,2621474,0,0,0,0,0,0,0,0,755.1303,755.1303,4530.7817,9061.563,14.578209,0.8033843,9.600673e-06,-0.22134721,-0.6961471,-9.706998,1.4488674,-1.1149765,-0.19735338,60.286564,99.639885,250.78215,1.7059734,1.2922146,0.22791918,34.70596,34.70596
100314816,2621474,2621474,0,0,0,0,0,0,0,0,755.1261,755.1261,4530.757,9061.514,15.038926,0.8177657,5.0157946e-06,-0.4897786,-0.5447218,-8.496885,-1.5098169,0.98505116,0.02335218,82.805145,82.8653,190.44994,1.8214297,0.622232,0.15943688,34.70596,34.70596
101321225,2621474,2621474,0,0,0,0,0,0,0,0,755.1288,755.1288,4530.7725,9061.545,15.042023,0.79175186,4.059752e-06,-0.22802515,-0.51446027,-10.692707,-1.3970623,-0.16614814,0.062806904,81.916595,67.36086,187.69121,1.771372,0.80068237,0.1374208,34.562164,34.562164
102327668,2621474,2621474,0,0,0,0,0,0,0,0,755.1312,755.1312,4530.7876,9061.575,14.340106,0.8004723,8.086672e-06,-0.0013201096,-1.1484534,-9.552376,0.36194548,-0.4858358,-0.18521057,61.340496,110.963394,291.76254,6.15694,1.5992863,0.13159008,34.41843,34.41843
103334092,2621474,2621474,0,0,0,0,0,0,0,0,755.13153,755.13153,4530.789,9061.578,15.026299,0.8371672,9.600368e-06,-0.017852455,-1.063336,-8.885373,2.001747,0.29051992,0.1322469,52.474236,121.42622,332.1422,1.305112,2.1677918,0.16862927,34.753883,34.753883
104340595,2621474,2621474,0,0,0,0,0,0,0,0,755.13,755.13,4530.7803,9061.561,15.487074,0.77893764,6.4107517e-06,-0.18807174,-0.12917458,-9.621709,1.4531891,-0.19484462,0.02975409,52.005283,128.00052,208.67493,2.4325643,0.7008673,0.14103654,34.562164,34.562164
105246407,2621474,2621474,0,0,0,0,0,0,0,0,755.12885,755.12885,4530.773,9061.546,14.474926,0.80144966,5.5340784e-06,0.049977705,0.31530058,-9.256643,0.049781527,0.59897983,-0.098959066,38.753654,75.185356,124.67117,4.6832,0.674574,0.1774244,34.945553,34.945553
106252820,2621474,2621474,0,0,0,0,0,0,0,0,755.1294,755.1294,4530.776,9061.552,14.661122,0.83331573,6.082233e-06,-0.13027696,-1.2222768,-9.890092,0.51788485,-0.29836547,-0.1816325,80.27356,121.28483,266.4779,3.8187435,1.0604331,0.099697866,34.753883,34.753883
107259244,2621474,2621474,0,0,0,0,0,0,0,0,755.13153,755.13153,4530.789,9061.578,9.0140505,0.44523063,1.0087442e-07,-0.022045935,-0.11375047,-0.2617178,-3.0029094,1.1249942,0.39100868,0.12869678,0.18350752,0.0760706,0.0002698026,0.00087099784,0.0007716958,34.70596,34.70596
