timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count,clip_counter[0],clip_counter[1],clip_counter[2],samples
81349327,81349193,2490402,1.455914,-2.5998638,-9.540654,30.911837,0,0,0,0,10
82349723,82349561,2490402,3.317765,-2.205838,-8.09294,30.827295,0,0,0,0,10
83349520,83349264,2490402,0.018674774,4.56694,-11.260888,30.772947,0,0,0,0,10
84349414,84349264,2490402,-0.030925106,2.5037365,-10.983999,30.782005,0,0,0,0,12
85348108,85347850,2490402,4.2535386,1.96133,-21.245428,30.640097,0,0,0,0,10
86349327,86349068,2490402,-5.3433795,4.361278,-14.923059,30.742754,0,0,0,0,10
87349355,87349193,2490402,6.9812527,-8.390241,-1.4669274,30.923914,0,0,0,0,10
88349331,88349194,2490402,3.9743748,13.0409775,3.9219418,30.62802,0,0,0,0,10
89349350,89349213,2490402,11.591049,-6.0762444,-32.74382,30.821257,0,0,0,0,10
90349651,90349391,2490402,-3.2795775,-11.133757,-32.198902,30.89976,0,0,0,0,10
91349506,91349249,2490402,-11.882902,2.5684996,-6.766014,30.772947,0,0,0,0,10
92349374,92349111,2490402,7.7047806,11.791923,4.6361322,30.797102,0,0,0,0,10
93348082,93347818,2490402,0.8992622,-16.701233,-5.204516,30.766909,0,0,0,0,10
94349330,94349069,2490402,-18.434874,4.621049,14.878288,30.682367,0,0,0,0,10
95349329,95349068,2490402,2.6822243,12.965321,-7.362649,30.827295,0,0,0,0,10
96349329,96349195,2490402,-4.384262,3.3786974,-20.994755,30.881643,0,0,0,0,10
97349307,97349193,2490402,-12.636297,11.648689,28.777107,30.75936,0,0,0,0,8
98349608,98349452,2490402,12.469003,-6.7490554,-15.003465,30.761875,0,0,0,0,12
99349493,99349328,2490402,6.5048466,4.8326964,-1.72602,30.827295,0,0,0,0,12
100349328,100349193,2490402,18.140627,-11.116039,-55.035275,30.71256,0,0,0,0,10
101349327,101349068,2490402,-4.064636,0.6607997,-2.793794,30.948069,0,0,0,0,10
102349329,102349069,2490402,1.7250223,10.894575,-13.315593,30.857489,0,0,0,0,10
103349328,103349194,2490402,-1.3019669,5.2875347,-2.236304,30.80314,0,0,0,0,10
104349332,104349194,2490402,7.912358,4.452497,-15.543397,30.990337,0,0,0,0,10
105349727,105349587,2490402,9.493488,-0.073502,-11.848905,30.887682,0,0,0,0,10
106349582,106349430,2490402,13.968371,3.886388,15.236899,30.842392,0,0,0,0,12
107349429,107349274,2490402,-49.340706,83.33678,-23.55635,30.892714,0,0,0,0,12
